,Year,Title,Authors,Journal,Keywords,DOI,Abstract
26,2023,Generate Analysis-Ready Data for Real-world Evidence: Tutorial for Harnessing Electronic Health Records With Advanced Informatic Technologies,"Hou, Jue;Zhao, Rachel;Gronsbell, Jessica;Lin, Yucong;Bonzel, Clara-Lea;Zeng, Qingyi;Zhang, Sinian;Beaulieu-Jones, Brett;Weber, Griffin;Jemielita, Thomas;Wan, Shuyan;Hong, Chuan;Cai, Tianrun;Wen, Jun;{Ayakulangara Panickan}, Vidul;Liaw, Kai-Li;Liao, Katherine;Cai, Tianxi;",Journal of Medical Internet Research,"electronic health records, real-world evidence, data curation, medical informatics, randomized controlled trials, reproducibility",https://doi.org/10.2196/45662,"Although randomized controlled trials (RCTs) are the gold standard for establishing the efficacy and safety of a medical treatment, real-world evidence (RWE) generated from real-world data has been vital in postapproval monitoring and is being promoted for the regulatory process of experimental therapies. An emerging source of real-world data is electronic health records (EHRs), which contain detailed information on patient care in both structured (eg, diagnosis codes) and unstructured (eg, clinical notes and images) forms. Despite the granularity of the data available in EHRs, the critical variables required to reliably assess the relationship between a treatment and clinical outcome are challenging to extract. To address this fundamental challenge and accelerate the reliable use of EHRs for RWE, we introduce an integrated data curation and modeling pipeline consisting of 4 modules that leverage recent advances in natural language processing, computational phenotyping, and causal modeling techniques with noisy data. Module 1 consists of techniques for data harmonization. We use natural language processing to recognize clinical variables from RCT design documents and map the extracted variables to EHR features with description matching and knowledge networks. Module 2 then develops techniques for cohort construction using advanced phenotyping algorithms to both identify patients with diseases of interest and define the treatment arms. Module 3 introduces methods for variable curation, including a list of existing tools to extract baseline variables from different sources (eg, codified, free text, and medical imaging) and end points of various types (eg, death, binary, temporal, and numerical). Finally, module 4 presents validation and robust modeling methods, and we propose a strategy to create gold-standard labels for EHR variables of interest to validate data curation quality and perform subsequent causal modeling for RWE. In addition to the workflow proposed in our pipeline, we also develop a reporting guideline for RWE that covers the necessary information to facilitate transparent reporting and reproducibility of results. Moreover, our pipeline is highly data driven, enhancing study data with a rich variety of publicly available information and knowledge sources. We also showcase our pipeline and provide guidance on the deployment of relevant tools by revisiting the emulation of the Clinical Outcomes of Surgical Therapy Study Group Trial on laparoscopy-assisted colectomy versus open colectomy in patients with early-stage colon cancer. We also draw on existing literature on EHR emulation of RCTs together with our own studies with the Mass General Brigham EHR."
27,2018,Managing Patient-Generated Health Data Through Mobile Personal Health Records: Analysis of Usage Data,"Park, Yu;Lee, Yura;Kim, Ji;Kim, Jeonghoon;Kim, Hae;Kim, Young-Hak;Kim, Woo;Lee, Jae-Ho;",JMIR mHealth and uHealth,"personal health record, mobile health, patient engagement, patient-generated health data, health records, personal, telemedicine, patient participation",https://doi.org/10.2196/mhealth.9620,"Background Personal health records (PHRs) and mHealth apps are considered essential tools for patient engagement. Mobile PHRs (mPHRs) can be a platform to integrate patient-generated health data (PGHD) and patients’ medical information. However, in previous studies, actual usage data and PGHD from mPHRs have not been able to adequately represent patient engagement. Objective By analyzing 5 years’ PGHD from an mPHR system developed by a tertiary hospital in South Korea, we aimed to evaluate how PGHD were managed and identify issues in PGHD management based on actual usage data. Additionally, we analyzed how to improve patient engagement with mPHRs by analyzing the actively used services and long-term usage patterns. Methods We gathered 5 years (December 2010 to December 2015) of log data from both hospital patients and general users of the app. We gathered data from users who entered PGHD on body weight, blood pressure (BP), blood glucose levels, 10-year cardiovascular disease (CVD) risk, metabolic syndrome risk, medication schedule, insulin, and allergy. We classified users according to whether they were patients or general users based on factors related to continuous use (≥28 days for weight, BP, and blood glucose, and ≥180 days for CVD and metabolic syndrome), and analyzed the patients’ characteristics. We compared PGHD entry counts and the proportion of continuous users for each PGHD by user type. Results The total number of mPHR users was 18,265 (patients: n=16,729, 91.59%) with 3620 users having entered weight, followed by BP (n=1625), blood glucose (n=1374), CVD (n=764), metabolic syndrome (n=685), medication (n=252), insulin (n=72), and allergy (n=61). Of those 18,256 users, 3812 users had at least one PGHD measurement, of whom 175 used the PGHD functions continuously (patients: n=142, 81.14%); less than 1% of the users had used it for more than 4 years. Except for weight, BP, blood glucose, CVD, and metabolic syndrome, the number of PGHD records declined. General users’ continuous use of PGHD was significantly higher than that of patients in the blood glucose (P<.001) and BP (P=.03) functions. Continuous use of PGHD in health management (BP, blood glucose, and weight) was significantly greater among older users (P<.001) and men (P<.001). In health management (BP, weight, and blood glucose), overall chronic disease and continuous use of PGHD were not statistically related (P=.08), but diabetes (P<.001) and cerebrovascular diseases (P=.03) were significant. Conclusions Although a small portion of users managed PGHD continuously, PGHD has the potential to be useful in monitoring patient health. To realize the potential, specific groups of continuous users must be identified, and the PGHD service must target them. Further evaluations for the clinical application of PGHD, feedback regarding user interfaces, and connections with wearable devices are needed."
28,2024,Using Large Language Models to Detect Depression From User-Generated Diary Text Data as a Novel Approach in Digital Mental Health Screening: Instrument Validation Study,"Shin, Daun;Kim, Hyoseung;Lee, Seunghwan;Cho, Younhee;Jung, Whanbo;",Journal of Medical Internet Research,"depression, screening, artificial intelligence, digital health technology, text data",https://doi.org/10.2196/54617,"Background Depressive disorders have substantial global implications, leading to various social consequences, including decreased occupational productivity and a high disability burden. Early detection and intervention for clinically significant depression have gained attention; however, the existing depression screening tools, such as the Center for Epidemiologic Studies Depression Scale, have limitations in objectivity and accuracy. Therefore, researchers are identifying objective indicators of depression, including image analysis, blood biomarkers, and ecological momentary assessments (EMAs). Among EMAs, user-generated text data, particularly from diary writing, have emerged as a clinically significant and analyzable source for detecting or diagnosing depression, leveraging advancements in large language models such as ChatGPT. Objective We aimed to detect depression based on user-generated diary text through an emotional diary writing app using a large language model (LLM). We aimed to validate the value of the semistructured diary text data as an EMA data source. Methods Participants were assessed for depression using the Patient Health Questionnaire and suicide risk was evaluated using the Beck Scale for Suicide Ideation before starting and after completing the 2-week diary writing period. The text data from the daily diaries were also used in the analysis. The performance of leading LLMs, such as ChatGPT with GPT-3.5 and GPT-4, was assessed with and without GPT-3.5 fine-tuning on the training data set. The model performance comparison involved the use of chain-of-thought and zero-shot prompting to analyze the text structure and content. Results We used 428 diaries from 91 participants; GPT-3.5 fine-tuning demonstrated superior performance in depression detection, achieving an accuracy of 0.902 and a specificity of 0.955. However, the balanced accuracy was the highest (0.844) for GPT-3.5 without fine-tuning and prompt techniques; it displayed a recall of 0.929. Conclusions Both GPT-3.5 and GPT-4.0 demonstrated relatively reasonable performance in recognizing the risk of depression based on diaries. Our findings highlight the potential clinical usefulness of user-generated text data for detecting depression. In addition to measurable indicators, such as step count and physical activity, future research should increasingly emphasize qualitative digital expression."
29,2016,Turning user generated health-related content into actionable knowledge through text analytics services,"Martínez, Paloma;Martínez, José;Segura-Bedmar, Isabel;Moreno-Schneider, Julián;Luna, Adrián;Revert, Ricardo;",Computers in Industry,,https://doi.org/10.1016/j.compind.2015.10.006,"In the last years, the habit of discussing healthcare issues with family and friends, even with unknown people, in the context of social networks has increased and processing user generated content has become a new challenge. This can help in on-line crowd surveillance for different applications (pharmacovigilance and filtering health contents in blogs among others) as well as extracting knowledge from unstructured text sources. In this article, a system that monitors health social media streams is described. It is based on several text analytics processes supported, among others, by MeaningCloud, a commercial platform which provides meaning extraction from texts in a Software as a Service mode. In this architecture, several domain resources are integrated to detect drugs and drug effects such as CIMA (official information about authorized drugs in Spain maintained by the Spanish Agency of Medicines and Health Products), MedDRA (Medical Dictionary for Regulatory Activities) and the SpanishDrugEffectDB database that contains relations between drugs and effects. Different ways of visualizing data considering time lines and aggregated data have been implemented. In order to show performance, an evaluation has been carried out over Named Entities Recognition (NER) and Relation Extraction (RE) tasks."
30,2017,Poisoning by synthetic cathinones: Consumption behaviour and clinical description from 11 cases recorded by the Addictovigilance Centre of Bordeaux,"Daveluy, Amélie;Labadie, Magali;Titier, Karine;Courtois, Arnaud;Penouil, Françoise;Castaing, Nadège;Haramburu, Françoise;Faure, Isabelle;Cazanave, Charles;Delile, Jean-Michel;Latour, Véronique;Valdenaire, Guillaume;",Toxicologie Analytique et Clinique,"Cathinone, Poisoning, Substance-related disorders, Public health surveillance",https://doi.org/10.1016/j.toxac.2016.11.005,"Summary Synthetic cathinones represent a large class of new popular drugs of abuse in France and in Europe, commonly called new psychoactive substances (NPS). We describe 11 cases of synthetic cathinone abuse reported to the Bordeaux Addictovigilance Centre between January 2014 and December 2015. Cases were described according to the type of substance used, patient's age and gender, type of complications, context of use and year of the event, and, when a toxicological analyse was available, the analytical method of detection and the samples of analyse (blood, urine, powder). All patients were male, with a mean age of 35.9 years old. The synthetic cathinone most frequently reported by users was methylenedioxypyrovalerone (n=8). There was analytical confirmation of synthetic cathinone use in 6 cases. Nine cases were serious, with neurologic and/or psychiatric complications in most cases. The outcome was favourable in 10 cases but one patient died. Questioning patients about use of NPS is essential, as well as NPS analytical identification when an intake is suspected."
31,2022,Real-world implementation evaluation of an electronic health record-integrated consumer informatics tool that collects patient-generated contextual data,"Holt, Jeana;Spanbauer, Charles;Cusatis, Rachel;Winn, Aaron;Talsma, AkkeNeel;Asan, Onur;Somai, Melek;Hanson, Ryan;Moore, Jennifer;Makoul, Gregory;Crotty, Bradley;",International Journal of Medical Informatics,"Health Information Technology, Consumer Health Informatics, Patient-Centered Care, Professional-Patient Relations, Implementation Science",https://doi.org/10.1016/j.ijmedinf.2022.104810,"Objective Use the RE-AIM framework to examine the implementation of a patient contextual data (PCD) Tool designed to share patients’ needs, values, and preferences with care teams ahead of clinical encounters. Materials & Methods Observational study that follows initial PCD Tool scaling across primary care at a Midwestern academic health network. Program invitations, enrollment, patient submissions, and clinician views were tracked over a 1-year study period. Logistic regression modeled the likelihood of using the PCD Tool, accounting for patient covariates. Results Of 58,874 patients who could be contacted by email, 9,183 (15.6%) became PCD Tool users. Overall, 76% of primary care providers had patients who used the PCD Tool. Older age, female gender, non-minority race, patient portal activation, and Medicare coverage were significantly associated with increased likelihood of use. Number of office visits, medical issues, and behavioral health conditions also associated with use. Primary care staff viewed 18.7% of available PCD Tool summaries, 1.1% to 57.6% per clinic. Discussion The intervention mainly reached non-minority patients and patients who used more health services. Given the requirement for an email address on file, some patients may have been underrepresented. Overall, patient reach and adoption and clinician adoption, implementation, and maintenance of this Tool were modest but stable, consistent with a non-directive approach to fostering adoption by introducing the Tool in the absence of clear expectations for use. Conclusion Healthcare organizations must implement effective methods to increase the reach, adoption, implementation, and maintenance of PCD tools across all patient populations. Assisting people, particularly racial minorities, with PCD Tool registration and actively supporting clinician use are critical steps in implementing technology that facilitates care."
32,2023,Augmented intelligence facilitates concept mapping across different electronic health records,"Dam, Tariq;Fleuren, Lucas;Roggeveen, Luca;Otten, Martijn;Biesheuvel, Laurens;Jagesar, Ameet;Lalisang, Robbert;Kullberg, Robert;Hendriks, Tom;Girbes, Armand;Hoogendoorn, Mark;Thoral, Patrick;Elbers, Paul;",International Journal of Medical Informatics,"Concept mapping, Ontology, Ontology alignment, Augmented Intelligence, Intensive care",https://doi.org/10.1016/j.ijmedinf.2023.105233,"Introduction With the advent of artificial intelligence, the secondary use of routinely collected medical data from electronic healthcare records (EHR) has become increasingly popular. However, different EHR systems typically use different names for the same medical concepts. This obviously hampers scalable model development and subsequent clinical implementation for decision support. Therefore, converting original parameter names to a so-called ontology, a standardized set of predefined concepts, is necessary but time-consuming and labor-intensive. We therefore propose an augmented intelligence approach to facilitate ontology alignment by predicting correct concepts based on parameter names from raw electronic health record data exports. Methods We used the manually mapped parameter names from the multicenter “Dutch ICU data warehouse against COVID-19” sourced from three types of EHR systems to train machine learning models for concept mapping. Data from 29 intensive care units on 38,824 parameters mapped to 1,679 relevant and unique concepts and 38,069 parameters labeled as irrelevant were used for model development and validation. We used the Natural Language Toolkit (NLTK) to preprocess the parameter names based on WordNet cognitive synonyms transformed by term-frequency inverse document frequency (TF-IDF), yielding numeric features. We then trained linear classifiers using stochastic gradient descent for multi-class prediction. Finally, we fine-tuned these predictions using information on distributions of the data associated with each parameter name through similarity score and skewness comparisons. Results The initial model, trained using data from one hospital organization for each of three EHR systems, scored an overall top 1 precision of 0.744, recall of 0.771, and F1-score of 0.737 on a total of 58,804 parameters. Leave-one-hospital-out analysis returned an average top 1 recall of 0.680 for relevant parameters, which increased to 0.905 for the top 5 predictions. When reducing the training dataset to only include relevant parameters, top 1 recall was 0.811 and top 5 recall was 0.914 for relevant parameters. Performance improvement based on similarity score or skewness comparisons affected at most 5.23% of numeric parameters. Conclusion Augmented intelligence is a promising method to improve concept mapping of parameter names from raw electronic health record data exports. We propose a robust method for mapping data across various domains, facilitating the integration of diverse data sources. However, recall is not perfect, and therefore manual validation of mapping remains essential."
33,2021,Incorporating Unstructured Patient Narratives and Health Insurance Claims Data in Pharmacovigilance: Natural Language Processing Analysis of Patient-Generated Texts About Systemic Lupus Erythematosus,"Matsuda, Shinichi;Ohtomo, Takumi;Tomizawa, Shiho;Miyano, Yuki;Mogi, Miwako;Kuriki, Hiroshi;Nakayama, Terumi;Watanabe, Shinichi;",JMIR Public Health and Surveillance,"social media, adverse drug reaction, pharmacovigilance, text mining, systemic lupus erythematosus, natural language processing, NLP, lupus, chronic disease, narrative, insurance, data, epidemiology, burden, Japan, patient-generated",https://doi.org/10.2196/29238,"Background Gaining insights that cannot be obtained from health care databases from patients has become an important topic in pharmacovigilance. Objective Our objective was to demonstrate a use case, in which patient-generated data were incorporated in pharmacovigilance, to understand the epidemiology and burden of illness in Japanese patients with systemic lupus erythematosus. Methods We used data on systemic lupus erythematosus, an autoimmune disease that substantially impairs quality of life, from 2 independent data sets. To understand the disease’s epidemiology, we analyzed a Japanese health insurance claims database. To understand the disease’s burden, we analyzed text data collected from Japanese disease blogs (tōbyōki) written by patients with systemic lupus erythematosus. Natural language processing was applied to these texts to identify frequent patient-level complaints, and term frequency–inverse document frequency was used to explore patient burden during treatment. We explored health-related quality of life based on patient descriptions. Results We analyzed data from 4694 and 635 patients with systemic lupus erythematosus in the health insurance claims database and tōbyōki blogs, respectively. Based on health insurance claims data, the prevalence of systemic lupus erythematosus is 107.70 per 100,000 persons. Tōbyōki text data analysis showed that pain-related words (eg, pain, severe pain, arthralgia) became more important after starting treatment. We also found an increase in patients’ references to mobility and self-care over time, which indicated increased attention to physical disability due to disease progression. Conclusions A classical medical database represents only a part of a patient's entire treatment experience, and analysis using solely such a database cannot represent patient-level symptoms or patient concerns about treatments. This study showed that analysis of tōbyōki blogs can provide added information on patient-level details, advancing patient-centric pharmacovigilance."
34,2023,Extracting Medical Information From Free-Text and Unstructured Patient-Generated Health Data Using Natural Language Processing Methods: Feasibility Study With Real-world Data,"Sezgin, Emre;Hussain, Syed-Amad;Rust, Steve;Huang, Yungui;",JMIR Formative Research,"patient-generated health data, natural language processing, named entity recognition, patient health records, text notes, voice, audio real-world data",https://doi.org/10.2196/43014,"Background Patient-generated health data (PGHD) captured via smart devices or digital health technologies can reflect an individual health journey. PGHD enables tracking and monitoring of personal health conditions, symptoms, and medications out of the clinic, which is crucial for self-care and shared clinical decisions. In addition to self-reported measures and structured PGHD (eg, self-screening, sensor-based biometric data), free-text and unstructured PGHD (eg, patient care note, medical diary) can provide a broader view of a patient’s journey and health condition. Natural language processing (NLP) is used to process and analyze unstructured data to create meaningful summaries and insights, showing promise to improve the utilization of PGHD. Objective Our aim is to understand and demonstrate the feasibility of an NLP pipeline to extract medication and symptom information from real-world patient and caregiver data. Methods We report a secondary data analysis, using a data set collected from 24 parents of children with special health care needs (CSHCN) who were recruited via a nonrandom sampling approach. Participants used a voice-interactive app for 2 weeks, generating free-text patient notes (audio transcription or text entry). We built an NLP pipeline using a zero-shot approach (adaptive to low-resource settings). We used named entity recognition (NER) and medical ontologies (RXNorm and SNOMED CT [Systematized Nomenclature of Medicine Clinical Terms]) to identify medication and symptoms. Sentence-level dependency parse trees and part-of-speech tags were used to extract additional entity information using the syntactic properties of a note. We assessed the data; evaluated the pipeline with the patient notes; and reported the precision, recall, and F1 scores. Results In total, 87 patient notes are included (audio transcriptions n=78 and text entries n=9) from 24 parents who have at least one CSHCN. The participants were between the ages of 26 and 59 years. The majority were White (n=22, 92%), had more than one child (n=16, 67%), lived in Ohio (n=22, 92%), had mid- or upper-mid household income (n=15, 62.5%), and had higher level education (n=24, 58%). Out of 87 notes, 30 were drug and medication related, and 46 were symptom related. We captured medication instances (medication, unit, quantity, and date) and symptoms satisfactorily (precision >0.65, recall >0.77, F1>0.72). These results indicate the potential when using NER and dependency parsing through an NLP pipeline on information extraction from unstructured PGHD. Conclusions The proposed NLP pipeline was found to be feasible for use with real-world unstructured PGHD to accomplish medication and symptom extraction. Unstructured PGHD can be leveraged to inform clinical decision-making, remote monitoring, and self-care including medical adherence and chronic disease management. With customizable information extraction methods using NER and medical ontologies, NLP models can feasibly extract a broad range of clinical information from unstructured PGHD in low-resource settings (eg, a limited number of patient notes or training data)."
35,2017,Personalized Hypertension Management Using Patient-Generated Health Data Integrated With Electronic Health Records (EMPOWER-H): Six-Month Pre-Post Study,"Lv, Nan;Xiao, Lan;Simmons, Martha;Rosas, Lisa;Chan, Albert;Entwistle, Martin;",Journal of Medical Internet Research,"electronic health records, disease management, hypertension, patient participation, blood pressure, patient-centered care, home blood pressure monitoring",https://doi.org/10.2196/jmir.7831,"Background EMPOWER-H (Engaging and Motivating Patients Online With Enhanced Resources-Hypertension) is a personalized-care model facilitating engagement in hypertension self-management utilizing an interactive Web-based disease management system integrated with the electronic health record. The model is designed to support timely patient-provider interaction by incorporating decision support technology to individualize care and provide personalized feedback for patients with chronic disease. Central to this process were patient-generated health data, including blood pressure (BP), weight, and lifestyle behaviors, which were uploaded using a smartphone. Objective The aim of this study was to evaluate the program among patients within primary care already under management for hypertension and with uncontrolled BP. Methods Using a 6-month pre-post design, outcome measures included office-measured and home-monitored BP, office-measured weight, intervention contacts, diet, physical activity, smoking, knowledge, and health-related quality of life. Results At 6 months, 55.9% of participants (N=149) achieved office BP goals (<140/90 mm Hg; P<.001) and 86.0% achieved clinically meaningful reduction in office BP (reduction in systolic BP [SBP] ≥5 mm Hg or diastolic BP [DBP] ≥3 mm Hg). At baseline, 25.2% of participants met home BP goals (<135/85 mm Hg), and this percentage significantly increased to 71.4% (P<.001) at 6 months. EMPOWER-H also significantly reduced both office and home SBP and DBP, decreased office-measured weight and consumption of high-salt and high-fat foods (all P<.005), and increased intake of fruit and vegetables, minutes of aerobic exercise, and hypertension knowledge (all P<.05). Patients with higher home BP upload frequencies had significantly higher odds of achieving home BP goals. Patients receiving more total intervention, behavioral, pharmaceutical contacts had significantly lower odds of achieving home BP goals but higher improvements in office BP (all P<.05). Conclusions EMPOWER-H significantly improved participants’ office-measured and home-monitored BP, weight, and lifestyle behaviors, suggesting that technologically enabled BP home-monitoring, with structured use of patient-generated health data and a personalized care-plan facilitating patient engagement, can support effective clinical management. The experience gained in this study provides support for the feasibility and value of using carefully managed patient-generated health data in the day-to-day clinical management of patients with chronic conditions. A large-scale, real-world study to evaluate sustained effectiveness, cost-effectiveness, and scalability is warranted."
36,2025,"Patient-Generated Collections for Organizing Electronic Health Record Data to Elevate Personal Meaning, Improve Actionability, and Support Patient–Health Care Provider Communication: Think-Aloud Evaluation Study","Nakikj, Drashko;Kreda, David;Luthria, Karan;Gehlenborg, Nils;",JMIR Human Factors,"mobile health, patients, electronic health records, sensemaking, data organization, collections, awareness, proactivity, self-advocacy, patient–health care provider communication",https://doi.org/10.2196/50331,"Background Through third party applications, patients in the United States have access to their electronic health record (EHR) data from multiple health care providers. However, these applications offer only a predefined organization of these records by type, time stamp, or provider, leaving out meaningful connections between them. This prevents patients from efficiently reviewing, exploring, and making sense of their EHR data based on current or ongoing health issues. The lack of personalized organization and important connections can limit patients’ ability to use their data and make informed health decisions. Objective To address these challenges, we created Discovery, an experimental app that enables patients to organize their medical records into collections, analogous to placing pictures in photo albums. These collections are based on the evolving understanding of the patients’ past and ongoing health issues. The app also allows patients to add text notes to collections and their constituent records. By observing how patients used features to select records and assemble them into collections, our goal was to learn about their preferred mechanisms to complete these tasks and the challenges they would face in the wild. We also intended to become more informed about the various ways in which patients could and would like to use collections. Methods We conducted a think-aloud evaluation study with 14 participants on synthetic data. In session 1, we obtained feedback on the mechanics for creating and assembling collections and adding notes. In session 2, we focused on reviewing collections, finding data patterns within them, and retaining insights, as well as exploring use cases. We conducted reflexive thematic analysis on the transcribed feedback. Results Collections were useful for personal use (quick access to information, reflection on medical history, tracking health, journaling, and learning from past experiences) and clinical visits (preparation and raising physicians’ awareness). Assembling EHR data into reliable collections could be difficult for typical patients due to considerable manual work and lack of medical knowledge. However, automated collection building could alleviate this issue. Furthermore, having EHR data organized in collections may have limited use. However, augmenting them with patient-generated data, which are entered with flexible richness and structure, could add context, elevate meaning, and improve actionability. Finally, collections might produce a misconstrued health picture, but bringing the physician in the loop for verification could increase their clinical validity. Conclusions Collections can be a powerful tool for advancing patients’ proactivity, awareness, and self-advocacy, potentially facilitating patient-centered care. However, patients need better support for incorporating their own everyday data and adding meaningful annotations for future reference. Improvements in the comprehensiveness, efficiency, and reliability of the collection assembly process through automation are also necessary."
37,2025,Attention-based synthetic data generation for calibration-enhanced survival analysis: A case study for chronic kidney disease using electronic health records,"Kuo, Nicholas;Gallego, Blanca;Jorm, Louisa;",Journal of Biomedical Informatics,"Synthetic data generation, Conditional data augmentation, Survival analysis, Subgroup calibration, Clinical risk prediction",https://doi.org/10.1016/j.jbi.2025.104928,"Objectives Access to real-world healthcare data is constrained by privacy regulations and data imbalances, hindering the development of fair and reliable clinical prediction models. Synthetic data offers a potential solution, yet existing methods often fail to maintain calibration or enable subgroup-specific augmentation. This study introduces Masked Clinical Modelling (MCM), an attention-based synthetic data generation framework designed to enhance survival model calibration in both global and stratified analyses. Methods MCM uses masked feature reconstruction to learn feature dependencies without explicitly training on survival objectives. It supports both standalone dataset synthesis and conditional data augmentation, enabling the generation of targeted synthetic subcohorts without retraining. Evaluated on a chronic kidney disease (CKD) electronic health record (EHR) dataset, MCM was benchmarked against eight baseline methods, including variational autoencoders, GANs, SMOTE variants, and a recent risk-aware distillation model. Model performance was assessed via calibration loss, Cox model consistency, and Kaplan–Meier fidelity. Results MCM-generated data closely replicated statistical properties of the real dataset, pre- served hazard ratios, and matched time-to-event curves with high fidelity. Cox models trained on MCM-augmented data demonstrated improved calibration, reducing overall calibration loss by 15% and subgroup meta-calibration loss by 9% compared to unaugmented data. These improvements held across multiple high-risk subgroups including those with diabetes, renal dys- function, and advanced age. Unlike competing methods, MCM achieved this without retraining or outcome-specific tuning. Conclusions MCM offers a practical and flexible framework for generating synthetic survival data that improves risk model calibration. By supporting both reproducible dataset synthesis and conditional subgroup augmentation, MCM bridges privacy-preserving data access with calibration-aware learning. This work highlights the role of synthetic data not just as a privacy tool, but as a vehicle for improving equity and reliability in clinical modelling."
38,2023,Structured deep embedding model to generate composite clinical indices from electronic health records for early detection of pancreatic cancer,"Park, Jiheum;Artin, Michael;Lee, Kate;May, Benjamin;Park, Michael;Hur, Chin;Tatonetti, Nicholas;",Patterns,"electronic health records, deep embeddings, composite indices, model interpretability",https://doi.org/10.1016/j.patter.2022.100636,"Summary The high-dimensionality, complexity, and irregularity of electronic health records (EHR) data create significant challenges for both simplified and comprehensive health assessments, prohibiting an efficient extraction of actionable insights by clinicians. If we can provide human decision-makers with a simplified set of interpretable composite indices (i.e., combining information about groups of related measures into single representative values), it will facilitate effective clinical decision-making. In this study, we built a structured deep embedding model aimed at reducing the dimensionality of the input variables by grouping related measurements as determined by domain experts (e.g., clinicians). Our results suggest that composite indices representing liver function may consistently be the most important factor in the early detection of pancreatic cancer (PC). We propose our model as a basis for leveraging deep learning toward developing composite indices from EHR for predicting health outcomes, including but not limited to various cancers, with clinically meaningful interpretations."
39,2025,Making nursing visible: AI-assisted standardization of electronic health record interventions using generative pre-trained transformer models and retrieval-augmented generation process,"Macieira, Tamara;Bjarnadottir, Ragnhildur;Oliveira Salgado, Patricia;Baranwal, Aseem;Semenov, Alexander;Priola, Karen;Pestana, Priscilla;Okafor, Soluchukwu;Mena, Nathan;Montoya, Noelle;Sargent, Laura;Presley, Ashley;Yao, Yingwei;Keenan, Gail;",Nursing Outlook,"Nursing, Nursing informatics, Electronic health records, Standardized nursing terminology, Artificial intelligence, Natural language processing",https://doi.org/10.1016/j.outlook.2025.102494,"ABSTRACT Background Nurses provide essential care that significantly impacts patient outcomes. However, nursing care is rarely examined due to a lack of standardized nurse-generated data suitable for large-scale analysis. Purpose To test the performance of retrieval-augmented generation (RAG) and generative pre-trained transformer (GPT) models in standardizing electronic health records nursing intervention terms. Methods The process involved: (a) manually mapping a subset of local terms to standardized terms to create a “gold standard” for comparison, (b) implementing and assessing the RAG pipeline with GPT models for standardization, and (c) incorporating the output into an AI-assisted manual mapping workflow. Discussion GPT models were comparable to human mappers but lacked sufficient accuracy for fully automated mapping. Conclusion Although GPT models are not yet reliable for full automation, they can reduce human workload and streamline the standardization process. This advancement represents an important step toward making nursing contributions visible through data-driven evaluation of nursing practices."
40,2019,Development of Comprehensive Personal Health Records Integrating Patient-Generated Health Data Directly From Samsung S-Health and Apple Health Apps: Retrospective Cross-Sectional Observational Study,"Jung, Se;Kim, Jeong-Whun;Hwang, Hee;Lee, Keehyuck;Baek, Rong-Min;Lee, Ho-Young;Yoo, Sooyoung;Song, Wongeun;Han, Jong;",JMIR mHealth and uHealth,"personal health record, patient generated health data, lifelog, electronic medical record, mobile phone",https://doi.org/10.2196/12691,"Background Patient-generated health data (PGHD), especially lifelog data, are important for managing chronic diseases. Additionally, personal health records (PHRs) have been considered an effective tool to engage patients more actively in the management of their chronic diseases. However, no PHRs currently integrate PGHD directly from Samsung S-Health and Apple Health apps. Objective The purposes of this study were (1) to demonstrate the development of an electronic medical record (EMR)–tethered PHR system (Health4U) that integrates lifelog data from Samsung S-Health and Apple Health apps and (2) to explore the factors associated with the use rate of the functions. Methods To upgrade conventional EMR-tethered PHRs, a task-force team (TFT) defined the functions necessary for users. After implementing a new system, we enrolled adults aged 19 years and older with prior experience of accessing Health4U in the 7-month period after November 2017, when the service was upgraded. Results Of the 17,624 users, 215 (1.22%) integrated daily steps data, 175 (0.99%) integrated weight data, 51 (0.29%) integrated blood sugar data, and 90 (0.51%) integrated blood pressure data. Overall, 61.95% (10,919/17,624) had one or more chronic diseases. For integration of daily steps data, 48.3% (104/215) of patients used the Apple Health app, 43.3% (93/215) used the S-Health app, and 8.4% (18/215) entered data manually. To retrieve medical documentation, 324 (1.84%) users downloaded PDF files and 31 (0.18%) users integrated their medical records into the Samsung S-Health app via the Consolidated-Clinical Document Architecture download function. We found a consistent increase in the odds ratios for PDF downloads among patients with a higher number of chronic diseases. The age groups of ≥60 years and ≥80 years tended to use the download function less frequently than the others. Conclusions This is the first study to examine the factors related to integration of lifelog data from Samsung S-Health and Apple Health apps into EMR-tethered PHRs and factors related to the retrieval of medical documents from PHRs. Our findings on the lifelog data integration can be used to design PHRs as a platform to integrate lifelog data in the future."
