"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Walonoski, J.; Hall, D.; Bates, K.M.; Farris, M.H.; Dagher, J.; Downs, M.E.; Sivek, R.T.; Wellner, B.; Gregorowicz, A.; Hadley, M.; Campion, F.X.; Levine, L.; Wacome, K.; Emmer, G.; Kemmer, A.; Malik, M.; Hughes, J.; Granger, E.; Russell, S.","Walonoski, Jason A. (14049438700); Hall, Dylan (57201069699); Bates, Karen M. (57567756500); Farris, M. Heath (55325841800); Dagher, Joseph C. (6602285963); Downs, Matthew E. (38561157400); Sivek, Ryan T. (57567756600); Wellner, Ben (15069791200); Gregorowicz, Andrew J. (6504647035); Hadley, Marc (56091159600); Campion, Francis X. (8982525100); Levine, Lauren (57567959700); Wacome, Kevin (57568152900); Emmer, Geoff (57112331100); Kemmer, Aaron (57567356800); Malik, Maha (57566757000); Hughes, Jonah (57568153000); Granger, Eldesia (57474503600); Russell, Sybil A. (57931735300)","14049438700; 57201069699; 57567756500; 55325841800; 6602285963; 38561157400; 57567756600; 15069791200; 6504647035; 56091159600; 8982525100; 57567959700; 57568152900; 57112331100; 57567356800; 57566757000; 57568153000; 57474503600; 57931735300","The “Coherent Data Set”: Combining Patient Data and Imaging in a Comprehensive, Synthetic Health Record","2022","Electronics (Switzerland)","11","8","1199","","","8","10.3390/electronics11081199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127862383&doi=10.3390%2Felectronics11081199&partnerID=40&md5=2bdeb8bff08af7d0aab1a8002a884518","The “Coherent Data Set” is a novel synthetic data set that leverages structured data from Synthea™ to create a longitudinal, “coherent” patient-level electronic health record (EHR). Comprised of synthetic patients, the Coherent Data Set is publicly available, reproducible using Synthea™, and free of the privacy risks that arise from using real patient data. The Coherent Data Set provides complex and representative health records that can be leveraged by health IT professionals without the risks associated with de-identified patient data. It includes familial genomes that were created through a simulation of the genetic reproduction process; magnetic resonance imaging (MRI) DICOM files created with a voxel-based computational model; clinical notes in the style of traditional subjective, objective, assessment, and plan notes; and physiological data that leverage existing System Biology Markup Language (SBML) models to capture non-linear changes in patient health metrics. HL7 Fast Healthcare Interoperability Resources (FHIR® ) links the data together. The models can generate clinically logical health data, but ensuring clinical validity remains a challenge without comparable data to substantiate results. We believe this data set is the first of its kind and a novel contribution to practical health interoperability efforts. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85127862383"
"Richardson, J.E.; Rasmussen, L.V.; Dorr, D.A.; Sirkin, J.T.; Shelley, D.; Rivera, A.; Wu, W.; Cykert, S.; Cohen, D.J.; Kho, A.N.","Richardson, Joshua E. (35300450600); Rasmussen, Luke V. (15825466200); Dorr, David A. (8977463400); Sirkin, Jenna T. (22956569400); Shelley, Donna R. (7004905005); Rivera, Adovich Sarmiento (57212449765); Wu, Winfred Y. (15073441200); Cykert, Samuel (6701730477); Cohen, Deborah J. (7404418427); Kho, Abel Ngo (16230386100)","35300450600; 15825466200; 8977463400; 22956569400; 7004905005; 57212449765; 15073441200; 6701730477; 7404418427; 16230386100","Generating and Reporting Electronic Clinical Quality Measures from Electronic Health Records: Strategies from EvidenceNOW Cooperatives","2022","Applied Clinical Informatics","13","2","","485","494","4","10.1055/s-0042-1748145","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129366079&doi=10.1055%2Fs-0042-1748145&partnerID=40&md5=31983a38776fde8b682b6d6f9610be91","Background: Electronic clinical quality measures (eCQMs) from electronic health records (EHRs) are a key component of quality improvement (QI) initiatives in small-to-medium size primary care practices, but using eCQMs for QI can be challenging. Organizational strategies are needed to effectively operationalize eCQMs for QI in these practice settings. Objective: This study aimed to characterize strategies that seven regional cooperatives participating in the EvidenceNOW initiative developed to generate and report EHR-based eCQMs for QI in small-to-medium size practices. Methods: A qualitative study comprised of 17 interviews with representatives from all seven EvidenceNOW cooperatives was conducted. Interviewees included administrators were with both strategic and cooperative-level operational responsibilities and external practice facilitators were with hands-on experience helping practices use EHRs and eCQMs. A subteam conducted 1-hour semistructured telephone interviews with administrators and practice facilitators, then analyzed interview transcripts using immersion crystallization. The analysis and a conceptual model were vetted and approved by the larger group of coauthors. Results: Cooperative strategies consisted of efforts in four key domains. First, cooperative adaptation shaped overall strategies for calculating eCQMs whether using EHRs, a centralized source, or a hybrid strategy of the two. Second, the eCQM generation described how EHR data were extracted, validated, and reported for calculating eCQMs. Third, practice facilitation characterized how facilitators with backgrounds in health information technology (IT) delivered services and solutions for data capture and quality and practice support. Fourth, performance reporting strategies and tools informed QI efforts and how cooperatives could alter their approaches to eCQMs. Conclusion: Cooperatives ultimately generated and reported eCQMs using hybrid strategies because they determined neither EHRs alone nor centralized sources alone could operationalize eCQMs for QI. This required cooperatives to devise solutions and utilize resources that often are unavailable to typical small-to-medium-sized practices. The experiences from EvidenceNOW cooperatives provide insights into how organizations can plan for challenges and operationalize EHR-based eCQMs. © 2022. Thieme. All rights reserved.","Article","Final","All Open Access; Bronze Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85129366079"
"You, S.; Park, M.S.; Joo, S.","You, Sukjin (56259073000); Park, Min-sook (55755517100); Joo, Soohyung (36621159100)","56259073000; 55755517100; 36621159100","Practicability of Ensemble Artificial Neural Network Models for a Classification Task: An Optimal Approach for Reproducing Classification Practices of Health Consumers Generated Text on Social Media","2022","Journal of Library and Information Studies","20","1","","1","30","0","10.6182/jlis.202206_20(1).001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135464209&doi=10.6182%2Fjlis.202206_20%281%29.001&partnerID=40&md5=7ef2d5f7cb09daa479d26dd0e4544c23","This paper reports the classification accuracy of artificial neural network (ANN) models in reproducing health consumers’ classification practices in social media. Social media have driven the growth of unstructured text data across domains including health, which motivates researchers to reconsider the epistemological approach to automated classification. This study compared the performance of several types of ANN models and ensemble models based on classification results and the integration of multiple ANN structures. To train these models, two dictionaries were employed: health consumers’ terms extracted from questions and answers in the health categories of Yahoo!Answers and MeSH terms. All three types of individual classifiers demonstrated accuracies of around 90%. In particular, the fully connected ANN with two layers produced relatively higher classification performances than a convolutional neural network and long short-term memory. Ensemble models based on classification results outperformed not only the ensemble models based on the integration of heterogeneous ANN structures but also individual deep-learning models. The combination of questions and best answers were found to be most effective as a training dataset to build an accurate prediction model. The findings suggest that ANN models can be an effective assistive tool in classifying online health resources generated by health consumers in natural language. © 2022, National Taiwan University, Department of Library and Information Science. All rights reserved.","Article","Final","","Scopus","2-s2.0-85135464209"
"Shaw, R.J.; Boazak, M.; Tiase, V.; Porter, G.; Wosik, J.; Bumatay, S.; Michaels, L.; Stone, J.; Cohen, D.J.; Dolor, R.","Shaw, Ryan Jeffrey (57203348570); Boazak, Mina (57201337714); Tiase, Victoria Lynn (37119471300); Porter, Gloria (57813731400); Wosik, Jedrek (56603972800); Bumatay, Sarah (57363185800); Michaels, Le Ann C. (25121965100); Stone, Julie (57813731500); Cohen, Deborah J. (7404418427); Dolor, Rowena J. (26643451200)","57203348570; 57201337714; 37119471300; 57813731400; 56603972800; 57363185800; 25121965100; 57813731500; 7404418427; 26643451200","Integrating Patient-generated Digital Health Data into Electronic Health Records (EHRs) in Ambulatory Care Settings: EHR Vendor Survey and Interviews","2022","AMIA Annual Symposium proceedings","2022","","","439","445","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134634083&partnerID=40&md5=a4d2be0d9f0d82e0fa4b6931b0994a8c","Data traditionally collected in a clinic or hospital setting is now collected electronically in everyday environments from patients, known as patient-generated health data (PGHD). We conducted informal interviews and collected survey data from major ambulatory care EHR vendors that serve the majority of the U.S. market to collect information on how their clients are integrating PGHD into EHRs. Of the 9 EHR vendors contacted, 6 completed the survey and 5 participated in a 45-minute interview. Feedback from the vendors included how PGHD use has steadily risen over the past decade and how the COVID-19 pandemic accelerated PGHD use. Pathways for data from devices or surveys to be brought securely into the EHR are increasing. While promising, adoption of health IT systems has its challenges. There are disparities in EHRs, devices, and applications. We concluded that more supportive policies are needed to advance PGHD integration. ©2022 AMIA - All rights reserved.","Article","Final","","Scopus","2-s2.0-85134634083"
"Al Aziz, M.M.; Ahmed, T.; Faequa, T.; Jiang, X.; Yao, Y.; Mohammed, N.","Al Aziz, Md Momin (57195218759); Ahmed, Tanbir (59028533700); Faequa, Tasnia (56606274400); Jiang, Xiaoqian (59051718600); Yao, Yiyu Y. (7403567566); Mohammed, Noman (23025118200)","57195218759; 59028533700; 56606274400; 59051718600; 7403567566; 23025118200","Differentially Private Medical Texts Generation Using Generative Neural Networks","2022","ACM Transactions on Computing for Healthcare","3","1","3469035","","","18","10.1145/3469035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125710436&doi=10.1145%2F3469035&partnerID=40&md5=ebb2c2bc5347bafb3b86554a3e99c048","Technological advancements in data science have offered us affordable storage and efficient algorithms to query a large volume of data. Our health records are a significant part of this data, which is pivotal for healthcare providers and can be utilized in our well-being. The clinical note in electronic health records is one such category that collects a patient's complete medical information during different timesteps of patient care available in the form of free-texts. Thus, these unstructured textual notes contain events from a patient's admission to discharge, which can prove to be significant for future medical decisions. However, since these texts also contain sensitive information about the patient and the attending medical professionals, such notes cannot be shared publicly. This privacy issue has thwarted timely discoveries on this plethora of untapped information. Therefore, in this work, we intend to generate synthetic medical texts from a private or sanitized (de-identified) clinical text corpus and analyze their utility rigorously in different metrics and levels. Experimental results promote the applicability of our generated data as it achieves more than accuracy in different pragmatic classification problems and matches (or outperforms) the original text data. © 2021 Association for Computing Machinery.","Article","Final","","Scopus","2-s2.0-85125710436"
"Kim, D.-H.; Lee, Y.; Oh, J.S.; Seo, D.-W.; Lee, K.H.; Kim, Y.-H.; Kim, W.S.; Lee, J.-H.","Kim, Do-hoon (55624468392); Lee, Yura (56609515600); Oh, Jiseon (35590419200); Seo, Dong-woo (55418091100); Lee, Kye Hwa (56386364800); Kim, Young-hak (36067581900); Kim, Woo-sung (15081392600); Lee, Jaeho (55999581000)","55624468392; 56609515600; 35590419200; 55418091100; 56386364800; 36067581900; 15081392600; 55999581000","Effects of Patient-Generated Health Data: Comparison of Two Versions of Long-Term Mobile Personal Health Record Usage Logs","2022","Healthcare (Switzerland)","10","1","53","","","4","10.3390/healthcare10010053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122787557&doi=10.3390%2Fhealthcare10010053&partnerID=40&md5=0ebf708c3bd59d652e5b06e80387acdc","Patient-generated health data (PGHD) can be managed easily by a mobile personal health record (mPHR) and can increase patient engagement. This study investigated the effect of PGHD functions on mPHR usage. We collected usage log data from an mPHR app, My Chart in My Hand (MCMH), for seven years. We analyzed the number of accesses and trends for each menu by age and sex according to the version-up. Generalized estimating equation (GEE) analysis was used to determine the likelihood of continuous app usage according to the menus and version-up. The total number of users of each version were 15,357 and 51,553, respectively. Adult females under 50 years were the most prevalent user group (30.0%). The “My Chart” menu was the most accessed menu, and the total access count increased by ~10 times after the version-up. The “Health Management” menu designed for PGHD showed the largest degree of increase in its likelihood of continuous usage after the version-up (1.245; p < 0.0001) across menus (range: 0.925-1.050). Notably, improvement of PGHD management in adult females over 50 years is needed. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85122787557"
"Foomani, F.H.; Anisuzzaman, D.M.; Niezgoda, J.; Niezgoda, J.; Guns, W.; Gopalakrishnan, S.; Yu, Z.","Foomani, Farnaz H. (57213355524); Anisuzzaman, D. M. (57221153678); Niezgoda, Jeffrey A. (7004279812); Niezgoda, Jonathan A. (57222279003); Guns, William (57221355248); Gopalakrishnan, Sandeep (54920461400); Yu, Zeyun (8964323900)","57213355524; 57221153678; 7004279812; 57222279003; 57221355248; 54920461400; 8964323900","Synthesizing time-series wound prognosis factors from electronic medical records using generative adversarial networks","2022","Journal of Biomedical Informatics","125","","103972","","","15","10.1016/j.jbi.2021.103972","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121321928&doi=10.1016%2Fj.jbi.2021.103972&partnerID=40&md5=f543932ab502fcd02de4e42933f637b2","Wound prognostic models not only provide an estimate of wound healing time to motivate patients to follow up their treatments but also can help clinicians to decide whether to use a standard care or adjuvant therapies and to assist them with designing clinical trials. However, collecting prognosis factors from Electronic Medical Records (EMR) of patients is challenging due to privacy, sensitivity, and confidentiality. In this study, we developed time series medical generative adversarial networks (GANs) to generate synthetic wound prognosis factors using very limited information collected during routine care in a specialized wound care facility. The generated prognosis variables are used in developing a predictive model for chronic wound healing trajectory. Our novel medical GAN can produce both continuous and categorical features from EMR. Moreover, we applied temporal information to our model by considering data collected from the weekly follow-ups of patients. Conditional training strategies were utilized to enhance training and generate classified data in terms of healing or non-healing. The ability of the proposed model to generate realistic EMR data was evaluated by TSTR (test on the synthetic, train on the real), discriminative accuracy, and visualization. We utilized samples generated by our proposed GAN in training a prognosis model to demonstrate its real-life application. Using the generated samples in training predictive models improved the classification accuracy by 6.66–10.01% compared to the previous EMR-GAN. Additionally, the suggested prognosis classifier has achieved the area under the curve (AUC) of 0.875, 0.810, and 0.647 when training the network using data from the first three visits, first two visits, and first visit, respectively. These results indicate a significant improvement in wound healing prediction compared to the previous prognosis models. © 2021 Elsevier Inc.","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85121321928"
"Kawar, L.N.; Crawford, C.L.; Mendoza, R.G.; Harrison, S.J.; Thibodeaux, M.W.; Spicer, J.E.","Kawar, Lina Najib (15825271500); Crawford, Cecelia L. (37055349000); Mendoza, Rosalina Generoso (57225038986); Harrison, Staci J. (57226167512); Thibodeaux, Mariaelena Washington (57222359416); Spicer, Jerry E. (57195568320)","15825271500; 37055349000; 57225038986; 57226167512; 57222359416; 57195568320","Validity and Usefulness of an Electronic Health Care Record-Generated Mobility Ambulation Tool: The Human Body Was Designed to Move","2022","Journal of Nursing Care Quality","37","1","","68","74","0","10.1097/NCQ.0000000000000580","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110762210&doi=10.1097%2FNCQ.0000000000000580&partnerID=40&md5=98f3278ab4e44afe2a48a34e2a268a99","Background: Mobility is a vital function of human life. Nurses have an essential role in preventing hospitalized patient complications through movement and ambulation. Purpose: This study examined the integration, accuracy, and precision of a paper-based mobility/ambulation tool into an electronic health record (EHR) to assess inpatient mobility/ambulation status. Methods: This multisite mixed-methods study was a time-series correlational evaluation of a mobility/ambulation tool into the EHR. Results: Sustainability data revealed strong correlations between nurse responses and EHR levels (r = 0.602; scores r = 0.624). Cronbach's α values were 0.737 and 0.761. Nurses' anecdotes supported the findings. Conclusion: Findings revealed that the EHR-Mobility Ambulation Tool is a valid, reliable, and stable tool. EHR-generated scores can assist in reducing charting burden, care planning, and inform the interdisciplinary health team at all patient care stages. Tool adoption could potentially assist nurses plan interventions suitable to maintain or increase hospitalized patients' mobility status and contribute to discharge planning. © 2022 Lippincott Williams and Wilkins. All rights reserved.","Article","Final","","Scopus","2-s2.0-85110762210"
"Pan, Y.; Wang, C.; Hu, B.; Xiang, Y.; Wang, X.; Chen, Q.; Chen, J.; Du, J.","Pan, Youcheng (57200421650); Wang, Chenghao (57391492600); Hu, Baotian (55647462200); Xiang, Yang (60146740700); Wang, Xiaolong (57204318567); Chen, Qingcai (34869206800); Chen, Junjie (56556575800); Du, Jingcheng (56463293100)","57200421650; 57391492600; 55647462200; 60146740700; 57204318567; 34869206800; 56556575800; 56463293100","A BERT-Based Generation Model to Transform Medical Texts to SQL Queries for Electronic Medical Records: Model Development and Validation","2021","JMIR Medical Informatics","9","12","e32698","","","11","10.2196/32698","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122020760&doi=10.2196%2F32698&partnerID=40&md5=3c13a592eb62c40a62de0fbe1e0b96d7","Background: Electronic medical records (EMRs) are usually stored in relational databases that require SQL queries to retrieve information of interest. Effectively completing such queries can be a challenging task for medical experts due to the barriers in expertise. Existing text-to-SQL generation studies have not been fully embraced in the medical domain. Objective: The objective of this study was to propose a neural generation model that can jointly consider the characteristics of medical text and the SQL structure to automatically transform medical texts to SQL queries for EMRs. Methods: We proposed a medical text–to-SQL model (MedTS), which employed a pretrained Bidirectional Encoder Representations From Transformers model as the encoder and leveraged a grammar-based long short-term memory network as the decoder to predict the intermediate representation that can easily be transformed into the final SQL query. We adopted the syntax tree as the intermediate representation rather than directly regarding the SQL query as an ordinary word sequence, which is more in line with the tree-structure nature of SQL and can also effectively reduce the search space during generation. Experiments were conducted on the MIMICSQL dataset, and 5 competitor methods were compared. Results: Experimental results demonstrated that MedTS achieved the accuracy of 0.784 and 0.899 on the test set in terms of logic form and execution, respectively, which significantly outperformed the existing state-of-the-art methods. Further analyses proved that the performance on each component of the generated SQL was relatively balanced and offered substantial improvements. Conclusions: The proposed MedTS was effective and robust for improving the performance of medical text–to-SQL generation, indicating strong potential to be applied in the real medical scenario. © Youcheng Pan, Chenghao Wang, Baotian Hu, Yang Xiang, Xiaolong Wang, Qingcai Chen, Junjie Chen, Jingcheng Du.","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85122020760"
"Ko, Y.-A.; Chen, Z.; Liu, C.; Hu, Y.; Quyyumi, A.A.; Waller, L.A.; Higgins, M.; Ziegler, T.R.; Brigham, K.L.; Martin, G.S.","Ko, Yi An (57005980800); Chen, Zhenchao (57286579800); Liu, Chang (7409786807); Hu, Yingtian (57219428321); Quyyumi, Arshed Ali (57216326695); Waller, Lance A. (7006611850); Higgins, Melinda K. (35186267100); Ziegler, Thomas R. (55119551600); Brigham, Kenneth L. (7005163877); Martin, Greg S. (8931642700)","57005980800; 57286579800; 7409786807; 57219428321; 57216326695; 7006611850; 35186267100; 55119551600; 7005163877; 8931642700","Developing a synthetic control group using electronic health records: Application to a single-arm lifestyle intervention study","2021","Preventive Medicine Reports","24","","101572","","","3","10.1016/j.pmedr.2021.101572","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116505339&doi=10.1016%2Fj.pmedr.2021.101572&partnerID=40&md5=ceef9b6a7c2db0e35e297af142f15a8d","The electronic health records (EHR) infrastructure offers a tremendous resource for identifying controls who match the characteristics of study participants in a single-arm trial. The objectives are to (1) demonstrate the feasibility of curating a synthetic control group for an existing study cohort through EHR data extraction and (2) evaluate the effect of a lifestyle intervention on selected cardiovascular health metrics. A total of 711 university employees were recruited between 2008 and 2012 to participate in a health partner intervention to improve cardiovascular health and were followed for five years. Data of nearly 8000 eligible subjects were extracted from the EHR to create a synthetic control cohort during the same study period. To minimize confounding, crude comparison, exact matching, propensity score matching, and doubly robust estimation were used to compare the selected cardiovascular health metrics at 1 and 5 years of follow-up. Blood pressure and body mass index improved in the intervention group compared to the EHR synthetic controls. The findings of changes in lipid measurements were somewhat unexpected. When analyzing the subgroup without lipid-lowering medications, the intervention group exhibited better control of cholesterol levels over time than did our synthetic controls. Some measurements in the EHR system may be more robust for synthetic selection than others. EHR synthetic controls can provide an alternative to estimate intervention effects appropriately in single-arm studies for these measurements. © 2021 The Author(s)","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85116505339"
"Brekke, P.H.; Rama, T.; Pilán, I.; Nytrø, Ø.; Øvrelid, L.","Brekke, Pål Haugar (56531717400); Rama, Taraka (36442521800); Pilán, Ildikó (57196010474); Nytrø, Øystein (55912862900); Øvrelid, Lilja (52864533500)","56531717400; 36442521800; 57196010474; 55912862900; 52864533500","Synthetic data for annotation and extraction of family history information from clinical text","2021","Journal of Biomedical Semantics","12","1","11","","","10","10.1186/s13326-021-00244-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110337384&doi=10.1186%2Fs13326-021-00244-2&partnerID=40&md5=aefc4836327a3823142c727cbd252f51","Background: The limited availability of clinical texts for Natural Language Processing purposes is hindering the progress of the field. This article investigates the use of synthetic data for the annotation and automated extraction of family history information from Norwegian clinical text. We make use of incrementally developed synthetic clinical text describing patients’ family history relating to cases of cardiac disease and present a general methodology which integrates the synthetically produced clinical statements and annotation guideline development. The resulting synthetic corpus contains 477 sentences and 6030 tokens. In this work we experimentally assess the validity and applicability of the annotated synthetic corpus using machine learning techniques and furthermore evaluate the system trained on synthetic text on a corpus of real clinical text, consisting of de-identified records for patients with genetic heart disease. Results: For entity recognition, an SVM trained on synthetic data had class weighted precision, recall and F<inf>1</inf>-scores of 0.83, 0.81 and 0.82, respectively. For relation extraction precision, recall and F<inf>1</inf>-scores were 0.74, 0.75 and 0.74. Conclusions: A system for extraction of family history information developed on synthetic data generalizes well to real, clinical notes with a small loss of accuracy. The methodology outlined in this paper may be useful in other situations where limited availability of clinical text hinders NLP tasks. Both the annotation guidelines and the annotated synthetic corpus are made freely available and as such constitutes the first publicly available resource of Norwegian clinical text. © 2021, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85110337384"
"Zhao, Y.; Weroha, S.J.; Goode, E.L.; Liu, H.; Wang, C.","Zhao, Yiqing (57203236916); Weroha, Saravut John (6505782532); Goode, Ellen L. (7004452379); Liu, Hongfang (7409753328); Wang, Chen C. (55682602500)","57203236916; 6505782532; 7004452379; 7409753328; 55682602500","Generating real-world evidence from unstructured clinical notes to examine clinical utility of genetic tests: use case in BRCAness","2021","BMC Medical Informatics and Decision Making","21","1","3","","","8","10.1186/s12911-020-01364-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098771088&doi=10.1186%2Fs12911-020-01364-y&partnerID=40&md5=b8085c5dd9fcc54c07bbf8662041ae3e","Background: Next-generation sequencing provides comprehensive information about individuals’ genetic makeup and is commonplace in oncology clinical practice. However, the utility of genetic information in the clinical decision-making process has not been examined extensively from a real-world, data-driven perspective. Through mining real-world data (RWD) from clinical notes, we could extract patients’ genetic information and further associate treatment decisions with genetic information. Methods: We proposed a real-world evidence (RWE) study framework that incorporates context-based natural language processing (NLP) methods and data quality examination before final association analysis. The framework was demonstrated in a Foundation-tested women cancer cohort (N = 196). Upon retrieval of patients’ genetic information using NLP system, we assessed the completeness of genetic data captured in unstructured clinical notes according to a genetic data-model. We examined the distribution of different topics regarding BRCA1/2 throughout patients’ treatment process, and then analyzed the association between BRCA1/2 mutation status and the discussion/prescription of targeted therapy. Results: We identified seven topics in the clinical context of genetic mentions including: Information, Evaluation, Insurance, Order, Negative, Positive, and Variants of unknown significance. Our rule-based system achieved a precision of 0.87, recall of 0.93 and F-measure of 0.91. Our machine learning system achieved a precision of 0.901, recall of 0.899 and F-measure of 0.9 for four-topic classification and a precision of 0.833, recall of 0.823 and F-measure of 0.82 for seven-topic classification. We found in result-containing sentences, the capture of BRCA1/2 mutation information was 75%, but detailed variant information (e.g. variant types) is largely missing. Using cleaned RWD, significant associations were found between BRCA1/2 positive mutation and targeted therapies. Conclusions: In conclusion, we demonstrated a framework to generate RWE using RWD from different clinical sources. Rule-based NLP system achieved the best performance for resolving contextual variability when extracting RWD from unstructured clinical notes. Data quality issues such as incompleteness and discrepancies exist thus manual data cleaning is needed before further analysis can be performed. Finally, we were able to use cleaned RWD to evaluate the real-world utility of genetic information to initiate a prescription of targeted therapy. © 2020, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85098771088"
"Li, J.; Zhou, Y.; Jiang, X.; Natarajan, K.; Pakhomov, S.V.; Liu, H.; Xu, H.","Li, Jianfu (57214731196); Zhou, Yujia (57208207129); Jiang, Xiaoqian (59051718600); Natarajan, Karthik (55014092900); Pakhomov, Sergey P. (55655567400); Liu, Hongfang (7409753328); Xu, Hua (57215023364)","57214731196; 57208207129; 59051718600; 55014092900; 55655567400; 7409753328; 57215023364","Are synthetic clinical notes useful for real natural language processing tasks: A case study on clinical entity recognition","2021","Journal of the American Medical Informatics Association","28","10","","2193","2201","45","10.1093/jamia/ocab112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116958829&doi=10.1093%2Fjamia%2Focab112&partnerID=40&md5=375f3b1f63bb9831d511d40eba2e6d8e","Objective:: Developing clinical natural language processing systems often requires access to many clinical documents, which are not widely available to the public due to privacy and security concerns. To address this challenge, we propose to develop methods to generate synthetic clinical notes and evaluate their utility in real clinical natural language processing tasks. Materials and Methods:: We implemented 4 state-of-the-art text generation models, namely CharRNN, SegGAN, GPT-2, and CTRL, to generate clinical text for the History and Present Illness section. We then manually annotated clinical entities for randomly selected 500 History and Present Illness notes generated from the best-performing algorithm. To compare the utility of natural and synthetic corpora, we trained named entity recognition (NER) models from all 3 corpora and evaluated their performance on 2 independent natural corpora. Results:: Our evaluation shows GPT-2 achieved the best BLEU (bilingual evaluation understudy) score (with a BLEU-2 of 0.92). NER models trained on synthetic corpus generated by GPT-2 showed slightly better performance on 2 independent corpora: strict F1 scores of 0.709 and 0.748, respectively, when compared with the NER models trained on natural corpus (F1 scores of 0.706 and 0.737, respectively), indicating the good utility of synthetic corpora in clinical NER model development. In addition, we also demonstrated that an augmented method that combines both natural and synthetic corpora achieved better performance than that uses the natural corpus only. Conclusions:: Recent advances in text generation have made it possible to generate synthetic clinical notes that could be useful for training NER models for information extraction from natural clinical notes, thus lowering the privacy concern and increasing data availability. Further investigation is needed to apply this technology to practice. © 2021 The Author(s).","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85116958829"
"Abdollahi, M.; Gao, X.; Mei, Y.; Ghosh, S.; Li, J.; Narag, M.","Abdollahi, Mahdi (57205201423); Gao, Xiaoying (8701636400); Mei, Yi (37066417800); Ghosh, Shameek (55369874500); Li, Jinyan (8920756500); Narag, Michael (57256726900)","57205201423; 8701636400; 37066417800; 55369874500; 8920756500; 57256726900","Substituting clinical features using synthetic medical phrases: Medical text data augmentation techniques","2021","Artificial Intelligence in Medicine","120","","102167","","","12","10.1016/j.artmed.2021.102167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114830677&doi=10.1016%2Fj.artmed.2021.102167&partnerID=40&md5=8cc7828a8462ab077d589bfafcb5be2d","Biomedical natural language processing (NLP) has an important role in extracting consequential information in medical discharge notes. Detecting meaningful features from unstructured notes is a challenging task in medical document classification. The domain specific phrases and different synonyms within the medical documents make it hard to analyze them. Analyzing clinical notes becomes more challenging for short documents like abstract texts. All of these can result in poor classification performance, especially when there is a shortage of the clinical data in real life. Two new approaches (an ontology-guided approach and a combined ontology-based with dictionary-based approach) are suggested for augmenting medical data to enrich training data. Three different deep learning approaches are used to evaluate the classification performance of the proposed methods. The obtained results show that the proposed methods improved the classification accuracy in clinical notes classification. © 2021","Article","Final","","Scopus","2-s2.0-85114830677"
