"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Grabke, E.P.; Taati, B.; Haider, M.A.","Grabke, Emerson Paul (57193028660); Taati, Babak (24470279600); Haider, Masoom A. (7103399335)","57193028660; 24470279600; 7103399335","Leveraging Clinical Text and Class Conditioning for 3D Prostate MRI Generation","2025","IEEE Transactions on Biomedical Engineering","","","","","","0","10.1109/TBME.2025.3648426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025774275&doi=10.1109%2FTBME.2025.3648426&partnerID=40&md5=2dab4d52ecef8c537d9967182b308b54","Objective: Latent diffusion models (LDM) could alleviate data scarcity challenges affecting machine learning development for medical imaging. However, medical LDM strategies typically rely on short-prompt text encoders, nonmedical LDMs, or large data volumes. These strategies can limit performance and scientific accessibility. We propose a novel LDM conditioning approach to address these limitations. Methods: We propose Class-Conditioned Efficient Large Language model Adapter (CCELLA), a novel dual-head conditioning approach that simultaneously conditions the LDM U-Net with free-text clinical reports and radiology classification. We also propose a data-efficient LDM pipeline centered around CCELLA and a proposed joint loss function. We first evaluate our method on 3D prostate MRI against state-of-the-art. We then augment a downstream classifier model training dataset with synthetic images from our method. Results: Our method achieves a 3D FID score of 0.025 on a size-limited 3D prostate MRI dataset, significantly outperforming a recent foundation model with FID 0.070. When training a classifier for prostate cancer prediction, adding synthetic images generated by our method during training improves classifier accuracy from 69% to 74% and outperforms classifiers trained on images generated by prior state-of-the-art. Classifier training solely on our method's synthetic images achieved comparable performance to real image training. Conclusion: We show that our method improved both synthetic image quality and downstream classifier performance using limited data and minimal human annotation. Significance: The proposed CCELLA-centric pipeline enables radiology report and class-conditioned LDM training for high-quality medical image synthesis given limited data volume and human data annotation, improving LDM performance and scientific accessibility. © 1964-2012 IEEE.","Article","aip","All Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-105025774275"
"Zhang, Y.; Zhang, X.; Qi, X.; Wu, X.; Chen, F.; Yang, G.; Fu, H.","Zhang, Yuan (58806847700); Zhang, Xinfeng (59927319500); Qi, Xiaoming (57224850431); Wu, Xinyu (57222322949); Chen, Feng (56714193200); Yang, Guanyu (16176923900); Fu, Huazhu (35317209500)","58806847700; 59927319500; 57224850431; 57222322949; 56714193200; 16176923900; 35317209500","Content Generation Models in Computational Pathology: A Comprehensive Survey on Methods, Applications, and Challenges","2025","IEEE Reviews in Biomedical Engineering","","","","","","0","10.1109/RBME.2025.3619086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020288827&doi=10.1109%2FRBME.2025.3619086&partnerID=40&md5=df953d048b8b90f5cae4aeb314bf0ccd","Content generation modeling has emerged as a promising direction in computational pathology, offering capabilities such as data-efficient learning, synthetic data augmentation, and task-oriented generation across diverse diagnostic tasks. This review provides a comprehensive synthesis of recent progress in the field, organized into four key domains: image generation, text generation, molecular profile–morphology generation, and other specialized generation applications. By analyzing over 150 representative studies, we trace the evolution of content generation architectures—from early generative adversarial networks to recent advances in diffusion models and generative vision–language models. We further examine the datasets and evaluation protocols commonly used in this domain and highlight ongoing limitations, including challenges in generating high-fidelity whole slide images, clinical interpretability, and concerns related to the ethical and legal implications of synthetic data. The review concludes with a discussion of open challenges and prospective research directions, with an emphasis on developing integrated and clinically deployable generation systems. This work aims to provide a foundational reference for researchers and practitioners developing content generation models in computational pathology. © 2008-2011 IEEE.","Article","aip","","Scopus","2-s2.0-105020288827"
"de Wilde, D.; Alakmeh, A.; Zanier, O.; da Mutten, R.; Aicher, A.; Burström, G.; Edström, E.; Elmi-Terander, A.; Voglis, S.; Regli, L.; Serra, C.; Staartjes, V.E.","de Wilde, Daniel (59387841700); Alakmeh, Aron (60012264000); Zanier, Olivier (57295320200); da Mutten, Raffaele (57226639318); Aicher, Anatol (58814486000); Burström, Gustav (56242036800); Edström, Erik (57209824249); Elmi-Terander, Adrian (56149979800); Voglis, Stefanos (57212250046); Regli, Luca P.E. (7004240836); Serra, Carlo (50263014800); Staartjes, Victor E. (57190836125)","59387841700; 60012264000; 57295320200; 57226639318; 58814486000; 56242036800; 57209824249; 56149979800; 57212250046; 7004240836; 50263014800; 57190836125","Ultrasound-Based Tomographic Imaging Reconstruction and Synthesis Methods: a Scoping Review","2025","Journal of Imaging Informatics in Medicine","","","","","","0","10.1007/s10278-025-01674-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018937425&doi=10.1007%2Fs10278-025-01674-5&partnerID=40&md5=69e9cf766b1a388279dfa3b03417bea8","Ultrasound (US) imaging is valued for its safety, affordability, and accessibility, but its low spatial resolution and operator dependence limit its diagnostic capabilities. Tomographic imaging modalities like computed tomography (CT) and magnetic resonance imaging (MRI) offer high-resolution 3D visualization but are cost-prohibitive and complex. Ultrasound-based tomographic imaging aims to combine the advantages of both modalities, potentially democratizing access to advanced imaging. A scoping review was conducted following PRISMA-SR guidelines. Articles were identified through searches in PubMed MEDLINE, Embase, Scopus, and arXiv from inception to July 2025. Eligibility criteria included full-text original studies focused on ultrasound-based tomographic imaging generation or reconstruction methods. Out of 8256 identified articles, 86 met the inclusion criteria. Studies examined four imaging modalities: photoacoustic tomography (36%), ultrasound computed tomography (36%), 3D reconstruction (20%), and synthetic imaging (7%). Deep learning algorithms (67%) were the most common, followed by iterative reconstruction algorithms (9%), and other methods. The breast (17%), brain (16%), and blood vessels (14%) were the most studied anatomical regions. This review highlights advancements in ultrasound-based tomographic imaging, driven by deep learning innovations. Despite progress, the field is still in its infancy, and challenges remain in clinical adoption, particularly in standardization and validating performance. Future research should focus on improving algorithm efficiency, generalizability, and validation. © The Author(s) 2025.","Article","aip","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105018937425"
"Dolinar, L.; Calcina, E.; Novak, E.","Dolinar, Lenart (60038744700); Calcina, Erik (58934602400); Novak, Erik (57208628696)","60038744700; 58934602400; 57208628696","Evaluating Open-Source Large Language Models for Synthetic Non-English Medical Data Generation Using Prompt-Based Techniques","2025","Informatica (Slovenia)","49","27","","125","134","0","10.31449/inf.v49i27.7763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013032326&doi=10.31449%2Finf.v49i27.7763&partnerID=40&md5=673e4effd242ea2984d43d9ab86c699a","Using synthetic data sets to train medicine-focused machine learning models has been shown to enhance their performance; however, most research focuses on English texts. In this paper, we explore generating non-English synthetic medical texts. We propose a methodology for generating medical synthetic data, showcasing it by generating medical texts written in a non-English mixed language. We evaluate our approach with thirteen different language models that are open-source and proprietary, and assess the quality of the data sets in two ways: performing a statistical comparison between the original data set and the generated data sets, and training a classifier to distinguish between original and synthetic examples. The Llama-3.2-3B model achieves the best F1 score of 0.821 ± 0.007 and accuracy of 0.816 ± 0.016, making it most suitable for generating indistinguishable medical synthetic data. In contrast, models like Aya-23, Phi-3, and SmoLLM variants achieve high F1 scores (0.945–0.948), indicating their synthetic data is easily distinguishable from original data. These findings highlight the importance of model selection when generating synthetic medical data sets in non-English languages. © (2025), (Slovene Society Informatika). All rights reserved.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105013032326"
"Lai, W.-C.; Bialkowski, A.; Guo, L.; Bialkowski, K.; Abbosh, A.","Lai, Weichung (58073672300); Bialkowski, Alina (35772439500); Guo, Lei (55440346200); Bialkowski, Konstanty S. (6603836683); Abbosh, Amin M. (13404674100)","58073672300; 35772439500; 55440346200; 6603836683; 13404674100","Conditional Synthetic Signal Generation for Microwave Head Imaging Using Diffusion Models","2025","IEEE Journal of Electromagnetics, RF and Microwaves in Medicine and Biology","9","4","","466","477","0","10.1109/JERM.2025.3581576","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105010075659&doi=10.1109%2FJERM.2025.3581576&partnerID=40&md5=d18d3bd005fcb12dff057c0cf5764066","—Deep learning models have the potential to improve the accuracy and speed of medical microwave imaging. However, their performance often suffers due to a lack of high-quality data. Generative models, especially Denoising Diffusion Probabilistic Models (DDPM), solve this problem by creating realistic data for training and validation. These models have been used in various fields like text-to-image generation, time series generation, and EEG signal synthesis. However, they are not yet used in microwave head imaging for signal generation. Generating meaningful signals for stroke detection in microwave head imaging is challenging because the signals must show both the type and location of strokes. In this paper, DDPM is introduced for conditional signal generation in microwave head imaging. Also, different ways to embed the relevant conditions are explored. The generated signals are evaluated using quantitative metrics and the distorted Born iterative method to check their physical plausibility. Our results show that DDPM, with specially designed condition embeddings and noise schedulers, generates realistic signals, offering a new approach to train and validate deep learning models for microwave head imaging. © 2025 IEEE. All rights reserved,","Article","Final","","Scopus","2-s2.0-105010075659"
"Moser, D.; Bender, M.; Sariyar, M.","Moser, Denis Sumin (58263429100); Bender, Matthias (57217245034); Sariyar, Murat (35485617000)","58263429100; 57217245034; 35485617000","A Pipeline for Automating Emergency Medicine Documentation Using LLMs with Retrieval-Augmented Text Generation","2025","Applied Artificial Intelligence","39","1","2519169","","","1","10.1080/08839514.2025.2519169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008468271&doi=10.1080%2F08839514.2025.2519169&partnerID=40&md5=08c2ed5243174740f77a2bc300c8da4b","Accurate and efficient documentation of patient information is vital in emergency healthcare settings. Traditional manual documentation methods are often time-consuming and prone to errors, potentially affecting patient outcomes. Large Language Models (LLMs) offer a promising solution to enhance medical communication systems; however, their clinical deployment, particularly in non-English languages such as German, presents challenges related to content accuracy, clinical relevance, and data privacy. This study addresses these challenges by developing and evaluating an automated pipeline for emergency medical documentation in German. The research objectives include (1) generating synthetic dialogues with known ground truth data to create controlled datasets for evaluating NLP performance and (2) designing an innovative pipeline to retrieve essential clinical information from these dialogues. A subset of 100 anonymized patient records from the MIMIC-IV-ED dataset was selected, ensuring diversity in demographics, chief complaints, and conditions. A Retrieval-Augmented Generation (RAG) system extracted key nominal and numerical features using chunking, embedding, and dynamic prompts. Evaluation metrics included precision, recall, F1-score, and sentiment analysis. Initial results demonstrated high extraction accuracy, particularly in medication data (F1-scores: 86.21%–100%), though performance declined in nuanced clinical language, requiring further refinement for real-world emergency settings. © 2025 The Author(s). Published with license by Taylor & Francis Group, LLC.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105008468271"
"Ren, L.; Belkadi, S.; Han, L.; Del-Pinto, W.; Nenadic, G.","Ren, Libo (59358264800); Belkadi, Samuel (58641362300); Han, Lifeng (57219762643); Del-Pinto, Warren (58094922600); Nenadic, Goran (6603053052)","59358264800; 58641362300; 57219762643; 58094922600; 6603053052","Synthetic4Health: generating annotated synthetic clinical letters","2025","Frontiers in Digital Health","7","","1497130","","","2","10.3389/fdgth.2025.1497130","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007980592&doi=10.3389%2Ffdgth.2025.1497130&partnerID=40&md5=d2b3b3ec1e3aa950c14bd5c1ab7fde6f","Clinical letters contain sensitive information, limiting their use in model training, medical research, and education. This study aims to generate reliable, diverse, and de-identified synthetic clinical letters to support these tasks. We investigated multiple pre-trained language models for text masking and generation, focusing on Bio_ClinicalBERT, and applied different masking strategies. Evaluation included qualitative and quantitative assessments, downstream named entity recognition (NER) tasks, and clinically focused evaluations using BioGPT and GPT-3.5-turbo. The experiments show: (1) encoder-only models perform better than encoder–decoder models; (2) models trained on general corpora perform comparably to clinical-domain models if clinical entities are preserved; (3) preserving clinical entities and document structure aligns with the task objectives; (4) Masking strategies have a noticeable impact on the quality of synthetic clinical letters: masking stopwords has a positive impact, while masking nouns or verbs has a negative effect; (5) The BERTScore should be the primary quantitative evaluation metric, with other metrics serving as supplementary references; (6) Contextual information has only a limited effect on the models' understanding, suggesting that synthetic letters can effectively substitute real ones in downstream NER tasks; (7) Although the model occasionally generates hallucinated content, it appears to have little effect on overall clinical performance. Unlike previous research, which primarily focuses on reconstructing original letters by training language models, this paper provides a foundational framework for generating diverse, de-identified clinical letters. It offers a direction for utilizing the model to process real-world clinical letters, thereby helping to expand datasets in the clinical domain. Our codes and trained models are available at https://github.com/HECTA-UoM/Synthetic4Health. 2025 Ren, Belkadi, Han, Del-Pinto and Nenadic.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105007980592"
"Šuvalov, H.; Lepson, M.; Kukk, V.; Malk, M.; Ilves, N.; Kuulmets, H.-A.; Kolde, R.","Šuvalov, Hendrik (58144910100); Lepson, Mihkel (59325266500); Kukk, Veronika (59701203800); Malk, Maria (58144516600); Ilves, Neeme (59700810100); Kuulmets, Hele Andra (57321885700); Kolde, Raivo (26534411200)","58144910100; 59325266500; 59701203800; 58144516600; 59700810100; 57321885700; 26534411200","Using Synthetic Health Care Data to Leverage Large Language Models for Named Entity Recognition: Development and Validation Study","2025","Journal of Medical Internet Research","27","","e66279","","","6","10.2196/66279","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000540256&doi=10.2196%2F66279&partnerID=40&md5=c84ccf7351ed8c3476879329bfb0c2c8","Background: Named entity recognition (NER) plays a vital role in extracting critical medical entities from health care records, facilitating applications such as clinical decision support and data mining. Developing robust NER models for low-resource languages, such as Estonian, remains a challenge due to the scarcity of annotated data and domain-specific pretrained models. Large language models (LLMs) have proven to be promising in understanding text from any language or domain. Objective: This study addresses the development of medical NER models for low-resource languages, specifically Estonian. We propose a novel approach by generating synthetic health care data and using LLMs to annotate them. These synthetic data are then used to train a high-performing NER model, which is applied to real-world medical texts, preserving patient data privacy. Methods: Our approach to overcoming the shortage of annotated Estonian health care texts involves a three-step pipeline: (1) synthetic health care data are generated using a locally trained GPT-2 model on Estonian medical records, (2) the synthetic data are annotated with LLMs, specifically GPT-3.5-Turbo and GPT-4, and (3) the annotated synthetic data are then used to fine-tune an NER model, which is later tested on real-world medical data. This paper compares the performance of different prompts; assesses the impact of GPT-3.5-Turbo, GPT-4, and a local LLM; and explores the relationship between the amount of annotated synthetic data and model performance. Results: The proposed methodology demonstrates significant potential in extracting named entities from real-world medical texts. Our top-performing setup achieved an F<inf>1</inf>-score of 0.69 for drug extraction and 0.38 for procedure extraction. These results indicate a strong performance in recognizing certain entity types while highlighting the complexity of extracting procedures. Conclusions: This paper demonstrates a successful approach to leveraging LLMs for training NER models using synthetic data, effectively preserving patient privacy. By avoiding reliance on human-annotated data, our method shows promise in developing models for low-resource languages, such as Estonian. Future work will focus on refining the synthetic data generation and expanding the method’s applicability to other domains and languages. ©Hendrik Šuvalov, Mihkel Lepson, Veronika Kukk, Maria Malk, Neeme Ilves, Hele-Andra Kuulmets, Raivo Kolde.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105000540256"
"Kim, Y.-H.; Kim, C.; Kim, Y.-S.","Kim, Yuhyeon (58884429200); Kim, Chul Ho (55697738700); Kim, Yuseop (55669181800)","58884429200; 55697738700; 55669181800","Language Model-Based Text Augmentation System for Cerebrovascular Disease Related Medical Report","2024","Applied Sciences (Switzerland)","14","19","8652","","","1","10.3390/app14198652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206582060&doi=10.3390%2Fapp14198652&partnerID=40&md5=b5b74e356e445459f6d1e554cee05a86","Texts in medical fields containing sensitive information pose challenges for AI research usability. However, there is increasing interest in generating synthetic text to make medical text data bigger for text-based medical AI research. Therefore, this paper suggests a text augmentation system for cerebrovascular diseases, using a synthetic text generation model based on DistilGPT2 and a classification model based on BioBERT. The synthetic text generation model generates synthetic text using randomly extracted reports (5000, 10,000, 15,000, and 20,000) from 73,671 reports. The classification model is fine-tuned with the entire report to annotate synthetic text and build a new dataset. Subsequently, we fine-tuned a classification model by incrementally increasing the amount of augmented data added to each original dataset. Experimental results show that fine-tuning by adding augmented data improves model performance by up to 20%. Furthermore, we found that generating a large amount of synthetic text is not necessarily required to achieve better performance, and the appropriate amount of data augmentation depends on the size of the original data. Therefore, our proposed method reduces the time and resources needed for dataset construction, automating the annotation task and generating meaningful synthetic text for medical AI research. © 2024 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85206582060"
"Arshed, M.A.; Mumtaz, S.; Gherghina, Ș.C.; Urooj, N.; Ahmed, S.; Dewi, C.","Arshed, Muhammad Asad (36839969700); Mumtaz, Shahzad (55317708400); Gherghina, Ştefan Cristian (56046530600); Urooj, Neelam (59344828500); Ahmed, Saeed (57213511614); Dewi, Christine (57210169726)","36839969700; 55317708400; 56046530600; 59344828500; 57213511614; 57210169726","A Deep Learning Model for Detecting Fake Medical Images to Mitigate Financial Insurance Fraud","2024","Computation","12","9","173","","","5","10.3390/computation12090173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205073290&doi=10.3390%2Fcomputation12090173&partnerID=40&md5=ac4b57ab83917d56fb2ea38b43bdbe03","Artificial Intelligence and Deepfake Technologies have brought a new dimension to the generation of fake data, making it easier and faster than ever before—this fake data could include text, images, sounds, videos, etc. This has brought new challenges that require the faster development of tools and techniques to avoid fraudulent activities at pace and scale. Our focus in this research study is to empirically evaluate the use and effectiveness of deep learning models such as Convolutional Neural Networks (CNNs) and Patch-based Neural Networks in the context of successful identification of real and fake images. We chose the healthcare domain as a potential case study where the fake medical data generation approach could be used to make false insurance claims. For this purpose, we obtained publicly available skin cancer data and used recently introduced stable diffusion approaches—a more effective technique than prior approaches such as Generative Adversarial Network (GAN)—to generate fake skin cancer images. To the best of our knowledge, and based on the literature review, this is one of the few research studies that uses images generated using stable diffusion along with real image data. As part of the exploratory analysis, we analyzed histograms of fake and real images using individual color channels and averaged across training and testing datasets. The histogram analysis demonstrated a clear change by shifting the mean and overall distribution of both real and fake images (more prominent in blue and green) in the training data whereas, in the test data, both means were different from the training data, so it appears to be non-trivial to set a threshold which could give better predictive capability. We also conducted a user study to observe where the naked eye could identify any patterns for classifying real and fake images, and the accuracy of the test data was observed to be 68%. The adoption of deep learning predictive approaches (i.e., patch-based and CNN-based) has demonstrated similar accuracy (~100%) in training and validation subsets of the data, and the same was observed for the test subset with and without StratifiedKFold (k = 3). Our analysis has demonstrated that state-of-the-art exploratory and deep-learning approaches are effective enough to detect images generated from stable diffusion vs. real images. © 2024 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85205073290"
"Alghamdi, H.M.; Mostafa, A.","Alghamdi, Hanan M. (55490047800); Mostafa, Abeer (57220485277)","55490047800; 57220485277","Towards Reliable Healthcare LLM Agents: A Case Study for Pilgrims during Hajj","2024","Information (Switzerland)","15","7","371","","","11","10.3390/info15070371","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199859230&doi=10.3390%2Finfo15070371&partnerID=40&md5=3224b12a4482d33ec911781012cd6d81","There is a pressing need for healthcare conversational agents with domain-specific expertise to ensure the provision of accurate and reliable information tailored to specific medical contexts. Moreover, there is a notable gap in research ensuring the credibility and trustworthiness of the information provided by these healthcare agents, particularly in critical scenarios such as medical emergencies. Pilgrims come from diverse cultural and linguistic backgrounds, often facing difficulties in accessing medical advice and information. Establishing an AI-powered multilingual chatbot can bridge this gap by providing readily available medical guidance and support, contributing to the well-being and safety of pilgrims. In this paper, we present a comprehensive methodology aimed at enhancing the reliability and efficacy of healthcare conversational agents, with a specific focus on addressing the needs of Hajj pilgrims. Our approach leverages domain-specific fine-tuning techniques on a large language model, alongside synthetic data augmentation strategies, to optimize performance in delivering contextually relevant healthcare information by introducing the HajjHealthQA dataset. Additionally, we employ a retrieval-augmented generation (RAG) module as a crucial component to validate uncertain generated responses, which improves model performance by 5%. Moreover, we train a secondary AI agent on a well-known health fact-checking dataset and use it to validate medical information in the generated responses. Our approach significantly elevates the chatbot’s accuracy, demonstrating its adaptability to a wide range of pilgrim queries. We evaluate the chatbot’s performance using quantitative and qualitative metrics, highlighting its proficiency in generating accurate responses and achieve competitive results compared to state-of-the-art models, in addition to mitigating the risk of misinformation and providing users with trustworthy health information. © 2024 by the authors.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199859230"
"Bahani, M.; El-Ouaazizi, A.; Avram, R.; Maalmi, K.","Bahani, Mourad (57802122700); El-Ouaazizi, Aziza (6504342995); Avram, Robert I. (56318080200); Maalmi, Khalil (7801502982)","57802122700; 6504342995; 56318080200; 7801502982","Enhancing chest X-ray diagnosis with text-to-image generation: A data augmentation case study","2024","Displays","83","","102735","","","8","10.1016/j.displa.2024.102735","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192108204&doi=10.1016%2Fj.displa.2024.102735&partnerID=40&md5=9271cddc6ced619d7a1233564cb31f32","In the field of Artificial Intelligence (AI) and Medicine, chest X-ray images are crucial for diagnosing various diseases. However, training AI models presents challenges, particularly with limited data or cases involving significant pathology or minor anomalies. To address the constraint of limited data, data augmentation has emerged as a popular technique in medical imaging. One promising approach to augmenting chest X-ray images involves leveraging text-to-image generation, which transforms textual disease descriptions into synthetic images. This technique effectively rectifies class imbalances and enhances the accuracy and reliability of AI models used in medical imaging applications. This study introduces a text-to-image generation architecture based on DF-GAN to augment chest X-ray images. The study aims to assess the impact of augmented data on the performance of two AI models, namely VGG16 and ResNet50, in a classification task. The experimentation is conducted on two challenging datasets, namely Chest X-rays from Indiana University and NIH Chest X-rays. The findings reveal that integrating text-to-image generated data enhances sensitivity by 2.1%, specificity by 1.9%, and AUC by 1.4%, while also mitigating overfitting during training across both datasets. These results underscore the potential of text-to-image generation in bolstering the accuracy and robustness of AI models employed in medical imaging tasks. © 2024 Elsevier B.V.","Article","Final","","Scopus","2-s2.0-85192108204"
"Montoya-Del-Angel, R.; Sam-Millan, K.; Vilanova, J.C.; Martí, R.","Montoya-Del-Angel, Ricardo (57217089206); Sam-Millan, Karla (58750445000); Vilanova, Joan C. (17836985700); Martí, Robert (14048757500)","57217089206; 58750445000; 17836985700; 14048757500","MAM-E: Mammographic Synthetic Image Generation with Diffusion Models","2024","Sensors","24","7","2076","","","12","10.3390/s24072076","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190292303&doi=10.3390%2Fs24072076&partnerID=40&md5=de8f49e47e6f25ae32f4395030a25e5f","Generative models are used as an alternative data augmentation technique to alleviate the data scarcity problem faced in the medical imaging field. Diffusion models have gathered special attention due to their innovative generation approach, the high quality of the generated images, and their relatively less complex training process compared with Generative Adversarial Networks. Still, the implementation of such models in the medical domain remains at an early stage. In this work, we propose exploring the use of diffusion models for the generation of high-quality, full-field digital mammograms using state-of-the-art conditional diffusion pipelines. Additionally, we propose using stable diffusion models for the inpainting of synthetic mass-like lesions on healthy mammograms. We introduce MAM-E, a pipeline of generative models for high-quality mammography synthesis controlled by a text prompt and capable of generating synthetic mass-like lesions on specific regions of the breast. Finally, we provide quantitative and qualitative assessment of the generated images and easy-to-use graphical user interfaces for mammography synthesis. © 2024 by the authors.","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85190292303"
"Peng, C.; Yang, X.; Chen, A.; Smith, K.E.; PourNejatian, N.; Costa, A.B.; Martin, C.; Flores, M.G.; Zhang, Y.; Magoč, T.; Lipori, G.; Mitchell, D.A.; Singh-Ospina, N.S.; Ahmed, M.M.; Hogan, W.R.; Shenkman, E.A.; Guo, Y.; Bian, J.; Wu, Y.","Peng, Cheng (57208232081); Yang, Xi (57203172777); Chen, Aokun (58036480100); Smith, Kaleb E. (57202789948); PourNejatian, Nima (57552654300); Costa, Anthony B. (23484900800); Martin, Cheryl (57541429800); Flores, Mona G. (57218528816); Zhang, Ying (57541429900); Magoč, Tanja (24768383200); Lipori, Gloria Pflugfelder (56442539600); Mitchell, Duane Anthony (7403871864); Singh-Ospina, Naykky Maruquel (56512338100); Ahmed, Mustafa Mohammed (55463628400); Hogan, William R. (7101782257); Shenkman, Elizabeth Anne (6603877456); Guo, Yi (57216597174); Bian, Jiang (7103200005); Wu, Yonghui (55645924700)","57208232081; 57203172777; 58036480100; 57202789948; 57552654300; 23484900800; 57541429800; 57218528816; 57541429900; 24768383200; 56442539600; 7403871864; 56512338100; 55463628400; 7101782257; 6603877456; 57216597174; 7103200005; 55645924700","A study of generative large language model for medical research and healthcare","2023","npj Digital Medicine","6","1","210","","","236","10.1038/s41746-023-00958-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177043166&doi=10.1038%2Fs41746-023-00958-w&partnerID=40&md5=8725441b802faaceb701d48c7e08da30","There are enormous enthusiasm and concerns in applying large language models (LLMs) to healthcare. Yet current assumptions are based on general-purpose LLMs such as ChatGPT, which are not developed for medical use. This study develops a generative clinical LLM, GatorTronGPT, using 277 billion words of text including (1) 82 billion words of clinical text from 126 clinical departments and approximately 2 million patients at the University of Florida Health and (2) 195 billion words of diverse general English text. We train GatorTronGPT using a GPT-3 architecture with up to 20 billion parameters and evaluate its utility for biomedical natural language processing (NLP) and healthcare text generation. GatorTronGPT improves biomedical natural language processing. We apply GatorTronGPT to generate 20 billion words of synthetic text. Synthetic NLP models trained using synthetic text generated by GatorTronGPT outperform models trained using real-world clinical text. Physicians’ Turing test using 1 (worst) to 9 (best) scale shows that there are no significant differences in linguistic readability (p = 0.22; 6.57 of GatorTronGPT compared with 6.93 of human) and clinical relevance (p = 0.91; 7.0 of GatorTronGPT compared with 6.97 of human) and that physicians cannot differentiate them (p < 0.001). This study provides insights into the opportunities and challenges of LLMs for medical research and healthcare. © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85177043166"
"Kafkas, Ș.; Abdelhakim, M.; Uludag, M.; Althagafi, A.; Alghamdi, M.; Hoehndorf, R.","Kafkas, Şenay (8299768100); Abdelhakim, Marwa (57209284658); Uludag, Mahmut (58333499100); Althagafi, Azza Thamer (57218193334); Alghamdi, Malak Ali (57216300749); Hoehndorf, Robert (14319077100)","8299768100; 57209284658; 58333499100; 57218193334; 57216300749; 14319077100","Starvar: symptom-based tool for automatic ranking of variants using evidence from literature and genomes","2023","BMC Bioinformatics","24","1","294","","","4","10.1186/s12859-023-05406-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165311179&doi=10.1186%2Fs12859-023-05406-w&partnerID=40&md5=8b5840efa24916dabb986fcb23e8fb82","Background: Identifying variants associated with diseases is a challenging task in medical genetics research. Current studies that prioritize variants within individual genomes generally rely on known variants, evidence from literature and genomes, and patient symptoms and clinical signs. The functionalities of the existing tools, which rank variants based on given patient symptoms and clinical signs, are restricted to the coverage of ontologies such as the Human Phenotype Ontology (HPO). However, most clinicians do not limit themselves to HPO while describing patient symptoms/signs and their associated variants/genes. There is thus a need for an automated tool that can prioritize variants based on freely expressed patient symptoms and clinical signs. Results: STARVar is a Symptom-based Tool for Automatic Ranking of Variants using evidence from literature and genomes. STARVar uses patient symptoms and clinical signs, either linked to HPO or expressed in free text format. It returns a ranked list of variants based on a combined score from two classifiers utilizing evidence from genomics and literature. STARVar improves over related tools on a set of synthetic patients. In addition, we demonstrated its distinct contribution to the domain on another synthetic dataset covering publicly available clinical genotype–phenotype associations by using symptoms and clinical signs expressed in free text format. Conclusions: STARVar stands as a unique and efficient tool that has the advantage of ranking variants with flexibly expressed patient symptoms in free-form text. Therefore, STARVar can be easily integrated into bioinformatics workflows designed to analyze disease-associated genomes. Availability: STARVar is freely available from https://github.com/bio-ontology-research-group/STARVar . © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85165311179"
