PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Palcic, A; Grgac, SF; Brnada, S				Palcic, Ana; Flincec Grgac, Sandra; Brnada, Snjezana			Sustainable Aspects of Multiple-Use Woven Fabric in the Hospital Environment: Comfort and Textile Dust Generation Perspectives	SUSTAINABILITY												Textile dust released from hospital textiles is a considerable food source for pathogenic microorganisms and can lead to infections and illness in patients and medical staff. In addition, it often causes malfunctions in sophisticated medical equipment. The structural parameters of the fabric, such as the raw material composition, the thread density and the fabric weave, can influence the amount of dust produced. Friction between threads in a woven fabric plays a crucial role in dust generation, and friction is influenced by the surface structure of fibres, yarns and fabric. Understanding these factors can help in the development of fabrics with lower release of textile dust, which can reduce the risk of spreading infections in healthcare facilities. In this paper, the influence of the washing cycle on the change in morphological properties of fabrics in satin weave made of cotton-polyester blends was investigated. The study showed that as the number of maintenance washing cycles increases, the waviness, roughness and average amplitude of the surface roughness profile of the wove fabrics increases. Damage to the fibres during washing results in dust release, with synthetic fibres releasing less dust than cotton fibres. These results provide important information about the change in fabric properties during the washing process, which may be useful for further research and development of materials for use in a hospital environment.					Flinčec Grgac, Sana/AFE-8097-2022; Palčić, Ana/NHO-9579-2025; Brnada, Snjezana/K-5872-2016	Flinčec Grgac, Sana/0000-0003-4878-1224; Palčić, Ana/0009-0009-8900-2283; 														2071-1050				NOV	2023	15	21							15364	10.3390/su152115364	http://dx.doi.org/10.3390/su152115364													WOS:001099392400001
J	Chaganti, S; Welty, VF; Taylor, W; Albert, K; Failla, MD; Cascio, C; Smith, S; Mawn, L; Resnick, SM; Beason-Held, LL; Bagnato, F; Lasko, T; Blume, JD; Landman, BA				Chaganti, Shikha; Welty, Valerie F.; Taylor, Warren; Albert, Kimberly; Failla, Michelle D.; Cascio, Carissa; Smith, Seth; Mawn, Louise; Resnick, Susan M.; Beason-Held, Lori L.; Bagnato, Francesca; Lasko, Thomas; Blume, Jeffrey D.; Landman, Bennett A.			Discovering novel disease comorbidities using electronic medical records	PLOS ONE												Increasing reliance on electronic medical records at large medical centers provides unique opportunities to perform population level analyses exploring disease progression and etiology. The massive accumulation of diagnostic, procedure, and laboratory codes in one place has enabled the exploration of co-occurring conditions, their risk factors, and potential prognostic factors. While most of the readily identifiable associations in medical records are (now) well known to the scientific community, there is no doubt many more relationships are still to be uncovered in EMR data. In this paper, we introduce a novel finding index to help with that task. This new index uses data mined from real-time PubMed abstracts to indicate the extent to which empirically discovered associations are already known (i.e., present in the scientific literature). Our methods leverage second-generation p-values, which better identify associations that are truly clinically meaningful. We illustrate our new method with three examples: Autism Spectrum Disorder, Alzheimer's Disease, and Optic Neuritis. Our results demonstrate wide utility for identifying new associations in EMR data that have the highest priority among the complex web of correlations and causalities. Data scientists and clinicians can work together more effectively to discover novel associations that are both empirically reliable and clinically understudied.					Cascio, Carissa/KTI-3543-2024; Lasko, Thomas/KRP-2507-2024; Mawn, Louise/DSQ-6331-2022; Taylor, Warren/IZE-7151-2023; Bagnato, Francesca/HKM-6259-2023; Landman, Bennett/A-2343-2009; Failla, Michelle/AAI-3788-2021	Failla, Michelle/0000-0001-9734-3373													1932-6203					NOV 27	2019	14	11							e0225495	10.1371/journal.pone.0225495	http://dx.doi.org/10.1371/journal.pone.0225495								31774837					WOS:000533896400034
J	Soffer, S; Omar, M; Gendler, M; Glicksberg, BS; Kovatch, P; Efros, O; Freeman, R; Charney, AW; Nadkarni, GN; Klang, E				Soffer, Shelly; Omar, Mahmud; Gendler, Moran; Glicksberg, Benjamin S.; Kovatch, Patricia; Efros, Orly; Freeman, Robert; Charney, Alexander W.; Nadkarni, Girish N.; Klang, Eyal			A scalable framework for benchmark embedding models in semantic health-care tasks	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objectives: Text embeddings are promising for semantic tasks, such as retrieval augmented generation (RAG). However, their application in health care is underexplored due to a lack of benchmarking methods. We introduce a scalable benchmarking method to test embeddings for health-care semantic tasks. Materials and Methods: We evaluated 39 embedding models across 7 medical semantic similarity tasks using diverse datasets. These datasets comprised real-world patient data (from the Mount Sinai Health System and MIMIC IV), biomedical texts from PubMed, and synthetic data generated with Llama-3-70b. We first assessed semantic textual similarity (STS) by correlating the model-generated similarity scores with noise levels using Spearman rank correlation. We then reframed the same tasks as retrieval problems, evaluated by mean reciprocal rank and recall at k. Results: In total, evaluating 2000 text pairs per 7 tasks for STS and retrieval yielded 3.28 million model assessments. Larger models (>7b parameters), such as those based on Mistral-7b and Gemma-2-9b, consistently performed well, especially in long-context tasks. The NV-Embed-v1 model (7b parameters), although top in short tasks, underperformed in long tasks. For short tasks, smaller models such as b1ade-embed (335M parameters) performed on-par to the larger models. For long retrieval tasks, the larger models significantly outperformed the smaller ones. Discussion: The proposed benchmarking framework demonstrates scalability and flexibility, offering a structured approach to guide the selection of embedding models for a wide range of health-care tasks.					Omar, Mahmud/HZH-7714-2023; Glicksberg, Benjamin/I-9500-2019; mirzaei, hamed/X-2374-2018	Omar, Mahmud/0009-0001-0438-0827; Freeman, Robert/0000-0003-4946-6533; Efros, Orly/0000-0002-6024-9110; 													1067-5027	1527-974X				DEC	2025	32	12					1877	1887		10.1093/jamia/ocaf149	http://dx.doi.org/10.1093/jamia/ocaf149		SEP 2025						40977370					WOS:001576707500001
J	Alghamdi, HM; Mostafa, A				Alghamdi, Hanan M.; Mostafa, Abeer			Towards Reliable Healthcare LLM Agents: A Case Study for Pilgrims during Hajj	INFORMATION												There is a pressing need for healthcare conversational agents with domain-specific expertise to ensure the provision of accurate and reliable information tailored to specific medical contexts. Moreover, there is a notable gap in research ensuring the credibility and trustworthiness of the information provided by these healthcare agents, particularly in critical scenarios such as medical emergencies. Pilgrims come from diverse cultural and linguistic backgrounds, often facing difficulties in accessing medical advice and information. Establishing an AI-powered multilingual chatbot can bridge this gap by providing readily available medical guidance and support, contributing to the well-being and safety of pilgrims. In this paper, we present a comprehensive methodology aimed at enhancing the reliability and efficacy of healthcare conversational agents, with a specific focus on addressing the needs of Hajj pilgrims. Our approach leverages domain-specific fine-tuning techniques on a large language model, alongside synthetic data augmentation strategies, to optimize performance in delivering contextually relevant healthcare information by introducing the HajjHealthQA dataset. Additionally, we employ a retrieval-augmented generation (RAG) module as a crucial component to validate uncertain generated responses, which improves model performance by 5%. Moreover, we train a secondary AI agent on a well-known health fact-checking dataset and use it to validate medical information in the generated responses. Our approach significantly elevates the chatbot's accuracy, demonstrating its adaptability to a wide range of pilgrim queries. We evaluate the chatbot's performance using quantitative and qualitative metrics, highlighting its proficiency in generating accurate responses and achieve competitive results compared to state-of-the-art models, in addition to mitigating the risk of misinformation and providing users with trustworthy health information.					Alghai, Hanan/ABI-2231-2020	Alghai, Hanan/0000-0001-5951-2498; Mostafa, Abeer/0000-0002-8971-4311														2078-2489				JUL	2024	15	7							371	10.3390/info15070371	http://dx.doi.org/10.3390/info15070371													WOS:001277369400001
J	Ahsan, MM; Raman, S; Liu, YT; Siddique, Z				Ahsan, Md Manjurul; Raman, Shivakumar; Liu, Yingtao; Siddique, Zahed			A comprehensive survey on diffusion models and their applications	APPLIED SOFT COMPUTING												Diffusion Models (DMs) are probabilistic models that create realistic samples by simulating the diffusion process, gradually adding and removing noise from data. These models have gained popularity in domains such as image processing, speech synthesis, and natural language processing due to their ability to produce high-quality samples. As DMs are being adopted in various domains, existing literature reviews that often focus on specific areas like computer vision or medical imaging may not serve a broader audience across multiple fields. Therefore, this review presents a comprehensive overview of DMs, covering their theoretical foundations and algorithmic innovations. We highlight their applications in diverse areas such as media quality, authenticity, synthesis, image transformation, healthcare, and more. Unlike prior surveys that are often domain-specific, this review integrates developments across multiple fields and proposes a unified taxonomy of diffusion models, categorizing them by architecture, conditioning strategy, and application. This cross-domain synthesis not only reveals underexplored areas but also identifies emerging interdisciplinary opportunities, offering actionable insights for future research. By consolidating current knowledge and identifying emerging trends, this review aims to facilitate a deeper understanding and broader adoption of DMs and provide guidelines for future researchers and practitioners across diverse disciplines.					Ahsan, Manjurul/KBD-0267-2024	Ahsan, Manjurul/0000-0003-0900-7930													1568-4946	1872-9681				SEP	2025	181								113470	10.1016/j.asoc.2025.113470	http://dx.doi.org/10.1016/j.asoc.2025.113470		JUL 2025											WOS:001529339800003
J	Neha, F; Bhati, D; Shukla, DK				Neha, Fnu; Bhati, Deepshikha; Shukla, Deepak Kumar			Generative AI Models (2018-2024): Advancements and Applications in Kidney Care	BIOMEDINFORMATICS												Kidney disease poses a significant global health challenge, affecting millions and straining healthcare systems due to limited nephrology resources. This paper examines the transformative potential of Generative AI (GenAI), Large Language Models (LLMs), and Large Vision Models (LVMs) in addressing critical challenges in kidney care. GenAI supports research and early interventions through the generation of synthetic medical data. LLMs enhance clinical decision-making by analyzing medical texts and electronic health records, while LVMs improve diagnostic accuracy through advanced medical image analysis. Together, these technologies show promise for advancing patient education, risk stratification, disease diagnosis, and personalized treatment strategies. This paper highlights key advancements in GenAI, LLMs, and LVMs from 2018 to 2024, focusing on their applications in kidney care and presenting common use cases. It also discusses their limitations, including knowledge cutoffs, hallucinations, contextual understanding challenges, data representation biases, computational demands, and ethical concerns. By providing a comprehensive analysis, this paper outlines a roadmap for integrating these AI advancements into nephrology, emphasizing the need for further research and real-world validation to fully realize their transformative potential.																				2673-7426				APR 3	2025	5	2							18	10.3390/biomedinformatics5020018	http://dx.doi.org/10.3390/biomedinformatics5020018													WOS:001644262200001
J	Cheung, TW; Yang, CX; Li, L				Cheung, Tin Wai; Yang, Chenxiao; Li, Li			An integrated design of self-care textile wearables: exploration of thermal-stimuli effects and drug delivery function	TEXTILE RESEARCH JOURNAL												Fiber technology has become increasingly essential in various industries, such as the fashion clothing, medical, cosmetic and upholstery industries. It can be used to overcome some existing challenges of textile-skin interaction in response to medical functions. This research aims to study the thermal-stimuli effects and biological performances of drug delivery textiles so as to develop a personal self-care textile that is wearable for a wide range of adaptive medical treatments. The proposed study is interdisciplinary and focuses on the following: (1) developing a long-term continuous self-care drug delivery textile wearable for patients by using different textile materials and structure layering; (2) examining the loading capability of synthetic staple crimped hollow fibers in the assembly of the non-woven structure; (3) comparing the drug loading performance between direct infiltration with magnetic stirring and vacuum loading; (4) observing the thermal distribution of the thermal-stimuli drug delivery textile layers. Designing a specially made textile wearable for breast cancer patients (i.e. a bra for females and a sweatshirt/pullover for males) is a conceptual example of the proposed self-care textile wearable. Silver-coated conductive yarns were fabricated into hollow fiber-based non-woven fabrics for thermal stimulation. Significant drug delivery through the non-wovens was shown by the anti-breast cancer analysis. Drugs in different phases, liquid and crystal solid, could be carried by the lumens of the hollow fibers. If the proposed study is successfully commercialized, it will be a great technological breakthrough in preparing a future generation of drug delivery medical textiles. A variety of medical applications can hence be provided and it could also be an alternative for topical healthcare.					LI, Li/ABA-8244-2020; yang, chenxiao/GYR-3054-2022	LI, Li/0000-0003-0622-4497; Cheung, Tin Wai/0009-0008-8606-5097; 													0040-5175	1746-7748				JUL	2019	89	13					2553	2568		10.1177/0040517518797339	http://dx.doi.org/10.1177/0040517518797339													WOS:000471018200005
J	Amna, T; Hassan, MS; Sheikh, FA; Seo, HC; Kim, HC; Alotaibi, N; Alshahrani, T; Khil, MS				Amna, Touseef; Hassan, M. Shamshi; Sheikh, Faheem A.; Seo, Hae Cheon; Kim, Hyun-Chel; Alotaibi, Najla; Alshahrani, Thamraa; Khil, Myung-Seob			Natural mulberry biomass fibers doped with silver as an antimicrobial textile: a new generation fabric	TEXTILE RESEARCH JOURNAL												In this study, silver-doped natural mulberry fibers were successfully obtained by the dip-coating technique. Arrays of material consisting of synthetic compounds (organic as well as inorganic) are being utilized to impart antimicrobial functionality to textiles. Therefore, the current study for the first time attempted to establish an innovative class of textiles made up of silver-doped natural mulberry fibers. This fabric will be utilized for the fabrication of antimicrobial socks. The morphology, physicochemical and antibacterial characteristics of Ag-doped mulberry fibers were scanned via X-ray diffraction (XRD), scanning electron microscopy (SEM), electron probe microanalysis, Fourier transform infrared spectroscopy (FTIR) and antibacterial testing. SEM analysis evidently demonstrated uniform distribution of Ag on mulberry fibers and the outcome of XRD and FTIR analyses authenticated assimilation of Ag in the Ag-doped mulberry composite. The Ag-doped mulberry fibers revealed venerable antibacterial action against representative bacterium E. coli. The antibacterial analysis lead to the conclusion that the Ag-doped mulberry fiber textile has an enhanced bactericidal effect owing to the synergism of Ag and mulberry compounds. Moreover, Ag imparted an anti-odor effect on mulberry fiber. These distinctive organic-inorganic fibrous composite socks are antimicrobial, odor free and skin and environment friendly. Thus, this study recommends the use of Ag-doped mulberry fibers as a future material for the preparation of durable antibacterial new generation socks. These composite fibers can also be used as textile material for clothes such as sportswear and for medical purposes; for instance, bedcovers in hospital beds, etc.					Alotaibi, Najla/MAI-4704-2025; Hassan, M Shahi/ADF-7331-2022; Sheikh, Faheem/N-9542-2019; Alshahrani, Thamraa/AFL-2550-2022; Amna, Touseef/H-2435-2019	Alotaibi, Najla/0000-0002-4691-4786; Hassan, M Shahi/0000-0003-3261-0957; 													0040-5175	1746-7748				NOV	2021	91	21-22					2581	2587	00405175211013422	10.1177/00405175211013422	http://dx.doi.org/10.1177/00405175211013422		MAY 2021											WOS:000682114500001
J	Ishibashi, R; Abe, K; Ido, N; Kitano, S; Miyachi, H; Toyoshima, F				Ishibashi, Riki; Abe, Kota; Ido, Nanami; Kitano, Satsuki; Miyachi, Hitoshi; Toyoshima, Fumiko			Genome editing with the donor plasmid equipped with synthetic crRNA-target sequence	SCIENTIFIC REPORTS												CRISPR/Cas-mediated genome editing is a powerful tool for generating genetically mutated cells and organisms. Linearisation of donor cassettes with this system has been shown to facilitate both transgene donor insertion and targeted knock-in. Here, we developed a donor plasmid that we name pCriMGET (plasmid of synthetic CRISPR coded RNA target sequence-equipped donor plasmid-mediated gene targeting), in which an off-target free synthetic CRISPR coded RNA-target sequence (syn-crRNA-TS) is incorporated with a multi-cloning site, where a donor cassette can be inserted. With co-expression of Cas9 and the syn-crRNA-TS guide RNA (gRNA), pCriMGET provides a linearised donor cassette in vivo, thereby promoting the transgene donor insertion and targeted knock-in. When co-injected with Cas9 protein and gRNA into murine zygotes, pCriMGET yielded around 20% transgene insertion in embryos. This method also achieved more than 25% in-frame knock-in at the mouse Tbx3 gene locus without predicted insertion-deletion mutations using a transgene donor with 400-bp homology arms. pCriMGET is therefore useful as a versatile CRISPR/Cas9-cleavable donor plasmid for efficient integration and targeted knock-in of exogenous DNA in mice.						Toyoshima, Fumiko/0000-0002-3698-0034													2045-2322					AUG 24	2020	10	1							14120	10.1038/s41598-020-70804-6	http://dx.doi.org/10.1038/s41598-020-70804-6								32839482					WOS:000568842200002
J	Luo, Y; Khan, MO; Wen, CC; Afzal, MM; Wuermeling, TF; Shi, M; Tian, Y; Fang, Y; Wang, MY				Luo, Yan; Khan, Muhammad Osama; Wen, Congcong; Afzal, Muhammad Muneeb; Wuermeling, Titus Fidelis; Shi, Min; Tian, Yu; Fang, Yi; Wang, Mengyu			FairDiffusion: Enhancing equity in latent diffusion models via fair Bayesian perturbation	SCIENCE ADVANCES												Recent advancements in generative AI, particularly diffusion models, have proven valuable for text-to-image synthesis. In health care, these models offer immense potential in generating synthetic datasets and aiding medical training. Despite these strong performances, it remains uncertain whether the image generation quality is consistent across different demographic subgroups. To address this, we conduct a comprehensive analysis of fairness in medical text-to-image diffusion models. Evaluations of the Stable Diffusion model reveal substantial disparities across gender, race, and ethnicity. To reduce these biases, we propose FairDiffusion, an equity-aware latent diffusion model that improves both image quality and the semantic alignment of clinical features. In addition, we design and curate FairGenMed, a dataset tailored for fairness studies in medical generative models. FairDiffusion is further assessed on HAM10000 (dermatoscopic images) and CheXpert (chest x-rays), demonstrating its effectiveness in diverse medical imaging modalities. Together, FairDiffusion and FairGenMed advance research in fair generative learning, promoting equitable benefits of generative AI in health care.					; wen, congcong/ACD-3131-2022; Luo, Yan/Y-1320-2019	Wang, Mengyu/0000-0002-7188-7126; wen, congcong/0000-0001-6448-003X; Luo, Yan/0000-0001-5135-0316; Afzal, Muhammad Muneeb/0009-0002-1950-0155														2375-2548				APR 4	2025	11	14							eads4593	10.1126/sciadv.ads4593	http://dx.doi.org/10.1126/sciadv.ads4593								40184460					WOS:001459464300027
J	Osborne, JD; Trotter, A; O'Leary, T; Coffee, C; Cochran, MD; Mansilla-Gonzalez, L; Nadimpalli, A; McAnnally, A; Almudaifer, AI; Curtis, JR; Aly, SM; Kennedy, RE				Osborne, John D.; Trotter, Andrew; O'Leary, Tobias; Coffee, Chris; Cochran, Micah D.; Mansilla-Gonzalez, Luis; Nadimpalli, Akhil; McAnnally, Alex; Almudaifer, Abdulateef I.; Curtis, Jeffrey R.; Aly, Salma M.; Kennedy, Richard E.			A Markov Chain Replacement Strategy for Surrogate Identifiers: Minimizing Re-Identification Risk While Preserving Text Reuse	ELECTRONICS												"Hiding in Plain Sight" (HIPS) strategies for Personal Health Information (PHI) replace PHI with surrogate values to hinder re-identification attempts. We evaluate three different HIPS strategies for PHI replacement, a standard Consistent replacement strategy, a Random replacement strategy, and a novel Markov model strategy. We evaluate the privacy-preserving benefits and relative utility for information extraction of these strategies on both a simulated PHI distribution and real clinical corpora from two different institutions using a range of false negative error rates (FNER). The Markov strategy consistently outperformed the Consistent and Random substitution strategies on both real data and in statistical simulations. Using FNER ranging from 0.1% to 5%, PHI leakage at the document level could be reduced from 27.1% to 0.1% and from 94.2% to 57.7% with the Markov strategy versus the standard Consistent substitution strategy, at 0.1% and 0.5% FNER, respectively. Additionally, we assessed the generated corpora containing synthetic PHI for reuse using a variety of information extraction methods. Results indicate that modern deep learning methods have similar performance on all strategies, but older machine learning techniques can suffer from the change in context. Overall, a Markov surrogate generation strategy substantially reduces the chance of inadvertent PHI release.					; Kennedy, Richard/K-1525-2018; Osborne, John/F-3445-2016	Cochran, Micah David/0009-0001-2285-9962; Kennedy, Richard/0000-0003-4638-126X; , Alex McAnnally/0009-0000-8523-6140; Almudaifer, Abdullateef/0009-0006-2487-5786; Aly, Salma/0000-0002-3518-9232; Osborne, John/0000-0002-0851-1150													2079-9292					OCT 6	2025	14	19							3945	10.3390/electronics14193945	http://dx.doi.org/10.3390/electronics14193945								41122293					WOS:001593564000001
J	Yan, YH; Kim, JP; Nejad-Davarani, SP; Dong, M; Hurst, NJ Jr; Zhao, JW; Glide-Hurst, CK				Yan, Yuhao; Kim, Joshua P.; Nejad-Davarani, Siamak P.; Dong, Ming; Hurst Jr, Newton J.; Zhao, Jiwei; Glide-Hurst, Carri K.			Deep Learning-Based Synthetic Computed Tomography for Low-Field Brain Magnetic Resonance-Guided Radiation Therapy	INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY BIOLOGY PHYSICS												Purpose: Magnetic resonance (MR)-guided radiation therapy enables online adaptation to address intra- and interfractional changes. To address the need of high-fidelity synthetic computed tomography (synCT) required for dose calculation, we developed a conditional generative adversarial network for synCT generation from low-field MR imaging in the brain. Methods and Materials: Simulation MR-CT pairs from 12 patients with glioma imaged with a head and neck surface coil and treated on a 0.35T MR-linac were prospectively included to train the model consisting of a 9-block residual network generator and a PatchGAN discriminator. Four-fold cross-validation was implemented. SynCT was quantitatively evaluated against real CT using mean absolute error (MAE), peak signal-to-noise ratio (PSNR), and structural similarity index measure (SSIM). Dose was calculated on synCT applying original treatment plan. Dosimetric performance was evaluated by dose-volume histogram metric comparison and local 3-dimensional gamma analysis. To demonstrate utilization in treatment adaptation, longitudinal synCTs were generated for qualitative evaluation, and 1 offline adaptation case underwent 2 comparative plan evaluations. Secondary validation was conducted with 9 patients on a different MR-linac using a high-resolution brain coil. Results: Our model generated high-quality synCTs with MAE, PSNR, and SSIM of 70.9 f 10.4 HU, 28.4 f 1.5 dB, and 0.87 f 0.02 within the field of view, respectively. Underrepresented postsurgical anomalies challenged model performance. Nevertheless, excellent dosimetric agreement was observed with the mean difference between real and synCT dose-volume histogram metrics of -0.07 f 0.29 Gy for target D95 and within [-0.14, 0.02] Gy for organs at risk. Significant differences were only observed in the right lens D0.01ccwith negligible overall difference (<0.13 Gy). Mean gamma analysis pass rates were 92.2% <section> 3.0%, 99.2% 0.7%, and 99.9% 0.1% at 1%/1 mm, 2%/2 mm, and 3%/3 mm, respectively. Secondary validation yielded no significant differences in synCT performance for whole-brain MAE, PSNR, and SSIM with comparable dosimetric results. Conclusions: Our conditional generative adversarial network model generated high-fidelity brain synCTs from low-field MR imaging with excellent dosimetric performance. Secondary validation suggests great promise of implementing synCTs to facilitate robust dose calculation for online adaptive brain MR-guided radiation therapy. (c) 2024 Elsevier Inc. All rights are reserved, including those for text and data mining, AI training, and similar technologies.					Kim, Joshua/AEU-4691-2022; Nejad-Davarani, Siamak/AAH-8399-2021	Kim, Joshua/0000-0001-8371-2852; 													0360-3016	1879-355X				MAR 1	2025	121	3					832	843		10.1016/j.ijrobp.2024.09.046	http://dx.doi.org/10.1016/j.ijrobp.2024.09.046		FEB 2025						39357787					WOS:001423430400001
J	Demuth, S; Rousseau, O; Faddeenkov, I; Paris, J; DeSèze, J; Baciotti, B; Payet, M; Guillaudeux, M; Barreteau, AF; Laplaud, D; Edan, G; Gourraud, PA				Demuth, Stanislas; Rousseau, Olivia; Faddeenkov, Igor; Paris, Julien; Deseze, Jerome; Baciotti, Beatrice; Payet, Marianne; Guillaudeux, Morgan; Barreteau, Alban-Felix; Laplaud, David; Edan, Gilles; Gourraud, Pierre-Antoine			Privacy-by-Design Approach to Generate Two Virtual Clinical Trials for Multiple Sclerosis and Release Them as Open Datasets: Evaluation Study	JOURNAL OF MEDICAL INTERNET RESEARCH												Background: Sharing information derived from individual patient data is restricted by regulatory frameworks due to privacy concerns. Generative artificial intelligence can generate shareable virtual patient populations as proxies for sensitive reference datasets. Explicit demonstration of privacy is demanded. Objective: This study evaluated whether a privacy-by-design technique called "avatars" can generate synthetic datasets replicating all reported information from randomized clinical trials (RCTs). Methods: We generated 2160 synthetic datasets from two phase 3 RCTs for patients with multiple sclerosis (NCT00213135 and NCT00906399; n=865 and 1516 patients) with different configurations to select one synthetic dataset with optimal privacy and utility for each. Several privacy metrics were computed, including protection against distance-based membership inference attacks. We assessed fidelity by comparing variable distributions and assessed utility by checking that all end points reported in the publications had the same effect directions, were within the reported 95% CIs, and had the same statistical significance. Results: Protection against membership inference attacks was the hardest privacy metric to optimize, but the technique yielded robust privacy and replication of the primary end points (in 72.5% and 80.8% of the 1080 generated datasets). Utility was uneven across the variables and end points, such that information about some end points could not be captured. With optimized generation configurations, we selected one dataset from each RCT replicating all efficacy end points of the placebo and approved treatment arms while maintaining satisfactory privacy (hidden rate: 85.0% and 93.2%). Conclusions: Generating synthetic RCT datasets replicating primary and secondary efficacy end points is possible while achieving a satisfactory and explicit level of privacy. To show the potential of this method to unlock health data sharing, we released both placebo arms as open datasets.					Demuth, Stanislas/ABD-8253-2021; Gourraud, Pierre-Antoine/O-3024-2015	Rousseau, Olivia/0000-0002-5726-9620; Barreteau, Alban-Félix/0009-0000-2625-4103													1439-4456	1438-8871				OCT 1	2025	27								e71297	10.2196/71297	http://dx.doi.org/10.2196/71297								41032725					WOS:001639640700002
J	Zhang, XY; Zhang, XF; Li, TT; Ren, HT; Lou, CW				Zhang, Xiaoyang; Zhang, Xuefei; Li, Ting-Ting; Ren, Hai-Tao; Lou, Ching-Wen			Green synthetic PPy/MXene-based cotton fabric hydrovolt generators for self-powered wearables	INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES												Harvesting energy from naturally abundant water resources is expected to alleviate the need for the current energy shortage. However, existing studies rarely consider the effect of capacitors on the output of hydropower generation. Here, inspired by capacitors, we prepared a flexible and efficient hydrovoltaic generator by loading polypyrrole (PPy) and Ti(3)C(2)Tx MXene onto cotton fabrics by a simple green one-step synthesis method with self-assembly. Specifically, the ionic imbalance at the interface can be exacerbated by the use of expanded capacitance, while synergistically the two materials PPy/MXene will adsorb different ions, which promotes efficient adsorption of ions and ensures energy conversion. This generator can produce an open-circuit voltage (V-OC) of 0.35 V and a short-circuit current (I-SC) of similar to 260 mu A in just 5 mL of a 3.5 wt% NaCl solution, and the optimized device can achieve an output power of 35.76 mu W. Furthermore, this capacitance-enhanced fabric-based hydrovolt generator can directly power electronic devices and demonstrates its potential future applications in practical applications such as respiratory monitoring and touch sensing.																			0141-8130	1879-0003				JUN	2025	311		3						143651	10.1016/j.ijbiomac.2025.143651	http://dx.doi.org/10.1016/j.ijbiomac.2025.143651		MAY 2025						40311977					WOS:001512597000001
J	Ikram, S; Ahmad, F; Ahmad, J; Durdagi, S				Ikram, Saima; Ahmad, Fawad; Ahmad, Jamshaid; Durdagi, Serdar			Screening of small molecule libraries using combined text mining, ligand- and target-driven based approaches for identification of novel granzyme H inhibitors	JOURNAL OF MOLECULAR GRAPHICS & MODELLING												Granzymes are serine proteases synthesized by CTL and NK cells. Five granzyme genes (GzmA,-B,-H,-K,-M) are present in humans, which are located at three different chromosomal loci. Being serine pro teases, the binding pocket constitutes a catalytic triad (i.e., His59, Asp103 and Ser197). Granzymes are released into target (cancerous and virally infected) cells by a specialized process known as granule exocytosis pathway. After internalization, these proteases initiate apoptosis. Granzymes are also involved in other non-apoptotic immune associated roles like ECM remodeling, cytokine modulation, killing of pathogens through generation of phagosomes. Their intracellular activity is regulated by specialized inhibitors knows as SERPINs. However, if these proteases are secreted in excess into the extracellular environment, their regulation becomes important as otherwise they start self-damage to the tissues thereby worsening the disease conditions. Efforts are being made to identify potential inhibitors for regulation of these proteases in an extracellular environment. Physiological and synthetic inhibitors have been reported against some members however there is no known inhibitor against extracellular human GzmH. Thus, in the current study, we investigated small molecule databases for the identification of potential molecules having the ability to inhibit GzmH by combined molecular simulations, which can ultimately be used as a potential therapeutic agent. (c) 2021 Elsevier Inc. All rights reserved.					; AHMAD, JAMSHAID/AAF-7843-2019; Durdagi, Serdar/B-6862-2009	Ikram, saima/0000-0002-2745-9626; Ahmad, Fawad/0000-0003-2280-7174													1093-3263	1873-4243				JUN	2021	105								107876	10.1016/j.jmgm.2021.107876	http://dx.doi.org/10.1016/j.jmgm.2021.107876		MAR 2021						33744783					WOS:000647600400007
