PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Tai-Seale, M; Baxter, SL; Vaida, F; Walker, A; Sitapati, AM; Osborne, C; Diaz, J; Desai, N; Webb, S; Polston, G; Helsten, T; Gross, E; Thackaberry, J; Mandvi, A; Lillie, D; Li, S; Gin, G; Achar, S; Hofflich, H; Sharp, C; Millen, M; Longhurst, CA				Tai-Seale, Ming; Baxter, Sally L.; Vaida, Florin; Walker, Amanda; Sitapati, Amy M.; Osborne, Chad; Diaz, Joseph; Desai, Nimit; Webb, Sophie; Polston, Gregory; Helsten, Teresa; Gross, Erin; Thackaberry, Jessica; Mandvi, Ammar; Lillie, Dustin; Li, Steve; Gin, Geneen; Achar, Suraj; Hofflich, Heather; Sharp, Christopher; Millen, Marlene; Longhurst, Christopher A.			AI-Generated Draft Replies Integrated Into Health Records and Physicians' Electronic Communication	JAMA NETWORK OPEN												Importance Timely tests are warranted to assess the association between generative artificial intelligence (GenAI) use and physicians' work efforts. Objective To investigate the association between GenAI-drafted replies for patient messages and physician time spent on answering messages and the length of replies. Design, Setting, and Participants Randomized waiting list quality improvement (QI) study from June to August 2023 in an academic health system. Primary care physicians were randomized to an immediate activation group and a delayed activation group. Data were analyzed from August to November 2023. Exposure Access to GenAI-drafted replies for patient messages. Main Outcomes and Measures Time spent (1) reading messages, (2) replying to messages, (3) length of replies, and (4) physician likelihood to recommend GenAI drafts. The a priori hypothesis was that GenAI drafts would be associated with less physician time spent reading and replying to messages. A mixed-effects model was used. Results Fifty-two physicians participated in this QI study, with 25 randomized to the immediate activation group and 27 randomized to the delayed activation group. A contemporary control group included 70 physicians. There were 18 female participants (72.0%) in the immediate group and 17 female participants (63.0%) in the delayed group; the median age range was 35-44 years in the immediate group and 45-54 years in the delayed group. The median (IQR) time spent reading messages in the immediate group was 26 (11-69) seconds at baseline, 31 (15-70) seconds 3 weeks after entry to the intervention, and 31 (14-70) seconds 6 weeks after entry. The delayed group's median (IQR) read time was 25 (10-67) seconds at baseline, 29 (11-77) seconds during the 3-week waiting period, and 32 (15-72) seconds 3 weeks after entry to the intervention. The contemporary control group's median (IQR) read times were 21 (9-54), 22 (9-63), and 23 (9-60) seconds in corresponding periods. The estimated association of GenAI was a 21.8% increase in read time (95% CI, 5.2% to 41.0%; P = .008), a -5.9% change in reply time (95% CI, -16.6% to 6.2%; P = .33), and a 17.9% increase in reply length (95% CI, 10.1% to 26.2%; P < .001). Participants recognized GenAI's value and suggested areas for improvement. Conclusions and Relevance In this QI study, GenAI-drafted replies were associated with significantly increased read time, no change in reply time, significantly increased reply length, and some perceived benefits. Rigorous empirical tests are necessary to further examine GenAI's performance. Future studies should examine patient experience and compare multiple GenAIs, including those with medical training.					Sharp, Christopher/KAZ-9365-2024	Sharp, Christopher/0000-0001-7169-6904													2574-3805					APR 15	2024	7	4							e246565	10.1001/jamanetworkopen.2024.6565	http://dx.doi.org/10.1001/jamanetworkopen.2024.6565								38619840					WOS:001205623800002
J	Yan, C; Ong, HH; Grabowska, ME; Krantz, MS; Su, WC; Dickson, AL; Peterson, JF; Feng, QP; Roden, DM; Stein, CM; Kerchberger, VE; Malin, BA; Wei, WQ				Yan, Chao; Ong, Henry H.; Grabowska, Monika E.; Krantz, Matthew S.; Su, Wu-Chen; Dickson, Alyson L.; Peterson, Josh F.; Feng, QiPing; Roden, Dan M.; Stein, C. Michael; Kerchberger, V. Eric; Malin, Bradley A.; Wei, Wei-Qi			Large language models facilitate the generation of electronic health record phenotyping algorithms	JOURNAL OF THE AMERICAN MEDICAL INFORMATICS ASSOCIATION												Objectives Phenotyping is a core task in observational health research utilizing electronic health records (EHRs). Developing an accurate algorithm demands substantial input from domain experts, involving extensive literature review and evidence synthesis. This burdensome process limits scalability and delays knowledge discovery. We investigate the potential for leveraging large language models (LLMs) to enhance the efficiency of EHR phenotyping by generating high-quality algorithm drafts.Materials and Methods We prompted four LLMs-GPT-4 and GPT-3.5 of ChatGPT, Claude 2, and Bard-in October 2023, asking them to generate executable phenotyping algorithms in the form of SQL queries adhering to a common data model (CDM) for three phenotypes (ie, type 2 diabetes mellitus, dementia, and hypothyroidism). Three phenotyping experts evaluated the returned algorithms across several critical metrics. We further implemented the top-rated algorithms and compared them against clinician-validated phenotyping algorithms from the Electronic Medical Records and Genomics (eMERGE) network.Results GPT-4 and GPT-3.5 exhibited significantly higher overall expert evaluation scores in instruction following, algorithmic logic, and SQL executability, when compared to Claude 2 and Bard. Although GPT-4 and GPT-3.5 effectively identified relevant clinical concepts, they exhibited immature capability in organizing phenotyping criteria with the proper logic, leading to phenotyping algorithms that were either excessively restrictive (with low recall) or overly broad (with low positive predictive values).Conclusion GPT versions 3.5 and 4 are capable of drafting phenotyping algorithms by identifying relevant clinical criteria aligned with a CDM. However, expertise in informatics and clinical experience is still required to assess and further refine generated algorithms.					Krantz, Matthew/MBH-1442-2025; Malin, Bradley/KJR-0424-2024; Roden, Dan/ABD-5412-2021; Peterson, Josh/KTI-7222-2024; Feng, QiPing/HKW-8103-2023; Kerchberger, Vern/AAH-2302-2020	Krantz, Matthew/0000-0001-7589-9127; Dickson, Alyson/0000-0003-3404-3802; Yan, Chao/0000-0002-6719-1388; Malin, Bradley/0000-0003-3040-5175; Peterson, Josh/0000-0002-7553-0749; 													1067-5027	1527-974X				APR 13	2024	31	9					1994	2001		10.1093/jamia/ocae072	http://dx.doi.org/10.1093/jamia/ocae072		APR 2024						38613820					WOS:001201439700001
J	Kraljevic, Z; Bean, D; Shek, A; Bendayan, R; Hemingway, H; Yeung, JA; Deng, A; Baston, A; Ross, J; Idowu, E; Teo, JT; Dobson, RJB				Kraljevic, Zeljko; Bean, Dan; Shek, Anthony; Bendayan, Rebecca; Hemingway, Harry; Yeung, Joshua Au; Deng, Alexander; Baston, Alfred; Ross, Jack; Idowu, Esther; Teo, James T.; Dobson, Richard J. B.			Foresight-a generative pretrained transformer for modelling of patient timelines using electronic health records: a retrospective modelling study	LANCET DIGITAL HEALTH												Background An electronic health record (EHR) holds detailed longitudinal information about a patient's health status and general clinical history, a large portion of which is stored as unstructured, free text. Existing approaches to model a patient's trajectory focus mostly on structured data and a subset of single-domain outcomes. This study aims to evaluate the effectiveness of Foresight, a generative transformer in temporal modelling of patient data, integrating both free text and structured formats, to predict a diverse array of future medical outcomes, such as disorders, substances (eg, to do with medicines, allergies, or poisonings), procedures, and findings (eg, relating to observations, judgements, or assessments). Methods Foresight is a novel transformer-based pipeline that uses named entity recognition and linking tools to convert EHR document text into structured, coded concepts, followed by providing probabilistic forecasts for future medical events, such as disorders, substances, procedures, and findings. The Foresight pipeline has four main components: (1) CogStack (data retrieval and preprocessing); (2) the Medical Concept Annotation Toolkit (structuring of the free-text information from EHRs); (3) Foresight Core (deep-learning model for biomedical concept modelling); and (4) the Foresight web application. We processed the entire free-text portion from three different hospital datasets (King's College Hospital [KCH], South London and Maudsley [SLaM], and the US Medical Information Mart for Intensive Care III [MIMIC-III]), resulting in information from 811 336 patients and covering both physical and mental health institutions. We measured the performance of models using custom metrics derived from precision and recall. Findings Foresight achieved a precision@10 (ie, of 10 forecasted candidates, at least one is correct) of 0<middle dot>68 (SD 0<middle dot>0027) for the KCH dataset, 0<middle dot>76 (0<middle dot>0032) for the SLaM dataset, and 0<middle dot>88 (0<middle dot>0018) for the MIMIC-III dataset, for forecasting the next new disorder in a patient timeline. Foresight also achieved a precision@10 value of 0<middle dot>80 (0<middle dot>0013) for the KCH dataset, 0<middle dot>81 (0<middle dot>0026) for the SLaM dataset, and 0<middle dot>91 (0<middle dot>0011) for the MIMIC-III dataset, for forecasting the next new biomedical concept. In addition, Foresight was validated on 34 synthetic patient timelines by five clinicians and achieved a relevancy of 33 (97% [95% CI 91-100]) of 34 for the top forecasted candidate disorder. As a generative model, Foresight can forecast follow-on biomedical concepts for as many steps as required. Interpretation Foresight is a general-purpose model for biomedical concept modelling that can be used for real -world risk forecasting, virtual trials, and clinical research to study the progression of disorders, to simulate interventions and counterfactuals, and for educational purposes. Funding National Health Service Artificial Intelligence Laboratory, National Institute for Health and Care Research Biomedical Research Centre, and Health Data Research UK. Copyright (c) 2024 The Author(s). Published by Elsevier Ltd. This is an Open Access article under the CC BY 4.0 license.					; Teo, James/D-9696-2011; doon, richard/C-9269-2011; Balston, Alfred/NOF-3678-2025; Hemingway, Harry/C-1219-2009; Bendayan, Rebecca/KBC-9674-2024	Au Yeung, Joshua/0000-0002-9428-2146; Teo, James/0000-0002-6899-8319; doon, richard/0000-0003-4224-9245; Ross, Jack/0009-0004-6064-6919; Balston, Alfred/0000-0001-8953-2211; Hemingway, Harry/0000-0003-2279-0624; Bendayan, Rebecca/0000-0003-1461-556X														2589-7500				APR	2024	6	4					e281	e290		10.1016/S2589-7500(24)00025-6	http://dx.doi.org/10.1016/S2589-7500(24)00025-6								38519155					WOS:001215002200001
J	Brown, SA; Winter, MA; Becker, HA; Garcia, AA; Velasquez, MM; Tanaka, H; Perkison, WB; Brown, EL; Aguilar, D; Hanis, CL				Brown, Sharon A.; Winter, Mary A.; Becker, Heather A.; Garcia, Alexandra A.; Velasquez, Mary M.; Tanaka, Hirofumi; Perkison, William B.; Brown, Eric L.; Aguilar, David; Hanis, Craig L.			Transitioning From an In-Person Intervention to Augmented Text Messaging During COVID-19 in Mexican Americans With Prediabetes: The Starr County Diabetes Prevention Randomized Clinical Trial	SCIENCE OF DIABETES SELF-MANAGEMENT AND CARE												Purpose: The purpose of the study was to explore the feasibility of using commonly available technology, such as text messaging, for diabetes prevention in rural Mexican American communities during COVID-19.Methods: Participants were selected from a diabetes prevention study funded by the National Institutes of Health that, prior to COVID-19, involved in-person group intervention sessions. Participants were predominantly female adults born in Mexico and Spanish-speaking. A subsample (n = 140) was divided into 3 cohorts: (1) 50 who completed the initial in-person intervention prior to the COVID-19 research pause, (2) 60 who needed additional support sessions to complete the intervention and thus received 10 text messages with links to relevant online diabetes prevention videos (TM+), and (3) 30 who received enhanced usual care involving health guidance offered during data collection (control). Repeated measures analysis of covariance was used to evaluate cohort differences at 24 months post baseline.Results: No significant cohort differences were found for depression, eating self-efficacy, alcohol intake, fat avoidance, or sedentary behaviors. Differences in A1C showed both in-person and TM+ cohorts having lower mean A1C levels (5.5%) than the control cohort (5.7%). The TM+ cohort had lower body mass index than other cohorts and a lower diabetes conversion rate (22.2%) compared to the control cohort (28%). Participants indicated preferences for in-person/TM+ combination interventions. The strongest positive feedback was for the TM+ intervention cooking demonstration videos.Conclusions: Augmented text messaging combined with in-person sessions had similar outcomes to the all in-person strategy and thus has the potential for expanding the reach of diabetes prevention to many Mexican American communities.					Tanaka, Hirofumi/AAB-3186-2022; Aguilar, David/GZM-1928-2022; Perkison, Willam/ACF-9122-2022	Tanaka, Hirofumi/0000-0002-1780-7471; Aguilar, David/0000-0002-0916-2722; 													2635-0106	2635-0114				APR	2024	50	2					107	115		10.1177/26350106241233475	http://dx.doi.org/10.1177/26350106241233475		MAR 2024						38454633					WOS:001180616000001
J	Reynolds, K; Nadelman, D; Durgin, J; Ansah-Addo, S; Cole, D; Fayne, R; Harrell, J; Ratycz, M; Runge, M; Shepard-Hayes, A; Wenzel, D; Tejasvi, T				Reynolds, Kelly; Nadelman, Daniel; Durgin, Joseph; Ansah-Addo, Stephen; Cole, Daniel; Fayne, Rachel; Harrell, Jane; Ratycz, Madison; Runge, Mason; Shepard-Hayes, Amanda; Wenzel, Daniel; Tejasvi, Trilokraj			Comparing the quality of ChatGPT- and physician-generated responses to patients' dermatology questions in the electronic medical record	CLINICAL AND EXPERIMENTAL DERMATOLOGY												Background ChatGPT is a free artificial intelligence (AI)-based natural language processing tool that generates complex responses to inputs from users.Objectives To determine whether ChatGPT is able to generate high-quality responses to patient-submitted questions in the patient portal.Methods Patient-submitted questions and the corresponding responses from their dermatology physician were extracted from the electronic medical record for analysis. The questions were input into ChatGPT (version 3.5) and the outputs extracted for analysis, with manual removal of verbiage pertaining to ChatGPT's inability to provide medical advice. Ten blinded reviewers (seven physicians and three nonphysicians) rated and selected their preference in terms of 'overall quality', 'readability', 'accuracy', 'thoroughness' and 'level of empathy' of the physician- and ChatGPT-generated responses.Results Thirty-one messages and responses were analysed. Physician-generated responses were vastly preferred over the ChatGPT -responses by the physician and nonphysician reviewers and received significantly higher ratings for 'readability' and 'level of empathy'.Conclusions The results of this study suggest that physician-generated responses to patients' portal messages are still preferred over ChatGPT, but generative AI tools may be helpful in generating the first drafts of responses and providing information on education resources for patients. ChatGPT is a free artificial intelligence (AI)-based natural language processing model that generates answers to complex questions. While ChatGPT is not designed to provide medical information, preliminary applications of this AI technology in the field of medicine have shown promise in its ability to generate accurate patient resources. By leveraging 40 real patient portal messages, this study ultimately concluded that dermatologist-generated responses to patient's portal messages were deemed superior to ChatGPT-generated responses in terms of overall quality, readability, accuracy and empathy.																			0307-6938	1365-2230				FEB 20	2024	49	7					715	718		10.1093/ced/llad456	http://dx.doi.org/10.1093/ced/llad456		FEB 2024						38180108					WOS:001166372400001
J	Kikuchi, T; Hanaoka, S; Nakao, T; Takenaga, T; Nomura, Y; Mori, H; Yoshikawa, T				Kikuchi, Tomohiro; Hanaoka, Shouhei; Nakao, Takahiro; Takenaga, Tomomi; Nomura, Yukihiro; Mori, Harushi; Yoshikawa, Takeharu			Synthesis of Hybrid Data Consisting of Chest Radiographs and Tabular Clinical Records Using Dual Generative Models for COVID-19 Positive Cases	JOURNAL OF IMAGING INFORMATICS IN MEDICINE												To generate synthetic medical data incorporating image-tabular hybrid data by merging an image encoding/decoding model with a table-compatible generative model and assess their utility. We used 1342 cases from the Stony Brook University Covid-19-positive cases, comprising chest X-ray radiographs (CXRs) and tabular clinical data as a private dataset (pDS). We generated a synthetic dataset (sDS) through the following steps: (I) dimensionally reducing CXRs in the pDS using a pretrained encoder of the auto-encoding generative adversarial networks (alpha GAN) and integrating them with the correspondent tabular clinical data; (II) training the conditional tabular GAN (CTGAN) on this combined data to generate synthetic records, encompassing encoded image features and clinical data; and (III) reconstructing synthetic images from these encoded image features in the sDS using a pretrained decoder of the alpha GAN. The utility of sDS was assessed by the performance of the prediction models for patient outcomes (deceased or discharged). For the pDS test set, the area under the receiver operating characteristic (AUC) curve was calculated to compare the performance of prediction models trained separately with pDS, sDS, or a combination of both. We created an sDS comprising CXRs with a resolution of 256 x 256 pixels and tabular data containing 13 variables. The AUC for the outcome was 0.83 when the model was trained with the pDS, 0.74 with the sDS, and 0.87 when combining pDS and sDS for training. Our method is effective for generating synthetic records consisting of both images and tabular clinical data.					Nomura, Yukihiro/NXC-2578-2025; Kikuchi, Tomohiro/HZH-6657-2023	Kikuchi, Tomohiro/0000-0002-4222-4569													2948-2925	2948-2933				JUN	2024	37	3					1217	1227		10.1007/s10278-024-01015-y	http://dx.doi.org/10.1007/s10278-024-01015-y		FEB 2024						38351224					WOS:001248218600024
J	Zhang, L; Liu, ZL; Zhang, L; Wu, ZH; Yu, XW; Holmes, J; Feng, HY; Dai, HX; Li, X; Li, QZ; Wong, WW; Vora, SA; Zhu, DJ; Liu, TM; Liu, W				Zhang, Lian; Liu, Zhengliang; Zhang, Lu; Wu, Zihao; Yu, Xiaowei; Holmes, Jason; Feng, Hongying; Dai, Haixing; Li, Xiang; Li, Quanzheng; Wong, William W.; Vora, Sujay A.; Zhu, Dajiang; Liu, Tianming; Liu, Wei			Technical note: Generalizable and promptable artificial intelligence model to augment clinical delineation in radiation oncology	MEDICAL PHYSICS												Background: Efficient and accurate delineation of organs at risk (OARs) is a critical procedure for treatment planning and dose evaluation. Deep learning-based auto-segmentation of OARs has shown promising results and is increasingly being used in radiation therapy. However, existing deep learning-based auto-segmentation approaches face two challenges in clinical practice: generalizability and human-AI interaction. A generalizable and promptable auto-segmentation model, which segments OARs of multiple disease sites simultaneously and supports on-the-fly human-AI interaction, can significantly enhance the efficiency of radiation therapy treatment planning. Purpose: Meta's segment anything model (SAM) was proposed as a generalizable and promptable model for next-generation natural image segmentation. We further evaluated the performance of SAM in radiotherapy segmentation. Methods: Computed tomography (CT) images of clinical cases from four disease sites at our institute were collected: prostate, lung, gastrointestinal, and head & neck. For each case, we selected the OARs important in radiotherapy treatment planning. We then compared both the Dice coefficients and Jaccard indices derived from three distinct methods: manual delineation (ground truth), automatic segmentation using SAM's 'segment anything' mode, and automatic segmentation using SAM's 'box prompt' mode that implements manual interaction via live prompts during segmentation. Results: Our results indicate that SAM's segment anything mode can achieve clinically acceptable segmentation results in most OARs with Dice scores higher than 0.7. SAM's box prompt mode further improves Dice scores by 0.1 similar to 0.5. Similar results were observed for Jaccard indices. The results show that SAM performs better for prostate and lung, but worse for gastrointestinal and head & neck. When considering the size of organs and the distinctiveness of their boundaries, SAM shows better performance for large organs with distinct boundaries, such as lung and liver, and worse for smaller organs with less distinct boundaries, like parotid and cochlea. Conclusions: Our results demonstrate SAM's robust generalizability with consistent accuracy in automatic segmentation for radiotherapy. Furthermore, the advanced box-prompt method enables the users to augment auto-segmentation interactively and dynamically, leading to patient-specific auto-segmentation in radiation therapy. SAM's generalizability across different disease sites and different modalities makes it feasible to develop a generic auto-segmentation model in radiotherapy.					Li, Xiang/J-6924-2019; wu, zihao/R-8745-2019; Yu, Xiaowei/AAC-6158-2021	Li, Xiang/0000-0002-9851-6376; Feng, Hongying/0000-0003-2929-4922; 													0094-2405	2473-4209				MAR	2024	51	3					2187	2199		10.1002/mp.16965	http://dx.doi.org/10.1002/mp.16965		FEB 2024						38319676					WOS:001158256400001
J	Feng, JY; Zhang, RT; Chen, DH; Shi, L; Li, ZX				Feng, Jiayi; Zhang, Runtong; Chen, Donghua; Shi, Lei; Li, Zhaoxing			Automated Generation of ICD-11 Cluster Codes for Precision Medical Record Classification	INTERNATIONAL JOURNAL OF COMPUTERS COMMUNICATIONS & CONTROL												Accurate clinical coding using the International Classification of Diseases (ICD) standard is essential for healthcare analytics. ICD-11 introduces new coding guidelines and cluster structures, posing challenges for existing coding tools. This research presents an automated approach to generate valid ICD-11 cluster codes from medical text. Natural language records are represented as vectors and compared to an ICD-11 corpus using cosine similarity. A bidirectional matching technique then refines similarity estimation. Experiments demonstrate the method yields up to 0.91 F1 score in coding accuracy, significantly outperforming a baseline tool. This work enables efficient high-quality ICD-11 coding to support healthcare informatics.					Shi, Lei/T-7301-2019; Li, Zhaoxing/ABB-3641-2022; Chen, Donghua/IQR-8662-2023	Shi, Lei/0000-0001-7119-3207; Li, Zhaoxing/0000-0003-3560-3461; 													1841-9836	1841-9844				FEB	2024	19	1							6251	10.15837/ijccc.2024.1.6251	http://dx.doi.org/10.15837/ijccc.2024.1.6251													WOS:001143126500011
J	Galvez-Hernandez, P; Gonzalez-Viana, A; Paz, LGD; Shankardass, K; Muntaner, C				Galvez-Hernandez, Pablo; Gonzalez-Viana, Angelina; Paz, Luis Gonzalez-de; Shankardass, Ketan; Muntaner, Carles			Generating Contextual Variables From Web-Based Data for Health Research: Tutorial on Web Scraping, Text Mining, and Spatial Overlay Analysis	JMIR PUBLIC HEALTH AND SURVEILLANCE												Background: Contextual variables that capture the characteristics of delimited geographic or jurisdictional areas are vital for health and social research. However, obtaining data sets with contextual-level data can be challenging in the absence of monitoring systems or public census data.Objective: We describe and implement an 8-step method that combines web scraping, text mining, and spatial overlay analysis (WeTMS) to transform extensive text data from government websites into analyzable data sets containing contextual data for jurisdictional areas.Methods: This tutorial describes the method and provides resources for its application by health and social researchers. We used this method to create data sets of health assets aimed at enhancing older adults' social connections (eg, activities and resources such as walking groups and senior clubs) across the 374 health jurisdictions in Catalonia from 2015 to 2022. These assets are registered on a web-based government platform by local stakeholders from various health and nonhealth organizations as part of a national public health program. Steps 1 to 3 involved defining the variables of interest, identifying data sources, and using Python to extract information from 50,000 websites linked to the platform. Steps 4 to 6 comprised preprocessing the scraped text, defining new variables to classify health assets based on social connection constructs, analyzing word frequencies in titles and descriptions of the assets, creating topic-specific dictionaries, implementing a rule-based classifier in R, and verifying the results. Steps 7 and 8 integrate the spatial overlay analysis to determine the geographic location of each asset. We conducted a descriptive analysis of the data sets to report the characteristics of the assets identified and the patterns of asset registrations across areas.Results: We identified and extracted data from 17,305 websites describing health assets. The titles and descriptions of the activities and resources contained 12,560 and 7301 unique words, respectively. After applying our classifier and spatial analysis algorithm, we generated 2 data sets containing 9546 health assets (5022 activities and 4524 resources) with the potential to enhance social connections among older adults. Stakeholders from 318 health jurisdictions registered identified assets on the platformbetween July 2015 and December 2022. The agreement rate between the classification algorithm and verified data sets ranged from 62.02% to 99.47% across variables. Leisure and skill development activities were the most prevalent (1844/5022, 36.72%). Leisure and cultural associations, such as social clubs for older adults, were the most common resources (878/4524, 19.41%). Health asset registration varied across areas, ranging between 0 and 263 activities and 0 and 265 resources.Conclusions: The sequential use of WeTMS offers a robust method for generating data sets containing contextual-level variables from internet text data. This study can guide health and social researchers in efficiently generating ready-to-analyze data sets containing contextual variables.						González de Paz, Luis/0000-0002-4767-8121; Shankardass, Ketan/0000-0002-8410-2201; Gonzalez-Viana, Angelina/0000-0003-4992-4039; Galvez Hernandez, Pablo/0000-0002-6268-559X													2369-2960						2024	10								e50379	10.2196/50379	http://dx.doi.org/10.2196/50379								38190245					WOS:001146224600002
J	Ji, J; Hou, YS; Chen, XY; Pan, YC; Xiang, Y				Ji, Jia; Hou, Yongshuai; Chen, Xinyu; Pan, Youcheng; Xiang, Yang			Vision-Language Model for Generating Textual Descriptions From Clinical Images: Model Development and Validation Study	JMIR FORMATIVE RESEARCH												Background: The automatic generation of radiology reports, which seeks to create a free -text description from a clinical radiograph, is emerging as a pivotal intersection between clinical medicine and artificial intelligence. Leveraging natural language processing technologies can accelerate report creation, enhancing health care quality and standardization. However, most existing studies have not yet fully tapped into the combined potential of advanced language and vision models. Objective: The purpose of this study was to explore the integration of pretrained vision -language models into radiology report generation. This would enable the vision -language model to automatically convert clinical images into high -quality textual reports. Methods: In our research, we introduced a radiology report generation model named ClinicalBLIP, building upon the foundational InstructBLIP model and refining it using clinical image -to -text data sets. A multistage fine-tuning approach via low -rank adaptation was proposed to deepen the semantic comprehension of the visual encoder and the large language model for clinical imagery. Furthermore, prior knowledge was integrated through prompt learning to enhance the precision of the reports generated. Experiments were conducted on both the IU X-RAY and MIMIC-CXR data sets, with ClinicalBLIP compared to several leading methods. Results: Experimental results revealed that ClinicalBLIP obtained superior scores of 0.570/0.365 and 0.534/0.313 on the IU X-RAY/MIMIC-CXR test sets for the Metric for Evaluation of Translation with Explicit Ordering (METEOR) and the Recall -Oriented Understudy for Gisting Evaluation (ROUGE) evaluations, respectively. This performance notably surpasses that of existing state-of-the-art methods. Further evaluations confirmed the effectiveness of the multistage fine-tuning and the integration of prior information, leading to substantial improvements. Conclusions: The proposed ClinicalBLIP model demonstrated robustness and effectiveness in enhancing clinical radiology report generation, suggesting significant promise for real -world clinical applications.					; Xiang, Yang/ABI-7171-2020	Pan, Youcheng/0000-0002-8270-5455; Xiang, Yang/0000-0003-1395-6805; Chen, Xinyu/0009-0005-9857-1614														2561-326X					2024	8								e32690	10.2196/32690	http://dx.doi.org/10.2196/32690								38329788					WOS:001165148700001
J	Lu, XQ; Tong, JJ; Xia, SD				Lu, Xiaoqing; Tong, Jijun; Xia, Shudong			Entity relationship extraction from Chinese electronic medical records based on feature augmentation and cascade binary tagging framework	MATHEMATICAL BIOSCIENCES AND ENGINEERING												Extracting entity relations from unstructured Chinese electronic medical records is an important task in medical information extraction. However, Chinese electronic medical records mostly have document-level volumes, and existing models are either unable to handle long text sequences or exhibit poor performance. This paper proposes a neural network based on feature augmentation and cascade binary tagging framework. First, we utilize a pre-trained model to tokenize the original text and obtain word embedding vectors. Second, the word vectors are fed into the feature augmentation network and fused with the original features and position features. Finally, the cascade binary tagging decoder generates the results. In the current work, we built a Chinese document-level electronic medical record dataset named VSCMeD, which contains 595 real electronic medical records from vascular surgery patients. The experimental results show that the model achieves a precision of 87.82% and recall of 88.47%. It is also verified on another Chinese medical dataset CMeIE-V2 that the model achieves a precision of 54.51% and recall of 48.63%.					Tong, Jijun/JUF-2708-2023														1547-1063	1551-0018					2024	21	1					1342	1355		10.3934/mbe.2024058	http://dx.doi.org/10.3934/mbe.2024058								38303468					WOS:001147945600004
J	Shah-Mohammadi, F; Finkelstein, J				Shah-Mohammadi, Fatemeh; Finkelstein, Joseph			Extraction of Substance Use Information From Clinical Notes:Generative Pretrained Transformer-Based Investigation	JMIR MEDICAL INFORMATICS												Background: Understanding the multifaceted nature of health outcomes requires a comprehensive examination of the social,economic, and environmental determinants that shape individual well-being. Among these determinants, behavioral factors playa crucial role, particularly the consumption patterns of psychoactive substances, which have important implications on publichealth. The Global Burden of Disease Study shows a growing impact in disability-adjusted life years due to substance use. Thesuccessful identification of patients'substance use information equips clinical care teams to address substance-related issuesmore effectively, enabling targeted support and ultimately improving patient outcomes. Objective: Traditional natural language processing methods face limitations in accurately parsing diverse clinical languageassociated with substance use. Large language models offer promise in overcoming these challenges by adapting to diverselanguage patterns. This study investigates the application of the generative pretrained transformer (GPT) model in specific GPT-3.5for extracting tobacco, alcohol, and substance use information from patient discharge summaries in zero-shot and few-shot learningsettings. This study contributes to the evolving landscape of health care informatics by showcasing the potential of advancedlanguage models in extracting nuanced information critical for enhancing patient care.Methods: The main data source for analysis in this paper is Medical Information Mart for Intensive Care III data set. Amongall notes in this data set, we focused on discharge summaries. Prompt engineering was undertaken, involving an iterative explorationof diverse prompts. Leveraging carefully curated examples and refined prompts, we investigate the model's proficiency throughzero-shot as well as few-shot prompting strategies. Results: Results show GPT's varying effectiveness in identifying mentions of tobacco, alcohol, and substance use across learningscenarios. Zero-shot learning showed high accuracy in identifying substance use, whereas few-shot learning reduced accuracybut improved in identifying substance use status, enhancing recall and F1-score at the expense of lower precision. Conclusions: Excellence of zero-shot learning in precisely extracting text span mentioning substance use demonstrates itseffectiveness in situations in which comprehensive recall is important. Conversely, few-shot learning offers advantages whenaccurately determining the status of substance use is the primary focus, even if it involves a trade-off in precision. The resultscontribute to enhancement of early detection and intervention strategies, tailor treatment plans with greater precision, and ultimately,contribute to a holistic understanding of patient health profiles. By integrating these artificial intelligence-driven methods intoelectronic health record systems, clinicians can gain immediate, comprehensive insights into substance use that results in shapinginterventions that are not only timely but also more personalized and effective.						Finkelstein, Joseph/0000-0002-8084-7441; Shah Mohammadi, Fatemeh/0000-0002-9034-7803														2291-9694					2024	12								e56243	10.2196/56243	http://dx.doi.org/10.2196/56243								39037700					WOS:001303790000002
