PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29368609","Combining information from a clinical data warehouse and a pharmaceutical database to generate a framework to detect comorbidities in electronic health records","Sylvestre E, Bouzillé G, Chazard E, His-Mahier C, Riou C, Cuggia M.","BMC Med Inform Decis Mak. 2018 Jan 24;18(1):9. doi: 10.1186/s12911-018-0586-x.","Sylvestre E","BMC Med Inform Decis Mak","2018","2018/01/26","PMC5784648","","10.1186/s12911-018-0586-x"
"28274765","Engineering mechanical gradients in next generation biomaterials - Lessons learned from medical textile design","Ng JL, Collins CE, Knothe Tate ML.","Acta Biomater. 2017 Jul 1;56:14-24. doi: 10.1016/j.actbio.2017.03.004. Epub 2017 Mar 6.","Ng JL","Acta Biomater","2017","2017/03/10","","","10.1016/j.actbio.2017.03.004"
"35052217","Effects of Patient-Generated Health Data: Comparison of Two Versions of Long-Term Mobile Personal Health Record Usage Logs","Kim DH, Lee Y, Oh JS, Seo DW, Lee KH, Kim YH, Kim WS, Lee JH.","Healthcare (Basel). 2021 Dec 28;10(1):53. doi: 10.3390/healthcare10010053.","Kim DH","Healthcare (Basel)","2021","2022/01/21","PMC8775175","","10.3390/healthcare10010053"
"31184280","Correcting for non-participation bias in health surveys using record-linkage, synthetic observations and pattern mixture modelling","Gray L, Gorman E, White IR, Katikireddi SV, McCartney G, Rutherford L, Leyland AH.","Stat Methods Med Res. 2020 Apr;29(4):1212-1226. doi: 10.1177/0962280219854482. Epub 2019 Jun 11.","Gray L","Stat Methods Med Res","2020","2019/06/12","PMC7188518","EMS85142","10.1177/0962280219854482"
"38007974","A joint learning method for incomplete and imbalanced data in electronic health record based on generative adversarial networks","Weng X, Song H, Lin Y, Wu Y, Zhang X, Liu B, Yang J.","Comput Biol Med. 2024 Jan;168:107687. doi: 10.1016/j.compbiomed.2023.107687. Epub 2023 Nov 14.","Weng X","Comput Biol Med","2024","2023/11/26","","","10.1016/j.compbiomed.2023.107687"
"32435697","Generation and evaluation of artificial mental health records for Natural Language Processing","Ive J, Viani N, Kam J, Yin L, Verma S, Puntis S, Cardinal RN, Roberts A, Stewart R, Velupillai S.","NPJ Digit Med. 2020 May 14;3:69. doi: 10.1038/s41746-020-0267-x. eCollection 2020.","Ive J","NPJ Digit Med","2020","2020/05/22","PMC7224173","","10.1038/s41746-020-0267-x"
"39143466","On the evaluation of synthetic longitudinal electronic health records","Achterberg JL, Haas MR, Spruit MR.","BMC Med Res Methodol. 2024 Aug 14;24(1):181. doi: 10.1186/s12874-024-02304-4.","Achterberg JL","BMC Med Res Methodol","2024","2024/08/14","PMC11323671","","10.1186/s12874-024-02304-4"
"36881467","Extracting Medical Information From Free-Text and Unstructured Patient-Generated Health Data Using Natural Language Processing Methods: Feasibility Study With Real-world Data","Sezgin E, Hussain SA, Rust S, Huang Y.","JMIR Form Res. 2023 Mar 7;7:e43014. doi: 10.2196/43014.","Sezgin E","JMIR Form Res","2023","2023/03/07","PMC10031450","","10.2196/43014"
"31438206","An Adversorial Approach to Enable Re-Use of Machine Learning Models and Collaborative Research Efforts Using Synthetic Unstructured Free-Text Medical Data","Kasthurirathne SN, Dexter G, Grannis SJ.","Stud Health Technol Inform. 2019 Aug 21;264:1510-1511. doi: 10.3233/SHTI190509.","Kasthurirathne SN","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190509"
"38190245","Generating Contextual Variables From Web-Based Data for Health Research: Tutorial on Web Scraping, Text Mining, and Spatial Overlay Analysis","Galvez-Hernandez P, Gonzalez-Viana A, Gonzalez-de Paz L, Shankardass K, Muntaner C.","JMIR Public Health Surveill. 2024 Jan 8;10:e50379. doi: 10.2196/50379.","Galvez-Hernandez P","JMIR Public Health Surveill","2024","2024/01/08","PMC10804251","","10.2196/50379"
"31225984","Creating a Synthetic Clinical Trial: Comparative Effectiveness Analyses Using an Electronic Medical Record","Zauderer MG, Grigorenko A, May P, Kastango N, Wagner I, Caroline A, Kris MG.","JCO Clin Cancer Inform. 2019 Jun;3:1-10. doi: 10.1200/CCI.19.00037.","Zauderer MG","JCO Clin Cancer Inform","2019","2019/06/22","PMC6874028","","10.1200/CCI.19.00037"
"36352890","Leveraging the potential of synthetic text for AI in mental healthcare","Ive J.","Front Digit Health. 2022 Oct 24;4:1010202. doi: 10.3389/fdgth.2022.1010202. eCollection 2022.","Ive J","Front Digit Health","2022","2022/11/10","PMC9637610","","10.3389/fdgth.2022.1010202"
"39810897","Integrating Patient-Generated Health Data from Mobile Devices into Electronic Health Records: Best Practice Recommendations by the IFCC Committee on Mobile Health and Bioengineering in Laboratory Medicine (C-MHBLM)","Nichols JH, Assad RS, Becker J, Dabla PK, Gammie A, Gouget B, Heydlauf M, Homsak E, Korita I, Kotani K, Saatçi E, Stankovic S, Uygun ZO, AbdelWareth L.","EJIFCC. 2024 Dec 30;35(4):324-328. eCollection 2024 Dec.","Nichols JH","EJIFCC","2024","2025/01/15","PMC11726333","",""
"38619840","AI-Generated Draft Replies Integrated Into Health Records and Physicians' Electronic Communication","Tai-Seale M, Baxter SL, Vaida F, Walker A, Sitapati AM, Osborne C, Diaz J, Desai N, Webb S, Polston G, Helsten T, Gross E, Thackaberry J, Mandvi A, Lillie D, Li S, Gin G, Achar S, Hofflich H, Sharp C, Millen M, Longhurst CA.","JAMA Netw Open. 2024 Apr 1;7(4):e246565. doi: 10.1001/jamanetworkopen.2024.6565.","Tai-Seale M","JAMA Netw Open","2024","2024/04/15","PMC11019394","","10.1001/jamanetworkopen.2024.6565"
"38413260","An Electronic Health Record-integrated Web Application Augments a QI-directed Morbidity & Mortality Conference and Improves Quality of Care","Sajankila N, Javens T, Hampl J, Coleman C, Murnane J, Kenney BD, Besner GE.","J Pediatr Surg. 2024 Jun;59(6):1190-1198. doi: 10.1016/j.jpedsurg.2024.02.009. Epub 2024 Feb 16.","Sajankila N","J Pediatr Surg","2024","2024/02/27","","","10.1016/j.jpedsurg.2024.02.009"
"39361955","Ascle-A Python Natural Language Processing Toolkit for Medical Text Generation: Development and Evaluation Study","Yang R, Zeng Q, You K, Qiao Y, Huang L, Hsieh CC, Rosand B, Goldwasser J, Dave A, Keenan T, Ke Y, Hong C, Liu N, Chew E, Radev D, Lu Z, Xu H, Chen Q, Li I.","J Med Internet Res. 2024 Oct 3;26:e60601. doi: 10.2196/60601.","Yang R","J Med Internet Res","2024","2024/10/03","PMC11487205","","10.2196/60601"
"27873223","Assimilation and Health: Evidence From Linked Birth Records of Second- and Third-Generation Hispanics","Giuntella O.","Demography. 2016 Dec;53(6):1979-2004. doi: 10.1007/s13524-016-0522-6.","Giuntella O","Demography","2016","2016/11/23","","","10.1007/s13524-016-0522-6"
"34765962","Generation of cytocompatible superhydrophobic Zr-Cu-Ag metallic glass coatings with antifouling properties for medical textiles","Sharifikolouei E, Najmi Z, Cochis A, Scalia AC, Aliabadi M, Perero S, Rimondini L.","Mater Today Bio. 2021 Oct 26;12:100148. doi: 10.1016/j.mtbio.2021.100148. eCollection 2021 Sep.","Sharifikolouei E","Mater Today Bio","2021","2021/11/12","PMC8573186","","10.1016/j.mtbio.2021.100148"
"31935140","Research at the Point of Care: Using Electronic Medical Record Systems to Generate Clinically Meaningful Evidence","Marshall AN, Lam KC.","J Athl Train. 2020 Feb;55(2):205-212. doi: 10.4085/1062-6050-113-19. Epub 2020 Jan 14.","Marshall AN","J Athl Train","2020","2020/01/15","PMC7017890","","10.4085/1062-6050-113-19"
"34029854","Functional and radiologic results of extensor mechanism reconstruction methods following proximal tibial modular endoprosthetic reconstructions: Direct versus medical textile augmented reattachment","Aycan OE, Alpan B, Özmen E, Valiyev N, Özger NH.","Knee. 2021 Jun;30:337-343. doi: 10.1016/j.knee.2021.04.020. Epub 2021 May 23.","Aycan OE","Knee","2021","2021/05/24","","","10.1016/j.knee.2021.04.020"
"33124988","A Simulated Graphical Interface for Integrating Patient-Generated Health Data From Smartwatches With Electronic Health Records: Usability Study","Alpert JM, Kota NSP, Ranka S, Mendoza TV, Solberg LM, Rashidi P, Manini TM.","JMIR Hum Factors. 2020 Oct 30;7(4):e19769. doi: 10.2196/19769.","Alpert JM","JMIR Hum Factors","2020","2020/10/30","PMC7665942","","10.2196/19769"
"33856353","Usability of Electronic Health Record-Generated Discharge Summaries: Heuristic Evaluation","Tremoulet PD, Shah PD, Acosta AA, Grant CW, Kurtz JT, Mounas P, Kirchhoff M, Wade E.","J Med Internet Res. 2021 Apr 15;23(4):e25657. doi: 10.2196/25657.","Tremoulet PD","J Med Internet Res","2021","2021/04/15","PMC8085750","","10.2196/25657"
"25631842","Development and implementation of an electronic health record generated surgical handoff and rounding tool","Raval MV, Rust L, Thakkar RK, Kurtovic KJ, Nwomeh BC, Besner GE, Kenney BD.","J Med Syst. 2015 Feb;39(2):8. doi: 10.1007/s10916-015-0202-x. Epub 2015 Jan 29.","Raval MV","J Med Syst","2015","2015/01/30","","","10.1007/s10916-015-0202-x"
"33265954","Temporal Change in Alert Override Rate with a Minimally Interruptive Clinical Decision Support on a Next-Generation Electronic Medical Record","Cha WC, Jung W, Yu J, Yoo J, Choi J.","Medicina (Kaunas). 2020 Nov 30;56(12):662. doi: 10.3390/medicina56120662.","Cha WC","Medicina (Kaunas)","2020","2020/12/03","PMC7761179","","10.3390/medicina56120662"
"26262030","Characterizing Patient-Generated Clinical Data and Associated Implications for Electronic Health Records","Arsoniadis EG, Tambyraja R, Khairat S, Jahansouz C, Scheppmann D, Kwaan MR, Hultman G, Melton GB.","Stud Health Technol Inform. 2015;216:158-62.","Arsoniadis EG","Stud Health Technol Inform","2015","2015/08/12","","",""
"38613820","Large language models facilitate the generation of electronic health record phenotyping algorithms","Yan C, Ong HH, Grabowska ME, Krantz MS, Su WC, Dickson AL, Peterson JF, Feng Q, Roden DM, Stein CM, Kerchberger VE, Malin BA, Wei WQ.","J Am Med Inform Assoc. 2024 Sep 1;31(9):1994-2001. doi: 10.1093/jamia/ocae072.","Yan C","J Am Med Inform Assoc","2024","2024/04/13","PMC11339509","","10.1093/jamia/ocae072"
"40549800","Augmenting electronic health record data with social and environmental determinant of health measures to understand regional factors associated with asthma exacerbations","Schreibman A, Lactaoen K, Joo J, Gleeson PK, Weissman GE, Apter AJ, Hubbard RA, Himes BE.","PLOS Digit Health. 2025 Jun 23;4(6):e0000677. doi: 10.1371/journal.pdig.0000677. eCollection 2025 Jun.","Schreibman A","PLOS Digit Health","2025","2025/06/23","PMC12184914","","10.1371/journal.pdig.0000677"
"33227731","Integrating Patient-Generated Health Data in an Electronic Medical Record: Stakeholders' Perspectives","Blondon K, Ehrler F.","Stud Health Technol Inform. 2020 Nov 23;275:12-16. doi: 10.3233/SHTI200685.","Blondon K","Stud Health Technol Inform","2020","2020/11/23","","","10.3233/SHTI200685"
"37490472","A retrospective cohort analysis leveraging augmented intelligence to characterize long COVID in the electronic health record: A precision medicine framework","Strasser ZH, Dagliati A, Shakeri Hossein Abad Z, Klann JG, Wagholikar KB, Mesa R, Visweswaran S, Morris M, Luo Y, Henderson DW, Samayamuthu MJ; Consortium for Clinical Characterization of COVID-19 by EHR (4CE); Omenn GS, Xia Z, Holmes JH, Estiri H, Murphy SN.","PLOS Digit Health. 2023 Jul 25;2(7):e0000301. doi: 10.1371/journal.pdig.0000301. eCollection 2023 Jul.","Strasser ZH","PLOS Digit Health","2023","2023/07/25","PMC10368277","","10.1371/journal.pdig.0000301"
"39437512","Large language models can support generation of standardized discharge summaries - A retrospective study utilizing ChatGPT-4 and electronic health records","Schwieger A, Angst K, de Bardeci M, Burrer A, Cathomas F, Ferrea S, Grätz F, Knorr M, Kronenberg G, Spiller T, Troi D, Seifritz E, Weber S, Olbrich S.","Int J Med Inform. 2024 Dec;192:105654. doi: 10.1016/j.ijmedinf.2024.105654. Epub 2024 Oct 14.","Schwieger A","Int J Med Inform","2024","2024/10/22","","","10.1016/j.ijmedinf.2024.105654"
"31728432","Detection of Surgical Site Infection Utilizing Automated Feature Generation in Clinical Notes","Shen F, Larson DW, Naessens JM, Habermann EB, Liu H, Sohn S.","J Healthc Inform Res. 2019 Sep;3(3):267-282. doi: 10.1007/s41666-018-0042-9. Epub 2018 Nov 6.","Shen F","J Healthc Inform Res","2019","2019/11/16","PMC6855398","NIHMS1524812","10.1007/s41666-018-0042-9"
"38661564","Clinician perspectives on how situational context and augmented intelligence design features impact perceived usefulness of sepsis prediction scores embedded within a simulated electronic health record","Payne VL, Sattar U, Wright M, Hill E, Butler JM, Macpherson B, Jeppesen A, Del Fiol G, Madaras-Kelly K.","J Am Med Inform Assoc. 2024 May 20;31(6):1331-1340. doi: 10.1093/jamia/ocae089.","Payne VL","J Am Med Inform Assoc","2024","2024/04/25","PMC11105126","","10.1093/jamia/ocae089"
"37748329","Augmented intelligence facilitates concept mapping across different electronic health records","Dam TA, Fleuren LM, Roggeveen LF, Otten M, Biesheuvel L, Jagesar AR, Lalisang RCA, Kullberg RFJ, Hendriks T, Girbes ARJ, Hoogendoorn M, Thoral PJ, Elbers PWG; Dutch ICU Data Sharing Against COVID-19 Collaborators.","Int J Med Inform. 2023 Nov;179:105233. doi: 10.1016/j.ijmedinf.2023.105233. Epub 2023 Sep 22.","Dam TA","Int J Med Inform","2023","2023/09/25","","","10.1016/j.ijmedinf.2023.105233"
"35503411","Assessing Engagement With Patient-Generated Health Data Recording and Its Impact on Health Behavior Changes in Multicomponent Interventions: Supplementary Analysis","Kinouchi K, Ohashi K.","JMIR Form Res. 2022 May 3;6(5):e35471. doi: 10.2196/35471.","Kinouchi K","JMIR Form Res","2022","2022/05/03","PMC9115657","","10.2196/35471"
"38351224","Synthesis of Hybrid Data Consisting of Chest Radiographs and Tabular Clinical Records Using Dual Generative Models for COVID-19 Positive Cases","Kikuchi T, Hanaoka S, Nakao T, Takenaga T, Nomura Y, Mori H, Yoshikawa T.","J Imaging Inform Med. 2024 Jun;37(3):1217-1227. doi: 10.1007/s10278-024-01015-y. Epub 2024 Feb 13.","Kikuchi T","J Imaging Inform Med","2024","2024/02/13","PMC11169290","","10.1007/s10278-024-01015-y"
"39545787","Generating pregnant patient biological profiles by deconvoluting clinical records with electronic health record foundation models","Seong D, Mataraso S, Espinosa C, Berson E, Reincke SM, Xue L, Kashiwagi C, Kim Y, Shu CH, Chung P, Ghanem M, Xie F, Wong RJ, Angst MS, Gaudilliere B, Shaw GM, Stevenson DK, Aghaeepour N.","Brief Bioinform. 2024 Sep 23;25(6):bbae574. doi: 10.1093/bib/bbae574.","Seong D","Brief Bioinform","2024","2024/11/15","PMC11565587","","10.1093/bib/bbae574"
"34261535","Synthetic data for annotation and extraction of family history information from clinical text","Brekke PH, Rama T, Pilán I, Nytrø Ø, Øvrelid L.","J Biomed Semantics. 2021 Jul 14;12(1):11. doi: 10.1186/s13326-021-00244-2.","Brekke PH","J Biomed Semantics","2021","2021/07/15","PMC8278746","","10.1186/s13326-021-00244-2"
"29631989","Managing Patient-Generated Health Data Through Mobile Personal Health Records: Analysis of Usage Data","Park YR, Lee Y, Kim JY, Kim J, Kim HR, Kim YH, Kim WS, Lee JH.","JMIR Mhealth Uhealth. 2018 Apr 9;6(4):e89. doi: 10.2196/mhealth.9620.","Park YR","JMIR Mhealth Uhealth","2018","2018/04/11","PMC5913571","","10.2196/mhealth.9620"
"34255719","Incorporating Unstructured Patient Narratives and Health Insurance Claims Data in Pharmacovigilance: Natural Language Processing Analysis of Patient-Generated Texts About Systemic Lupus Erythematosus","Matsuda S, Ohtomo T, Tomizawa S, Miyano Y, Mogi M, Kuriki H, Nakayama T, Watanabe S.","JMIR Public Health Surveill. 2021 Jun 29;7(6):e29238. doi: 10.2196/29238.","Matsuda S","JMIR Public Health Surveill","2021","2021/07/13","PMC8278300","","10.2196/29238"
"34889749","A BERT-Based Generation Model to Transform Medical Texts to SQL Queries for Electronic Medical Records: Model Development and Validation","Pan Y, Wang C, Hu B, Xiang Y, Wang X, Chen Q, Chen J, Du J.","JMIR Med Inform. 2021 Dec 8;9(12):e32698. doi: 10.2196/32698.","Pan Y","JMIR Med Inform","2021","2021/12/10","PMC8701710","","10.2196/32698"
"35779443","Privacy preserving Generative Adversarial Networks to model Electronic Health Records","Venugopal R, Shafqat N, Venugopal I, Tillbury BMJ, Stafford HD, Bourazeri A.","Neural Netw. 2022 Sep;153:339-348. doi: 10.1016/j.neunet.2022.06.022. Epub 2022 Jun 25.","Venugopal R","Neural Netw","2022","2022/07/02","","","10.1016/j.neunet.2022.06.022"
"25977405","Automating the generation of lexical patterns for processing free text in clinical documents","Meng F, Morioka C.","J Am Med Inform Assoc. 2015 Sep;22(5):980-6. doi: 10.1093/jamia/ocv012. Epub 2015 May 14.","Meng F","J Am Med Inform Assoc","2015","2015/05/16","PMC4986670","","10.1093/jamia/ocv012"
"40918939","Generative artificial intelligence for automated data extraction from unstructured medical text","Dao N, Quesada L, Hassan SM, Campo MI, Johnson S, Ghose S, San José Estépar R, Waxman A, Washko G, Rahaghi FN.","JAMIA Open. 2025 Sep 4;8(5):ooaf097. doi: 10.1093/jamiaopen/ooaf097. eCollection 2025 Oct.","Dao N","JAMIA Open","2025","2025/09/08","PMC12410982","","10.1093/jamiaopen/ooaf097"
"39438057","Gender and Ethnicity Bias of Text-to-Image Generative Artificial Intelligence in Medical Imaging, Part 1: Preliminary Evaluation","Currie G, Hewis J, Hawk E, Rohren E.","J Nucl Med Technol. 2024 Dec 4;52(4):356-359. doi: 10.2967/jnmt.124.268332.","Currie G","J Nucl Med Technol","2024","2024/10/22","","","10.2967/jnmt.124.268332"
"32624134","Academic electronic health records as a vehicle to augment the assessment of patient care skills in the didactic pharmacy curriculum","VanLangen KM, Elder KG, Young M, Sohn M.","Curr Pharm Teach Learn. 2020 Sep;12(9):1056-1061. doi: 10.1016/j.cptl.2020.04.004. Epub 2020 Apr 16.","VanLangen KM","Curr Pharm Teach Learn","2020","2020/07/07","","","10.1016/j.cptl.2020.04.004"
"40309033","Engineering novel features for diabetes complication prediction using synthetic electronic health records","Voskergian D, Bakir-Gungor B, Yousef M.","Front Genet. 2025 Apr 14;16:1451290. doi: 10.3389/fgene.2025.1451290. eCollection 2025.","Voskergian D","Front Genet","2025","2025/05/01","PMC12041673","","10.3389/fgene.2025.1451290"
"40171968","Development and Evaluation of an Electronic Health Record-Generated Clinical Coverage Scoring System Compared to Human Decision-Making in Pediatric Surgical Patients: A Single Center Experience","Ngamprasertwong P, Amin AR, Lee J, Ding L, Das BR, Kandil AI, Likitabhorn T, Coleman M, Venkatraman S, Wilhelm S, Sutthipongkiat E, Busso VO.","Paediatr Anaesth. 2025 Jul;35(7):511-519. doi: 10.1111/pan.15110. Epub 2025 Apr 2.","Ngamprasertwong P","Paediatr Anaesth","2025","2025/04/02","","","10.1111/pan.15110"
"33346996","Evaluation of Electronic Health Record-Generated Work Intensity Scores and Nurse Perceptions of Workload Appropriateness","Womack D, Warren C, Hayes M, Stoyles S, Eldredge D.","Comput Inform Nurs. 2021 Jun;39(6):306-311. doi: 10.1097/CIN.0000000000000687.","Womack D","Comput Inform Nurs","2021","2020/12/21","PMC8178210","NIHMS1693150","10.1097/CIN.0000000000000687"
"34261088","Validity and Usefulness of an Electronic Health Care Record-Generated Mobility Ambulation Tool: The Human Body Was Designed to Move","Kawar LN, Crawford CL, Mendoza RG, Harrison SJ, Thibodeaux MW, Spicer JE.","J Nurs Care Qual. 2022 Jan-Mar 01;37(1):68-74. doi: 10.1097/NCQ.0000000000000580.","Kawar LN","J Nurs Care Qual","2022","2021/07/14","","","10.1097/NCQ.0000000000000580"
"31852707","Patient-generated health data and electronic health record integration: protocol for a scoping review","Tiase VL, Hull W, McFarland MM, Sward KA, Del Fiol G, Staes C, Weir C, Cummins MR.","BMJ Open. 2019 Dec 17;9(12):e033073. doi: 10.1136/bmjopen-2019-033073.","Tiase VL","BMJ Open","2019","2019/12/20","PMC6937018","","10.1136/bmjopen-2019-033073"
"25862765","Subgraph augmented non-negative tensor factorization (SANTF) for modeling clinical narrative text","Luo Y, Xin Y, Hochberg E, Joshi R, Uzuner O, Szolovits P.","J Am Med Inform Assoc. 2015 Sep;22(5):1009-19. doi: 10.1093/jamia/ocv016. Epub 2015 Apr 9.","Luo Y","J Am Med Inform Assoc","2015","2015/04/12","PMC4986663","","10.1093/jamia/ocv016"
"38273982","Biases in Electronic Health Records Data for Generating Real-World Evidence: An Overview","Al-Sahab B, Leviton A, Loddenkemper T, Paneth N, Zhang B.","J Healthc Inform Res. 2023 Nov 14;8(1):121-139. doi: 10.1007/s41666-023-00153-2. eCollection 2024 Mar.","Al-Sahab B","J Healthc Inform Res","2023","2024/01/26","PMC10805748","","10.1007/s41666-023-00153-2"
"29253166","Erratum to: Synthea: An approach, method, and software mechanism for generating synthetic patients and the synthetic electronic health care record","","J Am Med Inform Assoc. 2018 Jul 1;25(7):921. doi: 10.1093/jamia/ocx147.","","J Am Med Inform Assoc","2018","2017/12/19","PMC6016640","","10.1093/jamia/ocx147"
"40799931","Subpopulation-specific synthetic electronic health records can increase mortality prediction performance","Perets O, Rappoport N.","JAMIA Open. 2025 Aug 7;8(4):ooaf091. doi: 10.1093/jamiaopen/ooaf091. eCollection 2025 Aug.","Perets O","JAMIA Open","2025","2025/08/13","PMC12342355","","10.1093/jamiaopen/ooaf091"
"40584736","Cross-institutional dental electronic health record entity extraction via generative artificial intelligence and synthetic notes","Chuang YS, Lee CT, Lin GH, Brandon R, Jiang X, Walji MF, Tokede O.","JAMIA Open. 2025 Jun 28;8(3):ooaf061. doi: 10.1093/jamiaopen/ooaf061. eCollection 2025 Jun.","Chuang YS","JAMIA Open","2025","2025/06/30","PMC12205731","","10.1093/jamiaopen/ooaf061"
"32583389","Attributing Patients to Pediatric Residents Using Electronic Health Record Features Augmented with Audit Logs","Mai MV, Orenstein EW, Manning JD, Luberti AA, Dziorny AC.","Appl Clin Inform. 2020 May;11(3):442-451. doi: 10.1055/s-0040-1713133. Epub 2020 Jun 24.","Mai MV","Appl Clin Inform","2020","2020/06/26","PMC7314655","","10.1055/s-0040-1713133"
"39037700","Extraction of Substance Use Information From Clinical Notes: Generative Pretrained Transformer-Based Investigation","Shah-Mohammadi F, Finkelstein J.","JMIR Med Inform. 2024 Aug 19;12:e56243. doi: 10.2196/56243.","Shah-Mohammadi F","JMIR Med Inform","2024","2024/07/22","PMC11369538","","10.2196/56243"
"40502247","Not Fully Synthetic: LLM-based Hybrid Approaches Towards Privacy-Preserving Clinical Note Sharing","Rahman Sarkar A, Chuang YS, Jiang X, Mohammed N.","AMIA Jt Summits Transl Sci Proc. 2025 Jun 10;2025:441-450. eCollection 2025.","Rahman Sarkar A","AMIA Jt Summits Transl Sci Proc","2025","2025/06/12","PMC12150723","",""
"35155999","Generating real-world data from health records: design of a patient-centric study in multiple sclerosis using a commercial health records platform","Hanson G, Chitnis T, Williams MJ, Gan RW, Julian L, Mace K, Chia J, Wormser D, Martinec M, Astorino T, Leviner N, Maung P, Jan A, Belendiuk K.","JAMIA Open. 2022 Jan 17;5(1):ooab110. doi: 10.1093/jamiaopen/ooab110. eCollection 2022 Apr.","Hanson G","JAMIA Open","2022","2022/02/14","PMC8827034","","10.1093/jamiaopen/ooab110"
"30758491","Effect of Augmenting Standard Care for Military Personnel With Brief Caring Text Messages for Suicide Prevention: A Randomized Clinical Trial","Comtois KA, Kerbrat AH, DeCou CR, Atkins DC, Majeres JJ, Baker JC, Ries RK.","JAMA Psychiatry. 2019 May 1;76(5):474-483. doi: 10.1001/jamapsychiatry.2018.4530.","Comtois KA","JAMA Psychiatry","2019","2019/02/14","PMC6495345","","10.1001/jamapsychiatry.2018.4530"
"31871857","Self-Sustainable Wearable Textile Nano-Energy Nano-System (NENS) for Next-Generation Healthcare Applications","He T, Wang H, Wang J, Tian X, Wen F, Shi Q, Ho JS, Lee C.","Adv Sci (Weinh). 2019 Oct 24;6(24):1901437. doi: 10.1002/advs.201901437. eCollection 2019 Dec.","He T","Adv Sci (Weinh)","2019","2019/12/25","PMC6918113","","10.1002/advs.201901437"
"30830923","Generating and evaluating a propensity model using textual features from electronic medical records","Afzal Z, Masclee GMC, Sturkenboom MCJM, Kors JA, Schuemie MJ.","PLoS One. 2019 Mar 4;14(3):e0212999. doi: 10.1371/journal.pone.0212999. eCollection 2019.","Afzal Z","PLoS One","2019","2019/03/05","PMC6398864","","10.1371/journal.pone.0212999"
"38926718","Electronic medical records imputation by temporal Generative Adversarial Network","Yin Y, Yuan Z, Tanvir IM, Bao X.","BioData Min. 2024 Jun 26;17(1):19. doi: 10.1186/s13040-024-00372-2.","Yin Y","BioData Min","2024","2024/06/26","PMC11202349","","10.1186/s13040-024-00372-2"
"38827083","Automating Clinical Trial Matches Via Natural Language Processing of Synthetic Electronic Health Records and Clinical Trial Eligibility Criteria","Murcia VM, Aggarwal V, Pesaladinne N, Thammineni R, Do N, Alterovitz G, Fricks RB.","AMIA Jt Summits Transl Sci Proc. 2024 May 31;2024:125-134. eCollection 2024.","Murcia VM","AMIA Jt Summits Transl Sci Proc","2024","2024/06/03","PMC11141802","",""
"30323644","An integrated electronic health record-based workflow to improve management of colonoscopy-generated pathology results","Dorn SD, Cirri HO, Chang AO, Crockett SD, Galanko JA, Baron JA.","Clin Exp Gastroenterol. 2018 Oct 8;11:391-397. doi: 10.2147/CEG.S170757. eCollection 2018.","Dorn SD","Clin Exp Gastroenterol","2018","2018/10/17","PMC6181114","","10.2147/CEG.S170757"
"30687797","Natural language generation for electronic health records","Lee SH.","NPJ Digit Med. 2018 Nov 19;1:63. doi: 10.1038/s41746-018-0070-0. Print 2018.","Lee SH","NPJ Digit Med","2018","2019/01/29","PMC6345174","NIHMS1004482","10.1038/s41746-018-0070-0"
"28928111","Personalized Hypertension Management Using Patient-Generated Health Data Integrated With Electronic Health Records (EMPOWER-H): Six-Month Pre-Post Study","Lv N, Xiao L, Simmons ML, Rosas LG, Chan A, Entwistle M.","J Med Internet Res. 2017 Sep 19;19(9):e311. doi: 10.2196/jmir.7831.","Lv N","J Med Internet Res","2017","2017/09/21","PMC5627043","","10.2196/jmir.7831"
"36827506","Augmenting Mental Health Support for Patients Accessing Different Degrees of Formal Psychiatric Care through a Supportive Text Messaging Program: Protocol for a Randomized Controlled Trial","Dias RDL, Shalaby R, Agyapong B, Obuobi-Donkor G, Adu MK, Eboreime E, Obeng Nkrumah S, Sridharan S, Simon P, Taylor B, Henderson N, White MD, Maguire H, Gray G, Rahman F, Fair J, Wadden N, Sulyman M, Williams O, Akinkunmi O, Edem D, Arenella P, Morrison J, Awara M, Natarajan A, Nunes A, Hajek T, O'Donavan C, Uher R, Wang J, Rusak B, Wozney L, Sampalli T, Grant D, Tomblin Murphy G, Warford J, Hodder S, Boe R, Agyapong VIO.","Methods Protoc. 2023 Feb 13;6(1):19. doi: 10.3390/mps6010019.","Dias RDL","Methods Protoc","2023","2023/02/24","PMC9959317","","10.3390/mps6010019"
"31539361","Nursing Students' Perceived Self-Efficacy and the Generation of Medication Errors with the Use of an Electronic Medication Administration Record (eMAR) in Clinical Simulation","Chan R, Booth R, Strudwick G, Sinclair B.","Int J Nurs Educ Scholarsh. 2019 Sep 20;16(1). doi: 10.1515/ijnes-2019-0014.","Chan R","Int J Nurs Educ Scholarsh","2019","2019/09/21","","","10.1515/ijnes-2019-0014"
"40607529","Implementing a Cross-Border Next-Generation Personal Health Record in the Philippines and Taiwan: An Implementation Case Report Using Health Level 7 International Fast Healthcare Interoperability Resources","Lee HA, Huang JC, Huang SW, Chen WH, Marcelo AB, Aljibe MSO, Hsu CY.","JMIR Form Res. 2025 Jul 2;9:e56272. doi: 10.2196/56272.","Lee HA","JMIR Form Res","2025","2025/07/03","PMC12240210","","10.2196/56272"
