PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"41401638","MIRAGE: Medical image-text pre-training for robustness against noisy environments","Cheng P, Huang Y, Lin L, Lyu J, Wong KK, Tang X.","Med Image Anal. 2025 Dec 10;109:103912. doi: 10.1016/j.media.2025.103912. Online ahead of print.","Cheng P","Med Image Anal","2025","2025/12/16","","","10.1016/j.media.2025.103912"
"39845288","pyDeid: an improved, fast, flexible, and generalizable rule-based approach for deidentification of free-text medical records","Sundrelingam V, Parimoo S, Pogacar F, Koppula R, Shin S, Pou-Prom C, Roberts SB, Verma AA, Razak F.","JAMIA Open. 2025 Jan 22;8(1):ooae152. doi: 10.1093/jamiaopen/ooae152. eCollection 2025 Feb.","Sundrelingam V","JAMIA Open","2025","2025/01/23","PMC11752853","","10.1093/jamiaopen/ooae152"
"39284061","On the development and validation of large language model-based classifiers for identifying social determinants of health","Gabriel RA, Litake O, Simpson S, Burton BN, Waterman RS, Macias AA.","Proc Natl Acad Sci U S A. 2024 Sep 24;121(39):e2320716121. doi: 10.1073/pnas.2320716121. Epub 2024 Sep 16.","Gabriel RA","Proc Natl Acad Sci U S A","2024","2024/09/16","PMC11441499","","10.1073/pnas.2320716121"
"36385479","Singlet fission initiating triplet generations of BODIPY derivatives through [Formula: see text]-stacking: a theoretical study","Tsuneda T, Taketsugu T.","Sci Rep. 2022 Nov 16;12(1):19714. doi: 10.1038/s41598-022-23370-y.","Tsuneda T","Sci Rep","2022","2022/11/17","PMC9668823","","10.1038/s41598-022-23370-y"
"40106267","Synthetic Data-Driven Approaches for Chinese Medical Abstract Sentence Classification: Computational Study","Li J, Wang Z, Yu L, Liu H, Song H.","JMIR Form Res. 2025 Mar 19;9:e54803. doi: 10.2196/54803.","Li J","JMIR Form Res","2025","2025/03/19","PMC11939029","","10.2196/54803"
"41413824","SimSUM - simulated benchmark with structured and unstructured medical records","Rabaey P, Heytens S, Demeester T.","J Biomed Semantics. 2025 Dec 18;16(1):20. doi: 10.1186/s13326-025-00341-6.","Rabaey P","J Biomed Semantics","2025","2025/12/19","PMC12713242","","10.1186/s13326-025-00341-6"
"40184460","FairDiffusion: Enhancing equity in latent diffusion models via fair Bayesian perturbation","Luo Y, Khan MO, Wen C, Afzal MM, Wuermeling TF, Shi M, Tian Y, Fang Y, Wang M.","Sci Adv. 2025 Apr 4;11(14):eads4593. doi: 10.1126/sciadv.ads4593. Epub 2025 Apr 4.","Luo Y","Sci Adv","2025","2025/04/04","","","10.1126/sciadv.ads4593"
"32053808","MR to CT synthesis with multicenter data in the pelvic area using a conditional generative adversarial network","Brou Boni KND, Klein J, Vanquin L, Wagner A, Lacornerie T, Pasquier D, Reynaert N.","Phys Med Biol. 2020 Apr 2;65(7):075002. doi: 10.1088/1361-6560/ab7633.","Brou Boni KND","Phys Med Biol","2020","2020/02/14","","","10.1088/1361-6560/ab7633"
"31438206","An Adversorial Approach to Enable Re-Use of Machine Learning Models and Collaborative Research Efforts Using Synthetic Unstructured Free-Text Medical Data","Kasthurirathne SN, Dexter G, Grannis SJ.","Stud Health Technol Inform. 2019 Aug 21;264:1510-1511. doi: 10.3233/SHTI190509.","Kasthurirathne SN","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190509"
"33380324","Utilizing deep learning and graph mining to identify drug use on Twitter data","Tassone J, Yan P, Simpson M, Mendhe C, Mago V, Choudhury S.","BMC Med Inform Decis Mak. 2020 Dec 30;20(Suppl 11):304. doi: 10.1186/s12911-020-01335-3.","Tassone J","BMC Med Inform Decis Mak","2020","2020/12/31","PMC7772918","","10.1186/s12911-020-01335-3"
"41328496","Enabling Just-in-Time Clinical Oncology Analysis With Large Language Models: Feasibility and Validation Study Using Unstructured Synthetic Data","May P, Greß J, Seidel C, Sommer S, Schuler MK, Nokodian S, Schröder F, Jung J.","JMIR Med Inform. 2025 Dec 1;13:e78332. doi: 10.2196/78332.","May P","JMIR Med Inform","2025","2025/12/02","PMC12670046","","10.2196/78332"
"32962272","Predicting Daily Sheltering Arrangements among Youth Experiencing Homelessness Using Diary Measurements Collected by Ecological Momentary Assessment","Suchting R, Businelle MS, Hwang SW, Padhye NS, Yang Y, Santa Maria DM.","Int J Environ Res Public Health. 2020 Sep 20;17(18):6873. doi: 10.3390/ijerph17186873.","Suchting R","Int J Environ Res Public Health","2020","2020/09/23","PMC7558709","","10.3390/ijerph17186873"
"41225562","Clinical implementation of deep learning-based synthetic CT for MRI-only volumetric modulated arc therapy in head and neck and pelvic cancer patients","Earwong P, Puttanawarut C, Suphaphong S, Worapruekjaru L, Jiarpinitnun C, Sawapabmongkon T, Changkaew P, Asavaphatiboon S, Khachonkham S.","Radiat Oncol. 2025 Nov 12;20(1):166. doi: 10.1186/s13014-025-02744-2.","Earwong P","Radiat Oncol","2025","2025/11/13","PMC12613521","","10.1186/s13014-025-02744-2"
"41032561","Text-Driven Weakly Supervised OCT Lesion Segmentation with Structural Guidance","Yang J, Mehta N, Hu X, Chen C, Tsai CL.","IEEE J Biomed Health Inform. 2025 Oct 1;PP. doi: 10.1109/JBHI.2025.3616290. Online ahead of print.","Yang J","IEEE J Biomed Health Inform","2025","2025/10/01","","","10.1109/JBHI.2025.3616290"
"41091144","Generative AI: Opportunities, Risks, and Responsibilities for Oral Sciences","Schwendicke F, Sidhu SK, Ferracane JL, Tichy A, Jakubovics NS.","J Dent Res. 2025 Dec;104(13):1429-1431. doi: 10.1177/00220345251356408. Epub 2025 Oct 15.","Schwendicke F","J Dent Res","2025","2025/10/15","PMC12578959","","10.1177/00220345251356408"
"38413839","Stress granules-membraneless organelles as therapeutic targets in pancreatic cancer","Schneider C, Schneider G.","EMBO Mol Med. 2024 Mar;16(3):429-431. doi: 10.1038/s44321-024-00040-2. Epub 2024 Feb 27.","Schneider C","EMBO Mol Med","2024","2024/02/27","PMC10940281","","10.1038/s44321-024-00040-2"
"40977370","A scalable framework for benchmark embedding models in semantic health-care tasks","Soffer S, Omar M, Gendler M, Glicksberg BS, Kovatch P, Efros O, Freeman R, Charney AW, Nadkarni GN, Klang E.","J Am Med Inform Assoc. 2025 Dec 1;32(12):1877-1887. doi: 10.1093/jamia/ocaf149.","Soffer S","J Am Med Inform Assoc","2025","2025/09/22","PMC12646376","","10.1093/jamia/ocaf149"
"39055931","ChatFFA: An ophthalmic chat system for unified vision-language understanding and question answering for fundus fluorescein angiography","Chen X, Xu P, Li Y, Zhang W, Song F, He M, Shi D.","iScience. 2024 May 17;27(7):110021. doi: 10.1016/j.isci.2024.110021. eCollection 2024 Jul 19.","Chen X","iScience","2024","2024/07/26","PMC11269310","","10.1016/j.isci.2024.110021"
"40702278","Synthetic data trained open-source language models are feasible alternatives to proprietary models for radiology reporting","Pandita A, Keniston A, Madhuripan N.","NPJ Digit Med. 2025 Jul 23;8(1):472. doi: 10.1038/s41746-025-01658-3.","Pandita A","NPJ Digit Med","2025","2025/07/23","PMC12287339","","10.1038/s41746-025-01658-3"
"40101227","Using Synthetic Health Care Data to Leverage Large Language Models for Named Entity Recognition: Development and Validation Study","Šuvalov H, Lepson M, Kukk V, Malk M, Ilves N, Kuulmets HA, Kolde R.","J Med Internet Res. 2025 Mar 18;27:e66279. doi: 10.2196/66279.","Šuvalov H","J Med Internet Res","2025","2025/03/18","PMC11962312","","10.2196/66279"
"40584736","Cross-institutional dental electronic health record entity extraction via generative artificial intelligence and synthetic notes","Chuang YS, Lee CT, Lin GH, Brandon R, Jiang X, Walji MF, Tokede O.","JAMIA Open. 2025 Jun 28;8(3):ooaf061. doi: 10.1093/jamiaopen/ooaf061. eCollection 2025 Jun.","Chuang YS","JAMIA Open","2025","2025/06/30","PMC12205731","","10.1093/jamiaopen/ooaf061"
"39566177","Multilingual feasibility of GPT-4o for automated Voice-to-Text CT and MRI report transcription","Busch F, Prucker P, Komenda A, Ziegelmayer S, Makowski MR, Bressem KK, Adams LC.","Eur J Radiol. 2025 Jan;182:111827. doi: 10.1016/j.ejrad.2024.111827. Epub 2024 Nov 17.","Busch F","Eur J Radiol","2025","2024/11/20","","","10.1016/j.ejrad.2024.111827"
"40134830","Addressing Class Imbalance with Latent Diffusion-based Data Augmentation for Improving Disease Classification in Pediatric Chest X-rays","Rajaraman S, Liang Z, Xue Z, Antani S.","Proceedings (IEEE Int Conf Bioinformatics Biomed). 2024 Dec;2024:5059-5066. doi: 10.1109/bibm62325.2024.10822172.","Rajaraman S","Proceedings (IEEE Int Conf Bioinformatics Biomed)","2024","2025/03/26","PMC11936509","NIHMS2041958","10.1109/bibm62325.2024.10822172"
"32445129","The effects of different levels of realism on the training of CNNs with only synthetic images for the semantic segmentation of robotic instruments in a head phantom","Heredia Perez SA, Marques Marinho M, Harada K, Mitsuishi M.","Int J Comput Assist Radiol Surg. 2020 Aug;15(8):1257-1265. doi: 10.1007/s11548-020-02185-0. Epub 2020 May 22.","Heredia Perez SA","Int J Comput Assist Radiol Surg","2020","2020/05/24","","","10.1007/s11548-020-02185-0"
"31437951","An Exploratory Study on Pseudo-Data Generation in Prescription and Adverse Drug Reaction Extraction","Tao C, Lee K, Filannino M, Uzuner Ö.","Stud Health Technol Inform. 2019 Aug 21;264:388-392. doi: 10.3233/SHTI190249.","Tao C","Stud Health Technol Inform","2019","2019/08/24","","","10.3233/SHTI190249"
"40804301","Using large language models for enhanced fraud analysis and detection in blockchain based health insurance claims","Islayem R, Gebreab S, AlKhader W, Musamih A, Salah K, Jayaraman R, Khan MK.","Sci Rep. 2025 Aug 13;15(1):29763. doi: 10.1038/s41598-025-15676-4.","Islayem R","Sci Rep","2025","2025/08/13","PMC12350640","","10.1038/s41598-025-15676-4"
"40380573","Leveraging Large Language Models for Synthetic Data Generation to Enhance Adverse Drug Event Detection in Tweets","Yazdani A, Rouhizadeh H, Bornet A, Teodoro D.","Stud Health Technol Inform. 2025 May 15;327:778-782. doi: 10.3233/SHTI250465.","Yazdani A","Stud Health Technol Inform","2025","2025/05/17","","","10.3233/SHTI250465"
"41345204","Investigation of ultrasound plane-wave imaging for optimal synthetic focusing","Jang D, Park J, Song JH, Song TK, Yoon H.","Sci Rep. 2025 Dec 4;16(1):1057. doi: 10.1038/s41598-025-30595-0.","Jang D","Sci Rep","2025","2025/12/04","PMC12783737","","10.1038/s41598-025-30595-0"
"40556118","Radiology Synthetic Confusion: How Generative Artificial Intelligence Amplifies Misunderstandings of Radiologists and Technologists in Patient-Facing Media","Al-Naser Y, Sharma S, Niure K, Ibach K, Yong-Hing CJ.","Can Assoc Radiol J. 2026 Feb;77(1):98-106. doi: 10.1177/08465371251350085. Epub 2025 Jun 24.","Al-Naser Y","Can Assoc Radiol J","2026","2025/06/25","","","10.1177/08465371251350085"
"41110740","TriMedPrompt: A unified prompting framework for realistic and layout-conformant clinical progress note synthesis","Keerthana G, Gupta M.","J Biomed Inform. 2025 Nov;171:104927. doi: 10.1016/j.jbi.2025.104927. Epub 2025 Oct 17.","Keerthana G","J Biomed Inform","2025","2025/10/19","","","10.1016/j.jbi.2025.104927"
"41267853","Benchmarking speech-to-text robustness in noisy emergency medical dialogues: an evaluation of models under realistic acoustic conditions","Moser D, Stanic N, Sariyar M.","JAMIA Open. 2025 Nov 19;8(6):ooaf147. doi: 10.1093/jamiaopen/ooaf147. eCollection 2025 Dec.","Moser D","JAMIA Open","2025","2025/11/21","PMC12628192","","10.1093/jamiaopen/ooaf147"
"40825542","Magnitude and Impact of Hallucinations in Tabular Synthetic Health Data on Prognostic Machine Learning Models: Validation Study","Pilgram L, El Kababji S, Liu D, El Emam K.","J Med Internet Res. 2025 Aug 18;27:e77893. doi: 10.2196/77893.","Pilgram L","J Med Internet Res","2025","2025/08/18","PMC12402739","","10.2196/77893"
"40176046","Gantry-based pencil beam scanning proton therapy for uveal melanoma: IMPT versus proton arc therapy","Qi H, Hu L, Huang S, Lee YP, Yu F, Chen Q, Yang Y, Kang M, Zhai H, Vermeulen M, Shim A, Park P, Ding X, Zhou J, Abramson DH, Francis JH, Simone CB 2nd, Barker CA, Lin H.","Radiat Oncol. 2025 Apr 2;20(1):48. doi: 10.1186/s13014-025-02621-y.","Qi H","Radiat Oncol","2025","2025/04/02","PMC11963511","","10.1186/s13014-025-02621-y"
"31006106","Learning to detect anatomical landmarks of the pelvis in X-rays from arbitrary views","Bier B, Goldmann F, Zaech JN, Fotouhi J, Hegeman R, Grupp R, Armand M, Osgood G, Navab N, Maier A, Unberath M.","Int J Comput Assist Radiol Surg. 2019 Sep;14(9):1463-1473. doi: 10.1007/s11548-019-01975-5. Epub 2019 Apr 20.","Bier B","Int J Comput Assist Radiol Surg","2019","2019/04/22","PMC7297500","NIHMS1594189","10.1007/s11548-019-01975-5"
"26157987","Multimodal reconstruction of microvascular-flow distributions using combined two-photon microscopy and Doppler optical coherence tomography","Gagnon L, Sakadžić S, Lesage F, Mandeville ET, Fang Q, Yaseen MA, Boas DA.","Neurophotonics. 2015 Jan;2(1):015008. doi: 10.1117/1.NPh.2.1.015008. Epub 2015 Mar 12.","Gagnon L","Neurophotonics","2015","2015/07/10","PMC4478873","","10.1117/1.NPh.2.1.015008"
"40298358","Multimodal Generative AI for Anatomic Pathology-A Review of Current Applications to Envisage the Future Direction","Ullah E, Baig MM, Waqas A, Rasool G, Singh R, Shandilya A, GholamHossieni H, Parwani AV.","Adv Anat Pathol. 2025 Apr 29. doi: 10.1097/PAP.0000000000000498. Online ahead of print.","Ullah E","Adv Anat Pathol","2025","2025/04/29","","","10.1097/PAP.0000000000000498"
"40899538","From Proprietary Printed Forms to Standardized Digital Exchange Formats - Care Transition Records to FHIR as an Example","Werlitz V, Kleybolte L, Balic S, Mess EV, Mahler A, Reuter C, Teynor A.","Stud Health Technol Inform. 2025 Sep 3;331:162-169. doi: 10.3233/SHTI251392.","Werlitz V","Stud Health Technol Inform","2025","2025/09/03","","","10.3233/SHTI251392"
"41419855","Modeling ROI in chronic disease management: a simulation-based framework integrating patient adherence and policy timing","Cha J, Cha ED, Yoo EH, Song H.","BMC Public Health. 2025 Dec 19;25(1):4270. doi: 10.1186/s12889-025-25279-3.","Cha J","BMC Public Health","2025","2025/12/19","PMC12717686","","10.1186/s12889-025-25279-3"
"41536390","Distinguishing Between AI-Generated and Human-Written Electronic Residency Application Service (ERAS) Personal Statements in Otolaryngology","Menon R, Solomon D, Berenson M, Kushnir V, Shapiro Y.","Cureus. 2025 Dec 14;17(12):e99202. doi: 10.7759/cureus.99202. eCollection 2025 Dec.","Menon R","Cureus","2025","2026/01/15","PMC12799199","","10.7759/cureus.99202"
"33590354","An alternative analysis of contrast-variation neutron scattering data of casein micelles in semi-deuterated milk","Smith GN.","Eur Phys J E Soft Matter. 2021 Feb 15;44(1):5. doi: 10.1140/epje/s10189-021-00023-y.","Smith GN","Eur Phys J E Soft Matter","2021","2021/02/16","","","10.1140/epje/s10189-021-00023-y"
"26321800","Sampling from Dirichlet process mixture models with unknown concentration parameter: mixing issues in large data implementations","Hastie DI, Liverani S, Richardson S.","Stat Comput. 2015;25(5):1023-1037. doi: 10.1007/s11222-014-9471-3. Epub 2014 May 3.","Hastie DI","Stat Comput","2015","2015/09/01","PMC4550296","","10.1007/s11222-014-9471-3"
"41353288","ClipFaceFusion multi modal diffusion for high fidelity facial generation and modification","Jiang X, Ding Y.","Sci Rep. 2025 Dec 6;16(1):1439. doi: 10.1038/s41598-025-31331-4.","Jiang X","Sci Rep","2025","2025/12/06","PMC12796247","","10.1038/s41598-025-31331-4"
"39899851","Patient-Generated Collections for Organizing Electronic Health Record Data to Elevate Personal Meaning, Improve Actionability, and Support Patient-Health Care Provider Communication: Think-Aloud Evaluation Study","Nakikj D, Kreda D, Luthria K, Gehlenborg N.","JMIR Hum Factors. 2025 Feb 3;12:e50331. doi: 10.2196/50331.","Nakikj D","JMIR Hum Factors","2025","2025/02/03","PMC11833264","","10.2196/50331"
"40635002","A holistic framework for intradialytic hypotension prediction using generative adversarial networks-based data balancing","Lin HM, Lyu J.","BMC Med Inform Decis Mak. 2025 Jul 10;25(1):257. doi: 10.1186/s12911-025-03094-5.","Lin HM","BMC Med Inform Decis Mak","2025","2025/07/09","PMC12243283","","10.1186/s12911-025-03094-5"
"27622499","Functional gold nanoparticle-based antibacterial agents for nosocomial and antibiotic-resistant bacteria","Kuo YL, Wang SG, Wu CY, Lee KC, Jao CJ, Chou SH, Chen YC.","Nanomedicine (Lond). 2016 Oct;11(19):2497-510. doi: 10.2217/nnm-2016-0232. Epub 2016 Sep 13.","Kuo YL","Nanomedicine (Lond)","2016","2016/09/14","","","10.2217/nnm-2016-0232"
"41100527","Large Language Models for Automating Clinical Trial Criteria Conversion to Observational Medical Outcomes Partnership Common Data Model Queries: Validation and Evaluation Study","Lee KH, Jang S, Kim GJ, Park S, Kim D, Kwon OJ, Lee JH, Kim YH.","JMIR Med Inform. 2025 Oct 16;13:e71252. doi: 10.2196/71252.","Lee KH","JMIR Med Inform","2025","2025/10/16","PMC12530336","","10.2196/71252"
"40279645","Enhancing Bidirectional Encoder Representations From Transformers (BERT) With Frame Semantics to Extract Clinically Relevant Information From German Mammography Reports: Algorithm Development and Validation","Reichenpfader D, Knupp J, von Däniken SU, Gaio R, Dennstädt F, Cereghetti GM, Sander A, Hiltbrunner H, Nairz K, Denecke K.","J Med Internet Res. 2025 Apr 25;27:e68427. doi: 10.2196/68427.","Reichenpfader D","J Med Internet Res","2025","2025/04/25","PMC12064967","","10.2196/68427"
"40703108","Automated transformation of unstructured cardiovascular diagnostic reports into structured datasets using sequentially deployed large language models","Shankar SV, Dhingra LS, Aminorroaya A, Adejumo P, Nadkarni GN, Xu H, Brandt C, Oikonomou EK, Pedroso AF, Khera R.","Eur Heart J Digit Health. 2025 Apr 2;6(4):783-796. doi: 10.1093/ehjdh/ztaf030. eCollection 2025 Jul.","Shankar SV","Eur Heart J Digit Health","2025","2025/07/24","PMC12282380","","10.1093/ehjdh/ztaf030"
"41413194","Signal Fidelity Index-aware calibration for addressing distributional shift in predictive modeling across heterogeneous real-world data","Cheng J, Tian J, Spoto F, Azhir A, Mork D, Estiri H.","Sci Rep. 2025 Dec 18. doi: 10.1038/s41598-025-32656-w. Online ahead of print.","Cheng J","Sci Rep","2025","2025/12/18","","","10.1038/s41598-025-32656-w"
"40755813","A Pipeline for Automating Emergency Medicine Documentation Using LLMs with Retrieval-Augmented Text Generation","Moser D, Bender M, Sariyar M.","Appl Artif Intell. 2025 Jun 18;39(1):2519169. doi: 10.1080/08839514.2025.2519169. eCollection 2025.","Moser D","Appl Artif Intell","2025","2025/08/04","PMC12315831","","10.1080/08839514.2025.2519169"
